Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
Gruppe F,Sun Jul 23 2023,15:00,-0300,Santo André SP,1-1,0-0,Democrata Gov. Valadares MG,,2023-07-23T18:00Z
Gruppe D,Sun Jul 23 2023,18:00,-0300,Retrô PE,1-2,0-1,Falcon SE,,2023-07-23T21:00Z
Gruppe C,Sun Jul 23 2023,18:00,-0300,Campinense PB,3-2,2-2,Pacajus CE,,2023-07-23T21:00Z
Gruppe F,Sun Jul 23 2023,15:00,-0300,Athletic MG,3-1,1-0,Nova Iguaçu RJ,,2023-07-23T18:00Z
Sechzehntelfinale,Sat Jul 29 2023,16:00,-0300,Maranhão MA,2-3,1-1,Tuna Luso PA,,2023-07-29T19:00Z
Sechzehntelfinale,Sat Jul 29 2023,16:00,-0300,Inter de Limeira SP,0-1,0-0,S.E.R. Caxias RS,,2023-07-29T19:00Z
Sechzehntelfinale,Sat Jul 29 2023,16:00,-0300,Falcon SE,1-1,0-0,Sousa PB,,2023-07-29T19:00Z
Sechzehntelfinale,Sat Jul 29 2023,17:00,-0300,Camboriú SC,0-0,0-0,Maringá PR,,2023-07-29T20:00Z
Sechzehntelfinale,Sat Jul 29 2023,17:00,-0300,Ferroviária SP,1-1,1-0,Hercílio Luz SC,,2023-07-29T20:00Z
Sechzehntelfinale,Sat Jul 29 2023,17:00,-0300,ASA AL,1-0,0-0,Nacional PB,,2023-07-29T20:00Z
Sechzehntelfinale,Sat Jul 29 2023,15:00,-0300,Vitória ES,1-0,1-0,Ceilândia DF,,2023-07-29T18:00Z
Sechzehntelfinale,Sun Jul 30 2023,15:00,-0300,Parnahyba PI,2-0,2-0,Nacional AM,,2023-07-30T18:00Z
Sechzehntelfinale,Sun Jul 30 2023,16:00,-0300,Brasil de Pelotas RS,0-0,0-0,Atlético Patrocinense MG,,2023-07-30T19:00Z
Sechzehntelfinale,Sun Jul 30 2023,16:00,-0300,Operário MT,1-0,1-0,Portuguesa RJ,,2023-07-30T19:00Z
Sechzehntelfinale,Sun Jul 30 2023,16:00,-0300,Brasiliense DF,0-2,0-1,Athletic MG,,2023-07-30T19:00Z
Sechzehntelfinale,Sun Jul 30 2023,17:00,-0300,Pacajus CE,1-2,0-1,Retrô PE,,2023-07-30T20:00Z
Sechzehntelfinale,Sun Jul 30 2023,17:00,-0300,Potiguar de Mossoró RN,1-0,0-0,Bahia de Feira BA,,2023-07-30T20:00Z
Sechzehntelfinale,Mon Jul 31 2023,20:30,-0300,Democrata Gov. Valadares MG,0-0,0-0,Anápolis FC GO,,2023-07-31T23:30Z
Sechzehntelfinale,Mon Jul 31 2023,21:00,-0300,Princesa do Solimões AM,1-1,0-0,Ferroviário CE,,2023-08-01T00:00Z
Sechzehntelfinale,Mon Jul 31 2023,20:00,-0300,Águia de Marabá PA,1-1,1-1,Atlético Cearense CE,,2023-07-31T23:00Z
Sechzehntelfinale,Sat Aug 5 2023,15:00,-0300,Hercílio Luz SC,2-4,0-1,Ferroviária SP,,2023-08-05T18:00Z
Sechzehntelfinale,Sat Aug 5 2023,15:00,-0300,Athletic MG,0-0,0-0,Brasiliense DF,,2023-08-05T18:00Z
Sechzehntelfinale,Sat Aug 5 2023,15:30,-0300,Ceilândia DF,3-0,2-0,Vitória ES,,2023-08-05T18:30Z
Sechzehntelfinale,Sat Aug 5 2023,16:00,-0300,Portuguesa RJ,4-0,2-0,Operário MT,,2023-08-05T19:00Z
Sechzehntelfinale,Sat Aug 5 2023,17:00,-0300,Ferroviário CE,3-0,1-0,Princesa do Solimões AM,,2023-08-05T20:00Z
Sechzehntelfinale,Sat Aug 5 2023,17:00,-0300,Bahia de Feira BA,7-6,0-0,Potiguar de Mossoró RN,,2023-08-05T20:00Z
Sechzehntelfinale,Sun Aug 6 2023,11:00,-0300,Atlético Patrocinense MG,2-1,0-0,Brasil de Pelotas RS,,2023-08-06T14:00Z
Sechzehntelfinale,Sun Aug 6 2023,15:00,-0300,Atlético Cearense CE,3-0,1-0,Águia de Marabá PA,,2023-08-06T18:00Z
Sechzehntelfinale,Sun Aug 6 2023,15:00,-0300,S.E.R. Caxias RS,1-1,1-1,Inter de Limeira SP,,2023-08-06T18:00Z
Sechzehntelfinale,Sun Aug 6 2023,16:00,-0300,Nacional AM,3-0,2-0,Parnahyba PI,,2023-08-06T19:00Z
Sechzehntelfinale,Sun Aug 6 2023,16:00,-0300,Tuna Luso PA,0-1,0-0,Maranhão MA,4-5,2023-08-06T19:00Z
Sechzehntelfinale,Sun Aug 6 2023,16:00,-0300,Sousa PB,2-1,0-1,Falcon SE,,2023-08-06T19:00Z
Sechzehntelfinale,Sun Aug 6 2023,16:00,-0300,Nacional PB,3-1,2-0,ASA AL,,2023-08-06T19:00Z
Sechzehntelfinale,Sun Aug 6 2023,16:00,-0300,Anápolis FC GO,3-1,2-1,Democrata Gov. Valadares MG,,2023-08-06T19:00Z
Sechzehntelfinale,Sun Aug 6 2023,18:00,-0300,Retrô PE,2-1,2-1,Pacajus CE,,2023-08-06T21:00Z
Sechzehntelfinale,Sun Aug 6 2023,19:00,-0300,Maringá PR,5-6,1-1,Camboriú SC,,2023-08-06T22:00Z
Round of 16,Sat Aug 12 2023,17:00,-0300,Camboriú SC,1-0,0-0,Athletic MG,,2023-08-12T20:00Z
Round of 16,Sat Aug 12 2023,17:00,-0300,Ferroviária SP,1-0,0-0,Anápolis FC GO,,2023-08-12T20:00Z
Round of 16,Sat Aug 12 2023,18:00,-0300,Atlético Patrocinense MG,0-0,0-0,Portuguesa RJ,,2023-08-12T21:00Z
Round of 16,Sat Aug 12 2023,15:00,-0300,Atlético Cearense CE,1-2,1-1,Sousa PB,,2023-08-12T18:00Z
Round of 16,Sun Aug 13 2023,16:00,-0300,Nacional PB,0-0,0-0,Ferroviário CE,,2023-08-13T19:00Z
Round of 16,Sun Aug 13 2023,16:00,-0300,Maranhão MA,0-0,0-0,Retrô PE,,2023-08-13T19:00Z
Round of 16,Sun Aug 13 2023,16:00,-0300,S.E.R. Caxias RS,0-0,0-0,Ceilândia DF,,2023-08-13T19:00Z
Round of 16,Mon Aug 14 2023,19:00,-0300,Bahia de Feira BA,2-0,2-0,Nacional AM,,2023-08-14T22:00Z
Round of 16,Sat Aug 19 2023,16:00,-0300,Nacional AM,3-2,0-1,Bahia de Feira BA,,2023-08-19T19:00Z
Round of 16,Sat Aug 19 2023,16:00,-0300,Athletic MG,2-0,0-0,Camboriú SC,,2023-08-19T19:00Z
Round of 16,Sat Aug 19 2023,18:00,-0300,Retrô PE,5-6,1-1,Maranhão MA,,2023-08-19T21:00Z
Round of 16,Sat Aug 19 2023,15:30,-0300,Ceilândia DF,6-7,0-0,S.E.R. Caxias RS,,2023-08-19T18:30Z
Round of 16,Sun Aug 20 2023,16:00,-0300,Sousa PB,2-1,1-0,Atlético Cearense CE,,2023-08-20T19:00Z
Round of 16,Sun Aug 20 2023,16:00,-0300,Portuguesa RJ,3-1,2-0,Atlético Patrocinense MG,,2023-08-20T19:00Z
Round of 16,Sun Aug 20 2023,16:00,-0300,Anápolis FC GO,0-1,0-1,Ferroviária SP,,2023-08-20T19:00Z
Round of 16,Sun Aug 20 2023,17:00,-0300,Ferroviário CE,3-1,2-1,Nacional PB,,2023-08-20T20:00Z
Quarterfinals,Sat Aug 26 2023,17:30,-0300,Bahia de Feira BA,0-2,0-0,Athletic MG,,2023-08-26T20:30Z
Quarterfinals,Sat Aug 26 2023,15:00,-0300,Ferroviária SP,1-0,1-0,Sousa PB,,2023-08-26T18:00Z
Quarterfinals,Sun Aug 27 2023,17:30,-0300,S.E.R. Caxias RS,1-1,1-1,Portuguesa RJ,,2023-08-27T20:30Z
Quarterfinals,Sun Aug 27 2023,15:00,-0300,Maranhão MA,1-1,1-0,Ferroviário CE,,2023-08-27T18:00Z
Quarterfinals,Sat Sep 2 2023,17:30,-0300,Athletic MG,0-1,0-1,Bahia de Feira BA,,2023-09-02T20:30Z
Quarterfinals,Sat Sep 2 2023,15:00,-0300,Portuguesa RJ,0-1,0-0,S.E.R. Caxias RS,,2023-09-02T18:00Z
Quarterfinals,Sun Sep 3 2023,15:00,-0300,Sousa PB,1-1,1-1,Ferroviária SP,,2023-09-03T18:00Z
Quarterfinals,Sun Sep 3 2023,17:30,-0300,Ferroviário CE,3-0,0-0,Maranhão MA,,2023-09-03T20:30Z
Semifinals,Wed Sep 6 2023,20:00,-0300,Ferroviária SP,1-0,0-0,Athletic MG,,2023-09-06T23:00Z
Semifinals,Thu Sep 7 2023,15:00,-0300,S.E.R. Caxias RS,1-1,1-0,Ferroviário CE,,2023-09-07T18:00Z
Semifinals,Sun Sep 10 2023,17:30,-0300,Ferroviário CE,1-0,0-0,S.E.R. Caxias RS,,2023-09-10T20:30Z
Semifinals,Sun Sep 10 2023,15:00,-0300,Athletic MG,1-2,0-1,Ferroviária SP,,2023-09-10T18:00Z
Final,Wed Sep 13 2023,20:00,-0300,Ferroviária SP,0-0,0-0,Ferroviário CE,,2023-09-13T23:00Z
Final,Sat Sep 16 2023,16:00,-0300,Ferroviário CE,2-1,1-1,Ferroviária SP,,2023-09-16T19:00Z
