Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
,26,Sat Feb 17 2024,21:30,EET/+0200,FC Universitatea Craiova,1-3,1-2,CFR Cluj,,,2024-02-17T19:30Z
,26,Sat Feb 17 2024,14:00,EET/+0200,FC Voluntari,0-1,0-0,UTA Arad,,,2024-02-17T12:00Z
,26,Sun Feb 18 2024,20:00,EET/+0200,Dinamo Bucureşti,3-1,2-1,Oţelul Galaţi,,,2024-02-18T18:00Z
,26,Sun Feb 18 2024,17:15,EET/+0200,FC Botoşani,2-2,2-0,CS Universitatea Craiova,,,2024-02-18T15:15Z
,26,Mon Feb 19 2024,20:30,EET/+0200,Universitatea Cluj,0-0,0-0,FCSB,,,2024-02-19T18:30Z
,26,Mon Feb 19 2024,17:30,EET/+0200,Sepsi OSK,0-1,0-0,Farul Constanța,,,2024-02-19T15:30Z
,27,Fri Feb 23 2024,17:00,EET/+0200,FC Hermannstadt,1-0,0-0,FC Universitatea Craiova,,,2024-02-23T15:00Z
,27,Fri Feb 23 2024,20:00,EET/+0200,CFR Cluj,4-0,0-0,Dinamo Bucureşti,,,2024-02-23T18:00Z
,27,Sat Feb 24 2024,17:00,EET/+0200,Farul Constanța,1-1,1-0,Oţelul Galaţi,,,2024-02-24T15:00Z
,27,Sat Feb 24 2024,20:00,EET/+0200,FC Politehnica Iași,3-1,0-0,Rapid Bucureşti,,,2024-02-24T18:00Z
,27,Sat Feb 24 2024,14:00,EET/+0200,UTA Arad,1-0,1-0,Petrolul Ploieşti,,,2024-02-24T12:00Z
,27,Sun Feb 25 2024,14:00,EET/+0200,Sepsi OSK,0-0,0-0,Universitatea Cluj,,,2024-02-25T12:00Z
,27,Sun Feb 25 2024,20:00,EET/+0200,FCSB,3-2,1-0,FC Botoşani,,,2024-02-25T18:00Z
,27,Mon Feb 26 2024,20:00,EET/+0200,CS Universitatea Craiova,2-1,1-0,FC Voluntari,,,2024-02-26T18:00Z
,28,Tue Feb 27 2024,18:30,EET/+0200,Dinamo Bucureşti,1-0,1-0,FC Hermannstadt,,,2024-02-27T16:30Z
,28,Tue Feb 27 2024,21:00,EET/+0200,Oţelul Galaţi,2-2,1-1,CFR Cluj,,,2024-02-27T19:00Z
,28,Tue Feb 27 2024,16:15,EET/+0200,FC Universitatea Craiova,1-1,1-1,FC Politehnica Iași,,,2024-02-27T14:15Z
,28,Wed Feb 28 2024,18:30,EET/+0200,Universitatea Cluj,1-0,1-0,Farul Constanța,,,2024-02-28T16:30Z
,28,Wed Feb 28 2024,21:00,EET/+0200,Rapid Bucureşti,4-1,2-1,UTA Arad,,,2024-02-28T19:00Z
,28,Thu Feb 29 2024,18:30,EET/+0200,Petrolul Ploieşti,2-3,1-2,CS Universitatea Craiova,,,2024-02-29T16:30Z
,28,Thu Feb 29 2024,21:00,EET/+0200,FC Voluntari,1-2,1-0,FCSB,,,2024-02-29T19:00Z
,28,Thu Feb 29 2024,16:15,EET/+0200,FC Botoşani,1-2,0-2,Sepsi OSK,,,2024-02-29T14:15Z
,29,Fri Mar 1 2024,20:00,EET/+0200,FC Politehnica Iași,0-0,0-0,Dinamo Bucureşti,,,2024-03-01T18:00Z
,29,Sat Mar 2 2024,17:00,EET/+0200,FC Hermannstadt,4-1,2-1,Oţelul Galaţi,,,2024-03-02T15:00Z
,29,Sat Mar 2 2024,20:00,EET/+0200,Farul Constanța,1-1,0-0,CFR Cluj,,,2024-03-02T18:00Z
,29,Sat Mar 2 2024,14:00,EET/+0200,UTA Arad,3-2,2-2,FC Universitatea Craiova,,,2024-03-02T12:00Z
,29,Sun Mar 3 2024,14:30,EET/+0200,Universitatea Cluj,1-0,1-0,FC Botoşani,,,2024-03-03T12:30Z
,29,Sun Mar 3 2024,20:30,EET/+0200,FCSB,1-0,0-0,Petrolul Ploieşti,,,2024-03-03T18:30Z
,29,Mon Mar 4 2024,20:00,EET/+0200,CS Universitatea Craiova,1-1,1-0,Rapid Bucureşti,,,2024-03-04T18:00Z
,29,Mon Mar 4 2024,17:00,EET/+0200,Sepsi OSK,4-0,1-0,FC Voluntari,,,2024-03-04T15:00Z
,30,Fri Mar 8 2024,20:00,EET/+0200,Dinamo Bucureşti,1-0,1-0,UTA Arad,,,2024-03-08T18:00Z
,30,Fri Mar 8 2024,20:00,EET/+0200,Petrolul Ploieşti,1-2,0-1,Sepsi OSK,,,2024-03-08T18:00Z
,30,Fri Mar 8 2024,20:00,EET/+0200,FC Voluntari,0-0,0-0,Universitatea Cluj,,,2024-03-08T18:00Z
,30,Fri Mar 8 2024,20:00,EET/+0200,FC Botoşani,0-0,0-0,Farul Constanța,,,2024-03-08T18:00Z
,30,Fri Mar 8 2024,20:00,EET/+0200,CFR Cluj,1-0,0-0,FC Hermannstadt,,,2024-03-08T18:00Z
,30,Sat Mar 9 2024,20:00,EET/+0200,Rapid Bucureşti,4-0,1-0,FCSB,,,2024-03-09T18:00Z
,30,Sun Mar 10 2024,20:45,EET/+0200,FC Universitatea Craiova,1-2,1-0,CS Universitatea Craiova,,,2024-03-10T18:45Z
,30,Mon Mar 11 2024,20:00,EET/+0200,Oţelul Galaţi,1-1,0-1,FC Politehnica Iași,,,2024-03-11T18:00Z
Playoffs - Championship,1,Fri Mar 15 2024,20:30,EET/+0200,Rapid Bucureşti,1-2,0-1,Farul Constanța,,,2024-03-15T18:30Z
Playoffs - Relegation,1,Fri Mar 15 2024,17:30,EET/+0200,Universitatea Cluj,3-0,1-0,FC Botoşani,,,2024-03-15T15:30Z
Playoffs - Championship,1,Sat Mar 16 2024,20:00,EET/+0200,CFR Cluj,1-2,0-1,CS Universitatea Craiova,,,2024-03-16T18:00Z
Playoffs - Relegation,1,Sat Mar 16 2024,17:00,EET/+0200,Oţelul Galaţi,1-0,1-0,FC Politehnica Iași,,,2024-03-16T15:00Z
Playoffs - Relegation,1,Sun Mar 17 2024,18:15,EET/+0200,FC Hermannstadt,3-0,3-0,Dinamo Bucureşti,,,2024-03-17T16:15Z
Playoffs - Championship,1,Sun Mar 17 2024,21:00,EET/+0200,FCSB,2-1,2-1,Sepsi OSK,,,2024-03-17T19:00Z
Playoffs - Relegation,1,Mon Mar 18 2024,20:30,EET/+0200,Petrolul Ploieşti,1-0,0-0,FC Universitatea Craiova,,,2024-03-18T18:30Z
Playoffs - Relegation,1,Mon Mar 18 2024,17:30,EET/+0200,UTA Arad,4-3,1-2,FC Voluntari,,,2024-03-18T15:30Z
Playoffs - Relegation,2,Fri Mar 29 2024,17:30,EET/+0200,FC Voluntari,1-0,0-0,FC Hermannstadt,,,2024-03-29T15:30Z
Playoffs - Championship,2,Fri Mar 29 2024,20:30,EET/+0200,Sepsi OSK,1-1,1-1,CFR Cluj,,,2024-03-29T18:30Z
Playoffs - Championship,2,Sat Mar 30 2024,21:00,EET/+0200,CS Universitatea Craiova,2-1,0-0,Rapid Bucureşti,,,2024-03-30T19:00Z
Playoffs - Relegation,2,Sat Mar 30 2024,15:45,EET/+0200,FC Botoşani,2-1,0-1,FC Politehnica Iași,,,2024-03-30T13:45Z
Playoffs - Relegation,2,Sat Mar 30 2024,18:00,EET/+0200,Universitatea Cluj,0-0,0-0,UTA Arad,,,2024-03-30T16:00Z
Playoffs - Championship,2,Sun Mar 31 2024,21:00,EEST/+0300,Farul Constanța,0-1,0-0,FCSB,,,2024-03-31T18:00Z
Playoffs - Relegation,2,Sun Mar 31 2024,14:00,EEST/+0300,FC Universitatea Craiova,1-2,1-1,Oţelul Galaţi,,,2024-03-31T11:00Z
Playoffs - Relegation,2,Mon Apr 1 2024,20:30,EEST/+0300,Dinamo Bucureşti,1-1,1-0,Petrolul Ploieşti,,,2024-04-01T17:30Z
Playoffs - Championship,3,Fri Apr 5 2024,20:30,EEST/+0300,Sepsi OSK,1-1,1-1,Farul Constanța,,,2024-04-05T17:30Z
Playoffs - Relegation,3,Fri Apr 5 2024,17:30,EEST/+0300,UTA Arad,1-0,1-0,FC Botoşani,,,2024-04-05T14:30Z
Playoffs - Championship,3,Sat Apr 6 2024,20:30,EEST/+0300,Rapid Bucureşti,1-4,0-4,CFR Cluj,,,2024-04-06T17:30Z
Playoffs - Relegation,3,Sat Apr 6 2024,17:30,EEST/+0300,Petrolul Ploieşti,0-4,0-3,FC Voluntari,,,2024-04-06T14:30Z
Playoffs - Championship,3,Sun Apr 7 2024,20:30,EEST/+0300,FCSB,2-0,2-0,CS Universitatea Craiova,,,2024-04-07T17:30Z
Playoffs - Relegation,3,Sun Apr 7 2024,14:30,EEST/+0300,FC Hermannstadt,1-1,1-0,Universitatea Cluj,,,2024-04-07T11:30Z
Playoffs - Relegation,3,Mon Apr 8 2024,20:30,EEST/+0300,Oţelul Galaţi,1-0,0-0,Dinamo Bucureşti,,,2024-04-08T17:30Z
Playoffs - Relegation,3,Mon Apr 8 2024,17:30,EEST/+0300,FC Politehnica Iași,0-0,0-0,FC Universitatea Craiova,,,2024-04-08T14:30Z
Playoffs - Relegation,4,Fri Apr 12 2024,17:30,EEST/+0300,UTA Arad,1-3,0-1,FC Hermannstadt,,,2024-04-12T14:30Z
Playoffs - Championship,4,Fri Apr 12 2024,20:30,EEST/+0300,CS Universitatea Craiova,1-2,1-2,Farul Constanța,,,2024-04-12T17:30Z
Playoffs - Relegation,4,Sat Apr 13 2024,17:00,EEST/+0300,FC Voluntari,1-1,1-0,Oţelul Galaţi,,,2024-04-13T14:00Z
Playoffs - Relegation,4,Sat Apr 13 2024,21:30,EEST/+0300,Universitatea Cluj,1-2,0-0,Petrolul Ploieşti,,,2024-04-13T18:30Z
Playoffs - Relegation,4,Sun Apr 14 2024,18:15,EEST/+0300,Dinamo Bucureşti,1-0,0-0,FC Politehnica Iași,,,2024-04-14T15:15Z
Playoffs - Championship,4,Sun Apr 14 2024,21:00,EEST/+0300,CFR Cluj,0-1,0-1,FCSB,,,2024-04-14T18:00Z
Playoffs - Relegation,4,Sun Apr 14 2024,13:30,EEST/+0300,FC Botoşani,4-1,0-1,FC Universitatea Craiova,,,2024-04-14T10:30Z
Playoffs - Championship,4,Mon Apr 15 2024,20:30,EEST/+0300,Rapid Bucureşti,0-1,0-0,Sepsi OSK,,,2024-04-15T17:30Z
Playoffs - Championship,5,Fri Apr 19 2024,20:30,EEST/+0300,Farul Constanța,5-1,2-0,CFR Cluj,,,2024-04-19T17:30Z
Playoffs - Relegation,5,Fri Apr 19 2024,17:30,EEST/+0300,FC Hermannstadt,1-1,0-0,FC Botoşani,,,2024-04-19T14:30Z
Playoffs - Championship,5,Sat Apr 20 2024,20:30,EEST/+0300,FCSB,2-2,1-2,Rapid Bucureşti,,,2024-04-20T17:30Z
Playoffs - Relegation,5,Sat Apr 20 2024,15:00,EEST/+0300,FC Politehnica Iași,3-1,1-0,FC Voluntari,,,2024-04-20T12:00Z
Playoffs - Relegation,5,Sat Apr 20 2024,17:30,EEST/+0300,FC Universitatea Craiova,1-1,0-1,Dinamo Bucureşti,,,2024-04-20T14:30Z
Playoffs - Relegation,5,Sun Apr 21 2024,16:00,EEST/+0300,Oţelul Galaţi,1-0,1-0,Universitatea Cluj,,,2024-04-21T13:00Z
Playoffs - Championship,5,Sun Apr 21 2024,19:00,EEST/+0300,Sepsi OSK,1-3,1-2,CS Universitatea Craiova,,,2024-04-21T16:00Z
Playoffs - Relegation,5,Mon Apr 22 2024,19:00,EEST/+0300,Petrolul Ploieşti,1-1,1-0,UTA Arad,,,2024-04-22T16:00Z
Playoffs - Relegation,6,Tue Apr 23 2024,19:30,EEST/+0300,FC Botoşani,2-1,1-1,Dinamo Bucureşti,,,2024-04-23T16:30Z
Playoffs - Relegation,6,Tue Apr 23 2024,17:00,EEST/+0300,FC Voluntari,0-0,0-0,FC Universitatea Craiova,,,2024-04-23T14:00Z
Playoffs - Championship,6,Wed Apr 24 2024,21:45,EEST/+0300,Sepsi OSK,2-2,1-2,FCSB,,,2024-04-24T18:45Z
Playoffs - Relegation,6,Wed Apr 24 2024,16:45,EEST/+0300,Universitatea Cluj,1-0,0-0,FC Politehnica Iași,,,2024-04-24T13:45Z
Playoffs - Championship,6,Wed Apr 24 2024,19:00,EEST/+0300,Farul Constanța,3-1,1-1,Rapid Bucureşti,,,2024-04-24T16:00Z
Playoffs - Relegation,6,Thu Apr 25 2024,16:45,EEST/+0300,UTA Arad,3-1,0-0,Oţelul Galaţi,,,2024-04-25T13:45Z
Playoffs - Championship,6,Thu Apr 25 2024,21:45,EEST/+0300,CS Universitatea Craiova,0-1,0-0,CFR Cluj,,,2024-04-25T18:45Z
Playoffs - Relegation,6,Thu Apr 25 2024,19:00,EEST/+0300,FC Hermannstadt,2-0,1-0,Petrolul Ploieşti,,,2024-04-25T16:00Z
Playoffs - Relegation,7,Fri Apr 26 2024,20:00,EEST/+0300,Dinamo Bucureşti,1-1,1-1,FC Voluntari,,,2024-04-26T17:00Z
Playoffs - Relegation,7,Sat Apr 27 2024,17:30,EEST/+0300,FC Universitatea Craiova,3-2,1-1,Universitatea Cluj,,,2024-04-27T14:30Z
Playoffs - Championship,7,Sat Apr 27 2024,20:30,EEST/+0300,FCSB,2-1,1-0,Farul Constanța,,,2024-04-27T17:30Z
Playoffs - Championship,7,Sun Apr 28 2024,21:00,EEST/+0300,CFR Cluj,2-1,1-1,Sepsi OSK,,,2024-04-28T18:00Z
Playoffs - Relegation,7,Sun Apr 28 2024,13:30,EEST/+0300,Oţelul Galaţi,1-0,1-0,FC Hermannstadt,,,2024-04-28T10:30Z
Playoffs - Relegation,7,Sun Apr 28 2024,18:15,EEST/+0300,FC Politehnica Iași,0-2,0-0,UTA Arad,,,2024-04-28T15:15Z
Playoffs - Relegation,7,Mon Apr 29 2024,17:30,EEST/+0300,Petrolul Ploieşti,1-2,1-1,FC Botoşani,,,2024-04-29T14:30Z
Playoffs - Championship,7,Mon Apr 29 2024,20:30,EEST/+0300,Rapid Bucureşti,1-2,0-1,CS Universitatea Craiova,,,2024-04-29T17:30Z
Playoffs - Championship,8,Fri May 3 2024,20:00,EEST/+0300,Farul Constanța,1-4,0-3,Sepsi OSK,,,2024-05-03T17:00Z
Playoffs - Relegation,8,Sat May 4 2024,20:00,EEST/+0300,Universitatea Cluj,3-3,1-1,Dinamo Bucureşti,,,2024-05-04T17:00Z
Playoffs - Relegation,8,Sat May 4 2024,14:30,EEST/+0300,FC Botoşani,0-0,0-0,FC Voluntari,,,2024-05-04T11:30Z
Playoffs - Championship,8,Sun May 5 2024,21:30,EEST/+0300,CFR Cluj,3-2,2-1,Rapid Bucureşti,,,2024-05-05T18:30Z
Playoffs - Relegation,8,Sun May 5 2024,15:30,EEST/+0300,Petrolul Ploieşti,2-1,1-1,Oţelul Galaţi,,,2024-05-05T12:30Z
Playoffs - Relegation,8,Mon May 6 2024,15:00,EEST/+0300,FC Hermannstadt,0-1,0-0,FC Politehnica Iași,,,2024-05-06T12:00Z
Playoffs - Relegation,8,Mon May 6 2024,18:00,EEST/+0300,UTA Arad,3-1,2-0,FC Universitatea Craiova,,,2024-05-06T15:00Z
Playoffs - Championship,8,Mon May 6 2024,21:00,EEST/+0300,CS Universitatea Craiova,2-0,1-0,FCSB,,,2024-05-06T18:00Z
Playoffs - Championship,9,Fri May 10 2024,20:30,EEST/+0300,Sepsi OSK,3-2,3-1,Rapid Bucureşti,,,2024-05-10T17:30Z
Playoffs - Championship,9,Sat May 11 2024,20:00,EEST/+0300,FCSB,0-1,0-0,CFR Cluj,,,2024-05-11T17:00Z
Playoffs - Relegation,9,Sun May 12 2024,21:30,EEST/+0300,Oţelul Galaţi,2-0,2-0,FC Botoşani,,,2024-05-12T18:30Z
Playoffs - Relegation,9,Sun May 12 2024,21:30,EEST/+0300,FC Politehnica Iași,2-0,0-0,Petrolul Ploieşti,,,2024-05-12T18:30Z
Playoffs - Relegation,9,Sun May 12 2024,21:30,EEST/+0300,FC Voluntari,0-1,0-1,Universitatea Cluj,,,2024-05-12T18:30Z
Playoffs - Relegation,9,Sun May 12 2024,21:30,EEST/+0300,FC Universitatea Craiova,1-3,0-0,FC Hermannstadt,,,2024-05-12T18:30Z
Playoffs - Relegation,9,Sun May 12 2024,21:30,EEST/+0300,Dinamo Bucureşti,2-0,2-0,UTA Arad,,,2024-05-12T18:30Z
Playoffs - Championship,9,Mon May 13 2024,20:30,EEST/+0300,Farul Constanța,3-3,1-0,CS Universitatea Craiova,,,2024-05-13T17:30Z
Playoffs - Championship,10,Sat May 18 2024,21:00,EEST/+0300,CS Universitatea Craiova,3-2,0-1,Sepsi OSK,,,2024-05-18T18:00Z
Playoffs - Championship,10,Sat May 18 2024,21:00,EEST/+0300,CFR Cluj,5-1,4-0,Farul Constanța,,,2024-05-18T18:00Z
ECL Playoffs,Round 1,Sun May 19 2024,14:30,EEST/+0300,Oţelul Galaţi,0-2,0-0,Universitatea Cluj,,,2024-05-19T11:30Z
Playoffs - Championship,10,Sun May 19 2024,21:00,EEST/+0300,Rapid Bucureşti,2-0,2-0,FCSB,,,2024-05-19T18:00Z
ECL Playoffs,Final,Sun May 26 2024,20:00,EEST/+0300,CS Universitatea Craiova,0-0,0-0,Universitatea Cluj,1-1,5-4,2024-05-26T17:00Z
