Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
Playoffs - Championship,5,Sun Apr 14 2024,17:00,EEST/+0300,Panathinaikos,3-1,1-1,Lamia,,2024-04-14T14:00Z
Playoffs - Relegation,5,Sat Apr 20 2024,19:30,EEST/+0300,Asteras Tripolis,0-2,0-1,Panetolikos,,2024-04-20T16:30Z
Playoffs - Relegation,5,Sat Apr 20 2024,19:30,EEST/+0300,Atromitos,1-2,1-0,AE Kifisias,,2024-04-20T16:30Z
Playoffs - Relegation,5,Sat Apr 20 2024,18:30,EEST/+0300,OFI Heraklion,2-1,1-0,Volos NFC,,2024-04-20T15:30Z
Playoffs - Championship,6,Sun Apr 21 2024,17:00,EEST/+0300,Lamia,0-5,0-2,Panathinaikos,,2024-04-21T14:00Z
Playoffs - Championship,6,Sun Apr 21 2024,19:30,EEST/+0300,Aris Saloniki,1-2,1-0,AEK Athen,,2024-04-21T16:30Z
Playoffs - Championship,6,Sun Apr 21 2024,20:30,EEST/+0300,Olympiakos Piraeus,2-1,1-0,PAOK Saloniki,,2024-04-21T17:30Z
Playoffs - Relegation,5,Sun Apr 21 2024,15:00,EEST/+0300,Panserraikos,2-1,2-0,PAS Giannina,,2024-04-21T12:00Z
Playoffs - Championship,7,Wed Apr 24 2024,20:30,EEST/+0300,AEK Athen,3-0,2-0,Panathinaikos,,2024-04-24T17:30Z
Playoffs - Championship,7,Wed Apr 24 2024,19:30,EEST/+0300,Aris Saloniki,1-1,0-0,Olympiakos Piraeus,,2024-04-24T16:30Z
Playoffs - Championship,7,Wed Apr 24 2024,17:00,EEST/+0300,Lamia,1-1,1-0,PAOK Saloniki,,2024-04-24T14:00Z
Playoffs - Relegation,6,Sat Apr 27 2024,20:00,EEST/+0300,Panetolikos,1-0,0-0,Atromitos,,2024-04-27T17:00Z
Playoffs - Relegation,6,Sat Apr 27 2024,20:00,EEST/+0300,Asteras Tripolis,1-1,1-0,OFI Heraklion,,2024-04-27T17:00Z
Playoffs - Relegation,6,Sat Apr 27 2024,20:00,EEST/+0300,AE Kifisias,2-3,1-1,PAS Giannina,,2024-04-27T17:00Z
Playoffs - Relegation,6,Sat Apr 27 2024,20:00,EEST/+0300,Volos NFC,1-0,0-0,Panserraikos,,2024-04-27T17:00Z
Playoffs - Championship,8,Sun Apr 28 2024,17:00,EEST/+0300,Olympiakos Piraeus,4-1,2-0,Lamia,,2024-04-28T14:00Z
Playoffs - Championship,8,Sun Apr 28 2024,20:30,EEST/+0300,Panathinaikos,0-1,0-1,Aris Saloniki,,2024-04-28T17:30Z
Playoffs - Championship,8,Sun Apr 28 2024,19:30,EEST/+0300,PAOK Saloniki,3-2,1-1,AEK Athen,,2024-04-28T16:30Z
Playoffs - Relegation,7,Sat May 11 2024,20:00,EEST/+0300,PAS Giannina,1-1,0-0,Volos NFC,,2024-05-11T17:00Z
Playoffs - Relegation,7,Sat May 11 2024,20:00,EEST/+0300,Atromitos,0-1,0-0,Asteras Tripolis,,2024-05-11T17:00Z
Playoffs - Relegation,7,Sat May 11 2024,20:00,EEST/+0300,OFI Heraklion,1-2,0-1,Panetolikos,,2024-05-11T17:00Z
Playoffs - Relegation,7,Sat May 11 2024,20:00,EEST/+0300,Panserraikos,2-0,0-0,AE Kifisias,,2024-05-11T17:00Z
Playoffs - Championship,5,Sun May 12 2024,20:00,EEST/+0300,PAOK Saloniki,2-0,1-0,Olympiakos Piraeus,,2024-05-12T17:00Z
Playoffs - Championship,9,Wed May 15 2024,20:00,EEST/+0300,Olympiakos Piraeus,2-0,0-0,AEK Athen,,2024-05-15T17:00Z
Playoffs - Championship,9,Wed May 15 2024,20:00,EEST/+0300,PAOK Saloniki,4-1,1-0,Panathinaikos,,2024-05-15T17:00Z
Playoffs - Championship,9,Wed May 15 2024,18:00,EEST/+0300,Lamia,2-4,2-0,Aris Saloniki,,2024-05-15T15:00Z
Playoffs - Championship,10,Sun May 19 2024,20:00,EEST/+0300,Aris Saloniki,1-2,0-1,PAOK Saloniki,,2024-05-19T17:00Z
Playoffs - Championship,10,Sun May 19 2024,20:00,EEST/+0300,Panathinaikos,2-2,1-0,Olympiakos Piraeus,,2024-05-19T17:00Z
Playoffs - Championship,10,Sun May 19 2024,20:00,EEST/+0300,AEK Athen,3-0,2-0,Lamia,,2024-05-19T17:00Z
