Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
,27,Sat Mar 30 2024,14:00,CET/+0100,Radnički Niš,3-0,1-0,Mladost Lučani,,2024-03-30T13:00Z
,27,Sat Mar 30 2024,16:00,CET/+0100,FK Javor,0-3,0-2,Crvena Zvezda,,2024-03-30T15:00Z
,27,Sat Mar 30 2024,18:30,CET/+0100,Partizan,1-0,1-0,Spartak Subotica,,2024-03-30T17:30Z
,27,Sat Mar 30 2024,14:00,CET/+0100,FK Radnički 1923,3-1,2-0,FK Napredak,,2024-03-30T13:00Z
,28,Tue Apr 2 2024,18:30,CEST/+0200,Vojvodina,1-1,1-1,FK Čukarički,,2024-04-02T16:30Z
,28,Tue Apr 2 2024,19:00,CEST/+0200,Železničar Pančevo,3-1,3-1,Radnik Surdulica,,2024-04-02T17:00Z
,28,Tue Apr 2 2024,16:30,CEST/+0200,FK Novi Pazar,3-4,2-2,TSC Bačka Topola,,2024-04-02T14:30Z
,28,Wed Apr 3 2024,16:30,CEST/+0200,Mladost Lučani,2-0,1-0,FK Radnički 1923,,2024-04-03T14:30Z
,28,Wed Apr 3 2024,16:55,CEST/+0200,FK Voždovac,2-3,0-1,Partizan,,2024-04-03T14:55Z
,28,Wed Apr 3 2024,18:30,CEST/+0200,Spartak Subotica,1-2,0-1,Radnički Niš,,2024-04-03T16:30Z
,28,Wed Apr 3 2024,19:00,CEST/+0200,Crvena Zvezda,2-0,1-0,IMT Beograd,,2024-04-03T17:00Z
,28,Thu Apr 4 2024,17:30,CEST/+0200,FK Napredak,3-0,0-0,FK Javor,,2024-04-04T15:30Z
,29,Sat Apr 6 2024,20:00,CEST/+0200,TSC Bačka Topola,0-0,0-0,FK Čukarički,,2024-04-06T18:00Z
,29,Sat Apr 6 2024,18:00,CEST/+0200,Železničar Pančevo,0-3,0-2,Vojvodina,,2024-04-06T16:00Z
,29,Sun Apr 7 2024,14:30,CEST/+0200,FK Radnički 1923,3-1,1-1,Spartak Subotica,,2024-04-07T12:30Z
,29,Sun Apr 7 2024,16:00,CEST/+0200,Radnik Surdulica,0-2,0-0,Crvena Zvezda,,2024-04-07T14:00Z
,29,Sun Apr 7 2024,16:30,CEST/+0200,Radnički Niš,2-1,1-1,FK Voždovac,,2024-04-07T14:30Z
,29,Sun Apr 7 2024,20:00,CEST/+0200,Partizan,2-0,1-0,FK Novi Pazar,,2024-04-07T18:00Z
,29,Mon Apr 8 2024,18:30,CEST/+0200,FK Javor,1-0,0-0,Mladost Lučani,,2024-04-08T16:30Z
,29,Mon Apr 8 2024,16:00,CEST/+0200,IMT Beograd,1-1,0-1,FK Napredak,,2024-04-08T14:00Z
,30,Sun Apr 14 2024,16:30,CEST/+0200,FK Napredak,0-2,0-1,Radnik Surdulica,,2024-04-14T14:30Z
,30,Sun Apr 14 2024,17:00,CEST/+0200,Crvena Zvezda,3-0,1-0,Železničar Pančevo,,2024-04-14T15:00Z
,30,Sun Apr 14 2024,19:15,CEST/+0200,FK Čukarički,3-2,1-0,Partizan,,2024-04-14T17:15Z
,30,Sun Apr 14 2024,16:30,CEST/+0200,Vojvodina,3-2,2-0,TSC Bačka Topola,,2024-04-14T14:30Z
,30,Mon Apr 15 2024,16:00,CEST/+0200,FK Novi Pazar,2-2,1-1,Radnički Niš,,2024-04-15T14:00Z
,30,Mon Apr 15 2024,18:00,CEST/+0200,Spartak Subotica,1-0,0-0,FK Javor,,2024-04-15T16:00Z
,30,Mon Apr 15 2024,18:00,CEST/+0200,Mladost Lučani,1-2,1-0,IMT Beograd,,2024-04-15T16:00Z
,30,Mon Apr 15 2024,20:00,CEST/+0200,FK Voždovac,1-2,1-1,FK Radnički 1923,,2024-04-15T18:00Z
Championship,31,Sat Apr 20 2024,15:00,CEST/+0200,TSC Bačka Topola,3-2,2-1,Vojvodina,,2024-04-20T13:00Z
Championship,31,Sat Apr 20 2024,18:00,CEST/+0200,Crvena Zvezda,3-2,1-1,Partizan,,2024-04-20T16:00Z
Championship,31,Sat Apr 20 2024,14:00,CEST/+0200,FK Radnički 1923,4-3,2-3,FK Čukarički,,2024-04-20T12:00Z
Playoffs - Relegation,31,Sun Apr 21 2024,20:00,CEST/+0200,FK Novi Pazar,0-1,0-0,FK Voždovac,,2024-04-21T18:00Z
Playoffs - Relegation,31,Sun Apr 21 2024,20:00,CEST/+0200,Radnički Niš,1-0,0-0,Radnik Surdulica,,2024-04-21T18:00Z
Playoffs - Relegation,31,Sun Apr 21 2024,16:00,CEST/+0200,Spartak Subotica,1-0,0-0,FK Javor,,2024-04-21T14:00Z
Playoffs - Relegation,31,Mon Apr 22 2024,16:00,CEST/+0200,IMT Beograd,0-0,0-0,Železničar Pančevo,,2024-04-22T14:00Z
Championship,31,Mon Apr 22 2024,18:00,CEST/+0200,Mladost Lučani,3-1,1-0,FK Napredak,,2024-04-22T16:00Z
Championship,32,Fri Apr 26 2024,19:00,CEST/+0200,FK Čukarički,4-1,2-1,Mladost Lučani,,2024-04-26T17:00Z
Playoffs - Relegation,32,Fri Apr 26 2024,17:00,CEST/+0200,FK Voždovac,0-0,0-0,Spartak Subotica,,2024-04-26T15:00Z
Playoffs - Relegation,32,Sat Apr 27 2024,20:00,CEST/+0200,Železničar Pančevo,1-1,0-0,Radnički Niš,,2024-04-27T18:00Z
Playoffs - Relegation,32,Sat Apr 27 2024,16:00,CEST/+0200,Radnik Surdulica,1-4,0-2,FK Novi Pazar,,2024-04-27T14:00Z
Playoffs - Relegation,32,Sat Apr 27 2024,18:00,CEST/+0200,FK Javor,1-1,1-1,IMT Beograd,,2024-04-27T16:00Z
Championship,32,Sun Apr 28 2024,17:30,CEST/+0200,Vojvodina,0-0,0-0,Crvena Zvezda,,2024-04-28T15:30Z
Championship,32,Sun Apr 28 2024,18:00,CEST/+0200,FK Napredak,1-4,0-3,FK Radnički 1923,,2024-04-28T16:00Z
Championship,32,Sun Apr 28 2024,19:30,CEST/+0200,Partizan,1-2,1-1,TSC Bačka Topola,,2024-04-28T17:30Z
Playoffs - Relegation,33,Wed May 1 2024,18:30,CEST/+0200,Spartak Subotica,1-1,1-0,Železničar Pančevo,,2024-05-01T16:30Z
Playoffs - Relegation,33,Wed May 1 2024,16:00,CEST/+0200,Radnički Niš,2-0,1-0,FK Voždovac,,2024-05-01T14:00Z
Playoffs - Relegation,33,Wed May 1 2024,18:00,CEST/+0200,FK Novi Pazar,1-0,0-0,FK Javor,,2024-05-01T16:00Z
Playoffs - Relegation,33,Wed May 1 2024,16:00,CEST/+0200,IMT Beograd,5-2,3-2,Radnik Surdulica,,2024-05-01T14:00Z
Championship,33,Thu May 2 2024,16:00,CEST/+0200,FK Radnički 1923,3-2,1-2,Mladost Lučani,,2024-05-02T14:00Z
Championship,33,Thu May 2 2024,18:30,CEST/+0200,FK Čukarički,2-0,1-0,FK Napredak,,2024-05-02T16:30Z
Championship,33,Thu May 2 2024,19:00,CEST/+0200,Crvena Zvezda,2-1,0-0,TSC Bačka Topola,,2024-05-02T17:00Z
Championship,33,Thu May 2 2024,16:55,CEST/+0200,Partizan,2-3,1-2,Vojvodina,,2024-05-02T14:55Z
Playoffs - Relegation,34,Tue May 7 2024,18:00,CEST/+0200,Spartak Subotica,3-1,3-0,Radnički Niš,,2024-05-07T16:00Z
Playoffs - Relegation,34,Tue May 7 2024,18:00,CEST/+0200,Radnik Surdulica,0-1,0-0,FK Javor,,2024-05-07T16:00Z
Playoffs - Relegation,34,Tue May 7 2024,19:00,CEST/+0200,FK Voždovac,2-3,1-3,Železničar Pančevo,,2024-05-07T17:00Z
Playoffs - Relegation,34,Tue May 7 2024,14:00,CEST/+0200,IMT Beograd,0-1,0-1,FK Novi Pazar,,2024-05-07T12:00Z
Championship,34,Wed May 8 2024,16:00,CEST/+0200,TSC Bačka Topola,4-3,3-0,FK Radnički 1923,,2024-05-08T14:00Z
Championship,34,Wed May 8 2024,18:00,CEST/+0200,Vojvodina,2-3,0-2,FK Čukarički,,2024-05-08T16:00Z
Championship,34,Wed May 8 2024,16:00,CEST/+0200,FK Napredak,3-3,2-1,Partizan,,2024-05-08T14:00Z
Championship,34,Wed May 8 2024,18:30,CEST/+0200,Mladost Lučani,0-1,0-0,Crvena Zvezda,,2024-05-08T16:30Z
Championship,35,Sun May 12 2024,16:30,CEST/+0200,Partizan,3-0,1-0,Mladost Lučani,,2024-05-12T14:30Z
Championship,35,Sun May 12 2024,19:30,CEST/+0200,Vojvodina,5-0,4-0,FK Napredak,,2024-05-12T17:30Z
Championship,35,Sun May 12 2024,18:30,CEST/+0200,Crvena Zvezda,3-2,3-2,FK Radnički 1923,,2024-05-12T16:30Z
Championship,35,Sun May 12 2024,14:30,CEST/+0200,TSC Bačka Topola,2-0,2-0,FK Čukarički,,2024-05-12T12:30Z
Playoffs - Relegation,35,Mon May 13 2024,18:00,CEST/+0200,FK Javor,1-1,1-1,FK Voždovac,,2024-05-13T16:00Z
Playoffs - Relegation,35,Mon May 13 2024,20:00,CEST/+0200,Železničar Pančevo,4-0,2-0,Radnik Surdulica,,2024-05-13T18:00Z
Playoffs - Relegation,35,Mon May 13 2024,18:00,CEST/+0200,Radnički Niš,0-0,0-0,IMT Beograd,,2024-05-13T16:00Z
Playoffs - Relegation,35,Mon May 13 2024,16:00,CEST/+0200,FK Novi Pazar,0-1,0-0,Spartak Subotica,,2024-05-13T14:00Z
Championship,36,Thu May 16 2024,19:00,CEST/+0200,FK Napredak,0-4,0-3,Crvena Zvezda,,2024-05-16T17:00Z
Championship,36,Thu May 16 2024,16:55,CEST/+0200,FK Radnički 1923,0-0,0-0,Vojvodina,,2024-05-16T14:55Z
Championship,36,Fri May 17 2024,18:30,CEST/+0200,FK Čukarički,0-1,0-0,Partizan,,2024-05-17T16:30Z
Championship,36,Fri May 17 2024,18:30,CEST/+0200,Mladost Lučani,2-0,1-0,TSC Bačka Topola,,2024-05-17T16:30Z
Playoffs - Relegation,36,Sat May 18 2024,16:00,CEST/+0200,IMT Beograd,2-1,1-1,FK Voždovac,,2024-05-18T14:00Z
Playoffs - Relegation,36,Sat May 18 2024,16:00,CEST/+0200,Radnički Niš,1-2,0-0,FK Javor,,2024-05-18T14:00Z
Playoffs - Relegation,36,Sat May 18 2024,18:00,CEST/+0200,Radnik Surdulica,0-0,0-0,Spartak Subotica,,2024-05-18T16:00Z
Playoffs - Relegation,36,Sat May 18 2024,16:00,CEST/+0200,Železničar Pančevo,3-1,1-1,FK Novi Pazar,,2024-05-18T14:00Z
Championship,37,Thu May 23 2024,18:30,CEST/+0200,TSC Bačka Topola,6-0,2-0,FK Napredak,,2024-05-23T16:30Z
Playoffs - Relegation,37,Fri May 24 2024,18:30,CEST/+0200,FK Javor,1-1,0-0,Železničar Pančevo,,2024-05-24T16:30Z
Playoffs - Relegation,37,Fri May 24 2024,18:30,CEST/+0200,FK Voždovac,3-2,0-1,Radnik Surdulica,,2024-05-24T16:30Z
Playoffs - Relegation,37,Fri May 24 2024,18:30,CEST/+0200,Spartak Subotica,1-1,0-0,IMT Beograd,,2024-05-24T16:30Z
Playoffs - Relegation,37,Fri May 24 2024,18:30,CEST/+0200,FK Novi Pazar,2-1,1-1,Radnički Niš,,2024-05-24T16:30Z
Championship,37,Sat May 25 2024,19:00,CEST/+0200,Crvena Zvezda,4-1,1-1,FK Čukarički,,2024-05-25T17:00Z
Championship,37,Sat May 25 2024,19:00,CEST/+0200,Vojvodina,1-0,1-0,Mladost Lučani,,2024-05-25T17:00Z
Championship,37,Sat May 25 2024,18:00,CEST/+0200,Partizan,2-2,0-1,FK Radnički 1923,,2024-05-25T16:00Z
