Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
16,Sun Sep 29 2024,17:00,-03/-0300,Sarmiento de Junín,,,Unión de Santa Fe,,2024-09-29T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Unión de Santa Fe,,,Central Córdoba SdE,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Huracán,,,Sarmiento de Junín,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Gimnasia de La Plata,,,Godoy Cruz,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Newell's Old Boys,,,Lanús,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Independiente,,,Deportivo Riestra,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Atlético Tucumán,,,Tigre,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Boca Juniors,,,Argentinos Juniors,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Talleres de Córdoba,,,Belgrano de Córdoba,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Platense,,,River Plate,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Vélez Sarsfield,,,Racing Club,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Defensa y Justicia,,,Rosario Central,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Banfield,,,Estudiantes,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Instituto de Córdoba,,,San Lorenzo,,2024-10-06T20:00Z
17,Sun Oct 6 2024,17:00,-03/-0300,Barracas Central,,,Independiente Rivadavia,,2024-10-06T20:00Z
18,Sun Oct 20 2024,,,Central Córdoba SdE,,,Independiente Rivadavia,,
18,Sun Oct 20 2024,,,San Lorenzo,,,Barracas Central,,
18,Sun Oct 20 2024,,,Estudiantes,,,Instituto de Córdoba,,
18,Sun Oct 20 2024,,,Rosario Central,,,Banfield,,
18,Sun Oct 20 2024,,,Racing Club,,,Defensa y Justicia,,
18,Sun Oct 20 2024,,,River Plate,,,Vélez Sarsfield,,
18,Sun Oct 20 2024,,,Belgrano de Córdoba,,,Platense,,
18,Sun Oct 20 2024,,,Argentinos Juniors,,,Talleres de Córdoba,,
18,Sun Oct 20 2024,,,Tigre,,,Boca Juniors,,
18,Sun Oct 20 2024,,,Deportivo Riestra,,,Atlético Tucumán,,
18,Sun Oct 20 2024,,,Lanús,,,Independiente,,
18,Sun Oct 20 2024,,,Godoy Cruz,,,Newell's Old Boys,,
18,Sun Oct 20 2024,,,Sarmiento de Junín,,,Gimnasia de La Plata,,
18,Sun Oct 20 2024,,,Unión de Santa Fe,,,Huracán,,
19,Sun Oct 27 2024,,,Huracán,,,Central Córdoba SdE,,
19,Sun Oct 27 2024,,,Gimnasia de La Plata,,,Unión de Santa Fe,,
19,Sun Oct 27 2024,,,Newell's Old Boys,,,Sarmiento de Junín,,
19,Sun Oct 27 2024,,,Independiente,,,Godoy Cruz,,
19,Sun Oct 27 2024,,,Atlético Tucumán,,,Lanús,,
19,Sun Oct 27 2024,,,Boca Juniors,,,Deportivo Riestra,,
19,Sun Oct 27 2024,,,Talleres de Córdoba,,,Tigre,,
19,Sun Oct 27 2024,,,Platense,,,Argentinos Juniors,,
19,Sun Oct 27 2024,,,Vélez Sarsfield,,,Belgrano de Córdoba,,
19,Sun Oct 27 2024,,,Defensa y Justicia,,,River Plate,,
19,Sun Oct 27 2024,,,Banfield,,,Racing Club,,
19,Sun Oct 27 2024,,,Instituto de Córdoba,,,Rosario Central,,
19,Sun Oct 27 2024,,,Barracas Central,,,Estudiantes,,
19,Sun Oct 27 2024,,,Independiente Rivadavia,,,San Lorenzo,,
20,Sun Nov 3 2024,,,Central Córdoba SdE,,,San Lorenzo,,
20,Sun Nov 3 2024,,,Estudiantes,,,Independiente Rivadavia,,
20,Sun Nov 3 2024,,,Rosario Central,,,Barracas Central,,
20,Sun Nov 3 2024,,,Racing Club,,,Instituto de Córdoba,,
20,Sun Nov 3 2024,,,River Plate,,,Banfield,,
20,Sun Nov 3 2024,,,Belgrano de Córdoba,,,Defensa y Justicia,,
20,Sun Nov 3 2024,,,Argentinos Juniors,,,Vélez Sarsfield,,
20,Sun Nov 3 2024,,,Tigre,,,Platense,,
20,Sun Nov 3 2024,,,Deportivo Riestra,,,Talleres de Córdoba,,
20,Sun Nov 3 2024,,,Lanús,,,Boca Juniors,,
20,Sun Nov 3 2024,,,Godoy Cruz,,,Atlético Tucumán,,
20,Sun Nov 3 2024,,,Sarmiento de Junín,,,Independiente,,
20,Sun Nov 3 2024,,,Unión de Santa Fe,,,Newell's Old Boys,,
20,Sun Nov 3 2024,,,Huracán,,,Gimnasia de La Plata,,
21,Wed Nov 6 2024,,,Gimnasia de La Plata,,,Central Córdoba SdE,,
21,Wed Nov 6 2024,,,Newell's Old Boys,,,Huracán,,
21,Wed Nov 6 2024,,,Independiente,,,Unión de Santa Fe,,
21,Wed Nov 6 2024,,,Atlético Tucumán,,,Sarmiento de Junín,,
21,Wed Nov 6 2024,,,Boca Juniors,,,Godoy Cruz,,
21,Wed Nov 6 2024,,,Talleres de Córdoba,,,Lanús,,
21,Wed Nov 6 2024,,,Platense,,,Deportivo Riestra,,
21,Wed Nov 6 2024,,,Vélez Sarsfield,,,Tigre,,
21,Wed Nov 6 2024,,,Defensa y Justicia,,,Argentinos Juniors,,
21,Wed Nov 6 2024,,,Banfield,,,Belgrano de Córdoba,,
21,Wed Nov 6 2024,,,Instituto de Córdoba,,,River Plate,,
21,Wed Nov 6 2024,,,Barracas Central,,,Racing Club,,
21,Wed Nov 6 2024,,,Independiente Rivadavia,,,Rosario Central,,
21,Wed Nov 6 2024,,,San Lorenzo,,,Estudiantes,,
22,Sun Nov 10 2024,,,Central Córdoba SdE,,,Estudiantes,,
22,Sun Nov 10 2024,,,Rosario Central,,,San Lorenzo,,
22,Sun Nov 10 2024,,,Racing Club,,,Independiente Rivadavia,,
22,Sun Nov 10 2024,,,River Plate,,,Barracas Central,,
22,Sun Nov 10 2024,,,Belgrano de Córdoba,,,Instituto de Córdoba,,
22,Sun Nov 10 2024,,,Argentinos Juniors,,,Banfield,,
22,Sun Nov 10 2024,,,Tigre,,,Defensa y Justicia,,
22,Sun Nov 10 2024,,,Deportivo Riestra,,,Vélez Sarsfield,,
22,Sun Nov 10 2024,,,Lanús,,,Platense,,
22,Sun Nov 10 2024,,,Godoy Cruz,,,Talleres de Córdoba,,
22,Sun Nov 10 2024,,,Sarmiento de Junín,,,Boca Juniors,,
22,Sun Nov 10 2024,,,Unión de Santa Fe,,,Atlético Tucumán,,
22,Sun Nov 10 2024,,,Huracán,,,Independiente,,
22,Sun Nov 10 2024,,,Gimnasia de La Plata,,,Newell's Old Boys,,
23,Wed Nov 20 2024,,,Newell's Old Boys,,,Central Córdoba SdE,,
23,Wed Nov 20 2024,,,Independiente,,,Gimnasia de La Plata,,
23,Wed Nov 20 2024,,,Atlético Tucumán,,,Huracán,,
23,Wed Nov 20 2024,,,Boca Juniors,,,Unión de Santa Fe,,
23,Wed Nov 20 2024,,,Talleres de Córdoba,,,Sarmiento de Junín,,
23,Wed Nov 20 2024,,,Platense,,,Godoy Cruz,,
23,Wed Nov 20 2024,,,Vélez Sarsfield,,,Lanús,,
23,Wed Nov 20 2024,,,Defensa y Justicia,,,Deportivo Riestra,,
23,Wed Nov 20 2024,,,Banfield,,,Tigre,,
23,Wed Nov 20 2024,,,Instituto de Córdoba,,,Argentinos Juniors,,
23,Wed Nov 20 2024,,,Barracas Central,,,Belgrano de Córdoba,,
23,Wed Nov 20 2024,,,Independiente Rivadavia,,,River Plate,,
23,Wed Nov 20 2024,,,San Lorenzo,,,Racing Club,,
23,Wed Nov 20 2024,,,Estudiantes,,,Rosario Central,,
24,Sun Nov 24 2024,,,Central Córdoba SdE,,,Rosario Central,,
24,Sun Nov 24 2024,,,Racing Club,,,Estudiantes,,
24,Sun Nov 24 2024,,,River Plate,,,San Lorenzo,,
24,Sun Nov 24 2024,,,Belgrano de Córdoba,,,Independiente Rivadavia,,
24,Sun Nov 24 2024,,,Argentinos Juniors,,,Barracas Central,,
24,Sun Nov 24 2024,,,Tigre,,,Instituto de Córdoba,,
24,Sun Nov 24 2024,,,Deportivo Riestra,,,Banfield,,
24,Sun Nov 24 2024,,,Lanús,,,Defensa y Justicia,,
24,Sun Nov 24 2024,,,Godoy Cruz,,,Vélez Sarsfield,,
24,Sun Nov 24 2024,,,Sarmiento de Junín,,,Platense,,
24,Sun Nov 24 2024,,,Unión de Santa Fe,,,Talleres de Córdoba,,
24,Sun Nov 24 2024,,,Huracán,,,Boca Juniors,,
24,Sun Nov 24 2024,,,Gimnasia de La Plata,,,Atlético Tucumán,,
24,Sun Nov 24 2024,,,Newell's Old Boys,,,Independiente,,
25,Sun Dec 1 2024,,,Independiente,,,Central Córdoba SdE,,
25,Sun Dec 1 2024,,,Atlético Tucumán,,,Newell's Old Boys,,
25,Sun Dec 1 2024,,,Boca Juniors,,,Gimnasia de La Plata,,
25,Sun Dec 1 2024,,,Talleres de Córdoba,,,Huracán,,
25,Sun Dec 1 2024,,,Platense,,,Unión de Santa Fe,,
25,Sun Dec 1 2024,,,Vélez Sarsfield,,,Sarmiento de Junín,,
25,Sun Dec 1 2024,,,Defensa y Justicia,,,Godoy Cruz,,
25,Sun Dec 1 2024,,,Banfield,,,Lanús,,
25,Sun Dec 1 2024,,,Instituto de Córdoba,,,Deportivo Riestra,,
25,Sun Dec 1 2024,,,Barracas Central,,,Tigre,,
25,Sun Dec 1 2024,,,Independiente Rivadavia,,,Argentinos Juniors,,
25,Sun Dec 1 2024,,,San Lorenzo,,,Belgrano de Córdoba,,
25,Sun Dec 1 2024,,,Estudiantes,,,River Plate,,
25,Sun Dec 1 2024,,,Rosario Central,,,Racing Club,,
26,Sun Dec 8 2024,,,Central Córdoba SdE,,,Racing Club,,
26,Sun Dec 8 2024,,,River Plate,,,Rosario Central,,
26,Sun Dec 8 2024,,,Belgrano de Córdoba,,,Estudiantes,,
26,Sun Dec 8 2024,,,Argentinos Juniors,,,San Lorenzo,,
26,Sun Dec 8 2024,,,Tigre,,,Independiente Rivadavia,,
26,Sun Dec 8 2024,,,Deportivo Riestra,,,Barracas Central,,
26,Sun Dec 8 2024,,,Lanús,,,Instituto de Córdoba,,
26,Sun Dec 8 2024,,,Godoy Cruz,,,Banfield,,
26,Sun Dec 8 2024,,,Sarmiento de Junín,,,Defensa y Justicia,,
26,Sun Dec 8 2024,,,Unión de Santa Fe,,,Vélez Sarsfield,,
26,Sun Dec 8 2024,,,Huracán,,,Platense,,
26,Sun Dec 8 2024,,,Gimnasia de La Plata,,,Talleres de Córdoba,,
26,Sun Dec 8 2024,,,Newell's Old Boys,,,Boca Juniors,,
26,Sun Dec 8 2024,,,Independiente,,,Atlético Tucumán,,
27,Sun Dec 15 2024,,,Atlético Tucumán,,,Central Córdoba SdE,,
27,Sun Dec 15 2024,,,Boca Juniors,,,Independiente,,
27,Sun Dec 15 2024,,,Talleres de Córdoba,,,Newell's Old Boys,,
27,Sun Dec 15 2024,,,Platense,,,Gimnasia de La Plata,,
27,Sun Dec 15 2024,,,Vélez Sarsfield,,,Huracán,,
27,Sun Dec 15 2024,,,Defensa y Justicia,,,Unión de Santa Fe,,
27,Sun Dec 15 2024,,,Banfield,,,Sarmiento de Junín,,
27,Sun Dec 15 2024,,,Instituto de Córdoba,,,Godoy Cruz,,
27,Sun Dec 15 2024,,,Barracas Central,,,Lanús,,
27,Sun Dec 15 2024,,,Independiente Rivadavia,,,Deportivo Riestra,,
27,Sun Dec 15 2024,,,San Lorenzo,,,Tigre,,
27,Sun Dec 15 2024,,,Estudiantes,,,Argentinos Juniors,,
27,Sun Dec 15 2024,,,Rosario Central,,,Belgrano de Córdoba,,
27,Sun Dec 15 2024,,,Racing Club,,,River Plate,,
