Round,Date,Time,Team 1,FT,HT,Team 2,Comments
35,Tue May 4 2021,,KFC Uerdingen 05,,,Viktoria Köln,
35,Tue May 4 2021,,1. FC Saarbrücken,,,1. FC Magdeburg,
35,Tue May 4 2021,,Hallescher FC,,,Türkgücü München,
35,Tue May 4 2021,,VfB Lübeck,,,SV Wehen Wiesbaden,
35,Tue May 4 2021,,Hansa Rostock,,,FC Ingolstadt 04,
35,Tue May 4 2021,,SpVgg Unterhaching,,,Waldhof Mannheim,
35,Tue May 4 2021,,FSV Zwickau,,,SV Meppen,
35,Tue May 4 2021,,TSV 1860 München,,,1. FC Kaiserslautern,
36,Sat May 8 2021,,Dynamo Dresden,,,Viktoria Köln,
36,Sat May 8 2021,,Bayern München II,,,SpVgg Unterhaching,
36,Sat May 8 2021,,Waldhof Mannheim,,,Hallescher FC,
36,Sat May 8 2021,,Hansa Rostock,,,FSV Zwickau,
36,Sat May 8 2021,,FC Ingolstadt 04,,,1. FC Saarbrücken,
36,Sat May 8 2021,,Türkgücü München,,,SC Verl,
36,Sat May 8 2021,,SV Meppen,,,VfB Lübeck,
36,Sat May 8 2021,,1. FC Magdeburg,,,MSV Duisburg,
36,Sat May 8 2021,,SV Wehen Wiesbaden,,,TSV 1860 München,
36,Sat May 8 2021,,1. FC Kaiserslautern,,,KFC Uerdingen 05,
37,Sat May 15 2021,,Dynamo Dresden,,,Türkgücü München,
37,Sat May 15 2021,,Hallescher FC,,,SV Wehen Wiesbaden,
37,Sat May 15 2021,,TSV 1860 München,,,Bayern München II,
37,Sat May 15 2021,,MSV Duisburg,,,FC Ingolstadt 04,
37,Sat May 15 2021,,1. FC Saarbrücken,,,SV Meppen,
37,Sat May 15 2021,,KFC Uerdingen 05,,,1. FC Magdeburg,
37,Sat May 15 2021,,VfB Lübeck,,,FSV Zwickau,
37,Sat May 15 2021,,SpVgg Unterhaching,,,Hansa Rostock,
37,Sat May 15 2021,,Viktoria Köln,,,1. FC Kaiserslautern,
37,Sat May 15 2021,,SC Verl,,,Waldhof Mannheim,
38,Sat May 22 2021,,1. FC Magdeburg,,,SpVgg Unterhaching,
38,Sat May 22 2021,,SV Wehen Wiesbaden,,,Dynamo Dresden,
38,Sat May 22 2021,,SV Meppen,,,MSV Duisburg,
38,Sat May 22 2021,,FC Ingolstadt 04,,,TSV 1860 München,
38,Sat May 22 2021,,Türkgücü München,,,Viktoria Köln,
38,Sat May 22 2021,,FSV Zwickau,,,1. FC Saarbrücken,
38,Sat May 22 2021,,1. FC Kaiserslautern,,,SC Verl,
38,Sat May 22 2021,,Waldhof Mannheim,,,KFC Uerdingen 05,
38,Sat May 22 2021,,Bayern München II,,,Hallescher FC,
38,Sat May 22 2021,,Hansa Rostock,,,VfB Lübeck,
