Round,Date,Time,Team 1,FT,HT,Team 2,Comments
33,Sat Apr 17 2021,20:00,USL Dunkerque,1-1,1-1,Grenoble Foot 38,
33,Sat Apr 17 2021,15:00,Clermont Foot 63,1-1,0-1,Havre AC,
33,Sat Apr 17 2021,15:00,ESTAC Troyes,1-0,1-0,SM Caen,
33,Sat Apr 17 2021,20:00,AC Ajaccio,3-0,2-0,Chamois Niortais,
33,Sat Apr 17 2021,20:00,AJ Auxerre,3-2,2-1,AS Nancy Lorraine,
33,Sat Apr 17 2021,20:00,FC Chambly,2-0,2-0,Amiens SC,
33,Sat Apr 17 2021,20:00,FC Sochaux,1-1,1-0,Pau FC,
33,Sat Apr 17 2021,20:00,Toulouse FC,1-0,0-0,LB Châteauroux,
33,Sat Apr 17 2021,20:00,Valenciennes FC,0-1,0-0,EA Guingamp,
33,Sat Apr 17 2021,20:00,Rodez AF,2-2,1-1,Paris FC,
34,Tue Apr 20 2021,20:00,Paris FC,0-1,0-0,Clermont Foot 63,
34,Tue Apr 20 2021,20:00,AS Nancy Lorraine,2-0,0-0,AC Ajaccio,
34,Tue Apr 20 2021,20:00,EA Guingamp,1-0,0-0,FC Chambly,
34,Tue Apr 20 2021,20:00,Chamois Niortais,0-3,0-1,ESTAC Troyes,
34,Tue Apr 20 2021,20:00,Amiens SC,3-1,0-0,Valenciennes FC,
34,Tue Apr 20 2021,20:00,Pau FC,3-0,2-0,AJ Auxerre,
34,Tue Apr 20 2021,20:00,Grenoble Foot 38,2-0,1-0,FC Sochaux,
34,Tue Apr 20 2021,20:00,LB Châteauroux,1-1,0-0,Rodez AF,
34,Tue Apr 20 2021,20:00,SM Caen,1-1,1-0,USL Dunkerque,
35,Sat Apr 24 2021,20:00,FC Chambly,1-1,0-0,AS Nancy Lorraine,
35,Sat Apr 24 2021,20:00,Valenciennes FC,1-1,0-0,Chamois Niortais,
35,Sat Apr 24 2021,15:00,ESTAC Troyes,3-1,2-1,Grenoble Foot 38,
35,Sat Apr 24 2021,20:00,AC Ajaccio,2-2,1-1,Amiens SC,
35,Sat Apr 24 2021,20:00,AJ Auxerre,2-1,1-1,USL Dunkerque,
35,Sat Apr 24 2021,20:00,EA Guingamp,0-0,0-0,Paris FC,
35,Sat Apr 24 2021,20:00,FC Sochaux,1-0,0-0,SM Caen,
35,Sat Apr 24 2021,20:00,Rodez AF,1-1,1-0,Havre AC,
35,Mon Apr 26 2021,20:45,Clermont Foot 63,2-1,1-0,LB Châteauroux,
31,Wed Apr 28 2021,19:00,USL Dunkerque,1-1,0-1,Amiens SC,
36,Sat May 1 2021,20:00,Chamois Niortais,1-1,1-1,Rodez AF,
36,Sat May 1 2021,20:00,SM Caen,0-0,0-0,AJ Auxerre,
36,Sat May 1 2021,15:00,Paris FC,3-1,1-1,Toulouse FC,
36,Sat May 1 2021,20:00,Havre AC,2-4,1-0,FC Chambly,
36,Sat May 1 2021,20:00,AS Nancy Lorraine,1-3,1-1,Valenciennes FC,
36,Sat May 1 2021,20:00,USL Dunkerque,1-0,0-0,FC Sochaux,
36,Sat May 1 2021,20:00,Pau FC,0-0,0-0,AC Ajaccio,
36,Sat May 1 2021,20:00,LB Châteauroux,1-2,1-0,ESTAC Troyes,
36,Sat May 1 2021,20:00,Amiens SC,0-3,0-2,EA Guingamp,
36,Mon May 3 2021,20:45,Grenoble Foot 38,1-2,0-2,Clermont Foot 63,
34,Tue May 4 2021,19:00,Havre AC,0-1,0-1,Toulouse FC,
37,Sat May 8 2021,20:00,ESTAC Troyes,2-0,0-0,USL Dunkerque,
37,Sat May 8 2021,20:00,AC Ajaccio,1-1,1-1,Paris FC,
37,Sat May 8 2021,20:00,AJ Auxerre,1-1,1-1,Grenoble Foot 38,
37,Sat May 8 2021,20:00,Clermont Foot 63,3-1,2-1,FC Sochaux,
37,Sat May 8 2021,20:00,EA Guingamp,2-0,1-0,LB Châteauroux,
37,Sat May 8 2021,20:00,Amiens SC,0-0,0-0,Chamois Niortais,
37,Sat May 8 2021,20:00,FC Chambly,1-0,1-0,Pau FC,
37,Sat May 8 2021,20:00,Toulouse FC,3-0,1-0,SM Caen,
37,Sat May 8 2021,20:00,Valenciennes FC,3-5,1-3,Havre AC,
37,Sat May 8 2021,20:00,Rodez AF,1-1,0-0,AS Nancy Lorraine,
35,Wed May 12 2021,19:00,Toulouse FC,2-2,1-0,Pau FC,
38,Sat May 15 2021,20:00,Havre AC,3-2,2-1,ESTAC Troyes,
38,Sat May 15 2021,20:00,AS Nancy Lorraine,2-2,0-1,Amiens SC,
38,Sat May 15 2021,20:00,Chamois Niortais,0-2,0-1,EA Guingamp,
38,Sat May 15 2021,20:00,Paris FC,3-0,0-0,FC Chambly,
38,Sat May 15 2021,20:00,Pau FC,4-3,3-0,Valenciennes FC,
38,Sat May 15 2021,20:00,FC Sochaux,2-3,1-0,AJ Auxerre,
38,Sat May 15 2021,20:00,Grenoble Foot 38,1-0,0-0,Rodez AF,
38,Sat May 15 2021,20:00,LB Châteauroux,0-0,0-0,AC Ajaccio,
38,Sat May 15 2021,20:00,SM Caen,2-1,0-0,Clermont Foot 63,
38,Sat May 15 2021,20:00,USL Dunkerque,3-3,1-1,Toulouse FC,
