Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,Comments,UTC
Clausura,5,Sat Jan 29 2022,19:05,CST/-0600,Correcaminos UAT,0-2,0-1,Cimarrones de Sonora,,,,2022-01-30T01:05Z
Clausura,5,Sat Jan 29 2022,17:00,CST/-0600,Alebrijes de Oaxaca,1-1,0-1,Atlético Morelia,,,,2022-01-29T23:00Z
Clausura,5,Sun Jan 30 2022,19:05,CST/-0600,Cancún FC,1-2,0-1,Atlante,,,,2022-01-31T01:05Z
Clausura,5,Sun Jan 30 2022,12:00,CST/-0600,Tapatío,2-1,1-1,TM Fútbol Club,,,,2022-01-30T18:00Z
Clausura,5,Sun Jan 30 2022,21:05,CST/-0600,Dorados de Sinaloa,0-1,0-1,Leones Negros,,,,2022-01-31T03:05Z
Clausura,6,Tue Feb 1 2022,17:00,CST/-0600,Tepatitlán,1-2,0-0,Alebrijes de Oaxaca,,,,2022-02-01T23:00Z
Clausura,6,Tue Feb 1 2022,19:05,CST/-0600,Pumas Tabasco,0-1,0-1,Club Celaya,,,,2022-02-02T01:05Z
Clausura,6,Tue Feb 1 2022,21:05,CST/-0600,Venados FC,2-2,1-0,Correcaminos UAT,,,,2022-02-02T03:05Z
Clausura,6,Wed Feb 2 2022,17:00,CST/-0600,CF Monterrey II,0-1,0-1,Atlante,,,,2022-02-02T23:00Z
Clausura,6,Wed Feb 2 2022,21:05,CST/-0600,Cimarrones de Sonora,2-0,0-0,Dorados de Sinaloa,,,,2022-02-03T03:05Z
Clausura,6,Wed Feb 2 2022,19:05,CST/-0600,TM Fútbol Club,1-2,0-1,Cancún FC,,,,2022-02-03T01:05Z
Clausura,6,Thu Feb 3 2022,19:00,CST/-0600,Atlético Morelia,1-2,1-1,Tapatío,,,,2022-02-04T01:00Z
Clausura,6,Fri Feb 4 2022,19:00,CST/-0600,Leones Negros,2-3,1-1,Mineros de Zacatecas,,,,2022-02-05T01:00Z
Clausura,7,Tue Feb 8 2022,17:00,CST/-0600,Cancún FC,2-1,1-1,Tepatitlán,,,,2022-02-08T23:00Z
Clausura,7,Tue Feb 8 2022,19:05,CST/-0600,Correcaminos UAT,1-1,0-0,Atlético Morelia,,,,2022-02-09T01:05Z
Clausura,7,Tue Feb 8 2022,21:05,CST/-0600,Dorados de Sinaloa,4-1,1-1,Pumas Tabasco,,,,2022-02-09T03:05Z
Clausura,7,Wed Feb 9 2022,17:00,CST/-0600,Alebrijes de Oaxaca,1-0,0-0,Venados FC,,,,2022-02-09T23:00Z
Clausura,7,Wed Feb 9 2022,19:05,CST/-0600,Club Celaya,0-0,0-0,Leones Negros,,,,2022-02-10T01:05Z
Clausura,7,Wed Feb 9 2022,21:05,CST/-0600,Mineros de Zacatecas,1-0,1-0,CF Monterrey II,,,,2022-02-10T03:05Z
Clausura,7,Thu Feb 10 2022,21:00,CST/-0600,Atlante,1-0,0-0,TM Fútbol Club,,,,2022-02-11T03:00Z
Clausura,7,Thu Feb 10 2022,17:00,CST/-0600,Tapatío,1-1,1-1,Coyotes de Tlaxcala,,,,2022-02-10T23:00Z
Clausura,1,Sun Feb 13 2022,21:00,CST/-0600,Cimarrones de Sonora,2-3,2-1,Leones Negros,,,,2022-02-14T03:00Z
Clausura,8,Tue Feb 15 2022,19:05,CST/-0600,Venados FC,2-1,0-1,TM Fútbol Club,,,,2022-02-16T01:05Z
Clausura,8,Tue Feb 15 2022,17:00,CST/-0600,Coyotes de Tlaxcala,0-1,0-1,Club Celaya,,,,2022-02-15T23:00Z
Clausura,8,Tue Feb 15 2022,21:05,CST/-0600,CF Monterrey II,3-3,1-2,Correcaminos UAT,,,,2022-02-16T03:05Z
Clausura,8,Wed Feb 16 2022,19:05,CST/-0600,Pumas Tabasco,2-1,1-1,Tapatío,,,,2022-02-17T01:05Z
Clausura,8,Wed Feb 16 2022,17:00,CST/-0600,Tepatitlán,2-0,0-0,Dorados de Sinaloa,,,,2022-02-16T23:00Z
Clausura,8,Wed Feb 16 2022,21:05,CST/-0600,Cimarrones de Sonora,0-1,0-1,Alebrijes de Oaxaca,,,,2022-02-17T03:05Z
Clausura,8,Thu Feb 17 2022,18:00,CST/-0600,Leones Negros,3-1,0-1,Atlante,,,,2022-02-18T00:00Z
Clausura,8,Fri Feb 18 2022,17:00,CST/-0600,Atlético Morelia,4-1,2-0,Cancún FC,,,,2022-02-18T23:00Z
Clausura,9,Tue Feb 22 2022,19:05,CST/-0600,Club Celaya,1-1,1-1,Correcaminos UAT,,,,2022-02-23T01:05Z
Clausura,9,Tue Feb 22 2022,17:00,CST/-0600,Mineros de Zacatecas,4-2,2-2,Alebrijes de Oaxaca,,,,2022-02-22T23:00Z
Clausura,9,Tue Feb 22 2022,21:05,CST/-0600,TM Fútbol Club,3-1,2-1,Tepatitlán,,,,2022-02-23T03:05Z
Clausura,9,Wed Feb 23 2022,19:05,CST/-0600,Cancún FC,0-0,0-0,CF Monterrey II,,,,2022-02-24T01:05Z
Clausura,9,Wed Feb 23 2022,17:00,CST/-0600,Leones Negros,0-1,0-1,Venados FC,,,,2022-02-23T23:00Z
Clausura,9,Wed Feb 23 2022,21:05,CST/-0600,Dorados de Sinaloa,2-0,1-0,Coyotes de Tlaxcala,,,,2022-02-24T03:05Z
Clausura,9,Thu Feb 24 2022,17:00,CST/-0600,Atlante,0-0,0-0,Pumas Tabasco,,,,2022-02-24T23:00Z
Clausura,9,Sun Feb 27 2022,12:00,CST/-0600,Tapatío,0-0,0-0,Cimarrones de Sonora,,,,2022-02-27T18:00Z
Clausura,10,Tue Mar 1 2022,19:05,CST/-0600,Correcaminos UAT,0-1,0-1,Cancún FC,,,,2022-03-02T01:05Z
Clausura,10,Tue Mar 1 2022,17:00,CST/-0600,Alebrijes de Oaxaca,1-0,0-0,Club Celaya,,,,2022-03-01T23:00Z
Clausura,10,Wed Mar 2 2022,21:05,CST/-0600,CF Monterrey II,3-3,1-1,Venados FC,,,,2022-03-03T03:05Z
Clausura,10,Wed Mar 2 2022,17:00,CST/-0600,Tepatitlán,1-0,1-0,Tapatío,,,,2022-03-02T23:00Z
Clausura,10,Wed Mar 2 2022,19:00,CST/-0600,Pumas Tabasco,0-5,0-3,Mineros de Zacatecas,,,,2022-03-03T01:00Z
Clausura,10,Thu Mar 3 2022,19:00,CST/-0600,Atlético Morelia,2-0,0-0,Dorados de Sinaloa,,,,2022-03-04T01:00Z
Clausura,10,Thu Mar 3 2022,21:05,CST/-0600,Cimarrones de Sonora,1-0,0-0,TM Fútbol Club,,,,2022-03-04T03:05Z
Clausura,11,Tue Mar 8 2022,19:05,CST/-0600,TM Fútbol Club,0-0,0-0,CF Monterrey II,,,,2022-03-09T01:05Z
Clausura,11,Tue Mar 8 2022,21:05,CST/-0600,Venados FC,1-0,1-0,Cancún FC,,,,2022-03-09T03:05Z
Clausura,11,Tue Mar 8 2022,17:00,CST/-0600,Club Celaya,2-2,1-1,Atlético Morelia,,,,2022-03-08T23:00Z
Clausura,11,Wed Mar 9 2022,17:00,CST/-0600,Leones Negros,2-1,1-1,Tepatitlán,,,,2022-03-09T23:00Z
Clausura,11,Wed Mar 9 2022,21:05,CST/-0600,Dorados de Sinaloa,0-1,0-1,Mineros de Zacatecas,,,,2022-03-10T03:05Z
Clausura,11,Wed Mar 9 2022,19:05,CST/-0600,Pumas Tabasco,0-0,0-0,Coyotes de Tlaxcala,,,,2022-03-10T01:05Z
Clausura,11,Thu Mar 10 2022,19:00,CST/-0600,Tapatío,1-0,0-0,Correcaminos UAT,,,,2022-03-11T01:00Z
Clausura,11,Sun Mar 13 2022,17:00,CST/-0600,Atlante,1-1,1-1,Cimarrones de Sonora,,,,2022-03-13T23:00Z
Clausura,12,Tue Mar 15 2022,19:00,CST/-0600,Cancún FC,1-0,0-0,Tapatío,,,,2022-03-16T01:00Z
Clausura,12,Tue Mar 15 2022,17:00,CST/-0600,Mineros de Zacatecas,0-0,0-0,Venados FC,,,,2022-03-15T23:00Z
Clausura,12,Wed Mar 16 2022,19:05,CST/-0600,Correcaminos UAT,2-0,2-0,Atlante,,,,2022-03-17T01:05Z
Clausura,12,Wed Mar 16 2022,21:05,CST/-0600,Cimarrones de Sonora,3-2,2-1,Club Celaya,,,,2022-03-17T03:05Z
Clausura,12,Wed Mar 16 2022,17:00,CST/-0600,Alebrijes de Oaxaca,2-1,2-0,Coyotes de Tlaxcala,,,,2022-03-16T23:00Z
Clausura,12,Thu Mar 17 2022,17:00,CST/-0600,Tepatitlán,1-0,0-0,Pumas Tabasco,,,,2022-03-17T23:00Z
Clausura,12,Sun Mar 20 2022,12:05,CST/-0600,Atlético Morelia,2-1,1-1,TM Fútbol Club,,,,2022-03-20T18:05Z
Clausura,10,Sun Mar 20 2022,10:00,CST/-0600,Coyotes de Tlaxcala,1-2,1-1,Leones Negros,,,,2022-03-20T16:00Z
Clausura,13,Tue Mar 22 2022,19:05,CST/-0600,Pumas Tabasco,2-2,0-1,Cimarrones de Sonora,,,,2022-03-23T01:05Z
Clausura,13,Tue Mar 22 2022,21:05,CST/-0600,Dorados de Sinaloa,0-2,0-1,Club Celaya,,,,2022-03-23T03:05Z
Clausura,13,Tue Mar 22 2022,17:00,CST/-0600,Tapatío,0-1,0-0,Alebrijes de Oaxaca,,,,2022-03-22T23:00Z
Clausura,13,Wed Mar 23 2022,21:05,CST/-0600,TM Fútbol Club,1-0,1-0,Mineros de Zacatecas,,,,2022-03-24T03:05Z
Clausura,13,Wed Mar 23 2022,17:00,CST/-0600,Leones Negros,0-0,0-0,CF Monterrey II,,,,2022-03-23T23:00Z
Clausura,13,Wed Mar 23 2022,17:00,CST/-0600,Atlante,2-0,0-0,Atlético Morelia,,,,2022-03-23T23:00Z
Clausura,13,Wed Mar 23 2022,19:05,CST/-0600,Venados FC,0-0,0-0,Tepatitlán,,,,2022-03-24T01:05Z
Clausura,13,Thu Mar 24 2022,17:00,CST/-0600,Coyotes de Tlaxcala,4-0,1-0,Correcaminos UAT,,,,2022-03-24T23:00Z
Clausura,14,Fri Mar 25 2022,21:00,CST/-0600,Club Celaya,5-0,3-0,Tapatío,,,,2022-03-26T03:00Z
Clausura,14,Fri Mar 25 2022,19:00,CST/-0600,Cancún FC,2-2,1-0,Pumas Tabasco,,,,2022-03-26T01:00Z
Clausura,14,Sat Mar 26 2022,21:05,CST/-0600,Tepatitlán,2-1,1-0,Atlante,,,,2022-03-27T03:05Z
Clausura,14,Sat Mar 26 2022,19:00,CST/-0600,Alebrijes de Oaxaca,5-1,2-0,Dorados de Sinaloa,,,,2022-03-27T01:00Z
Clausura,14,Sat Mar 26 2022,21:00,CST/-0600,Cimarrones de Sonora,1-1,0-0,Venados FC,,,,2022-03-27T03:00Z
Clausura,14,Sun Mar 27 2022,19:00,CST/-0600,Mineros de Zacatecas,3-4,1-4,Coyotes de Tlaxcala,,,,2022-03-28T01:00Z
Clausura,14,Sun Mar 27 2022,21:00,CST/-0600,Correcaminos UAT,2-1,0-0,TM Fútbol Club,,,,2022-03-28T03:00Z
Clausura,14,Sun Mar 27 2022,12:00,CST/-0600,Atlético Morelia,0-1,0-0,Leones Negros,,,,2022-03-27T18:00Z
Clausura,15,Tue Mar 29 2022,19:05,CST/-0600,Venados FC,2-1,1-0,Dorados de Sinaloa,,,,2022-03-30T01:05Z
Clausura,15,Tue Mar 29 2022,17:00,CST/-0600,Atlante,1-0,0-0,Alebrijes de Oaxaca,,,,2022-03-29T23:00Z
Clausura,15,Tue Mar 29 2022,21:05,CST/-0600,Cimarrones de Sonora,0-1,0-1,Cancún FC,,,,2022-03-30T03:05Z
Clausura,15,Wed Mar 30 2022,17:00,CST/-0600,Club Celaya,2-1,2-1,Mineros de Zacatecas,,,,2022-03-30T23:00Z
Clausura,15,Wed Mar 30 2022,19:05,CST/-0600,Pumas Tabasco,1-2,1-0,Correcaminos UAT,,,,2022-03-31T01:05Z
Clausura,15,Wed Mar 30 2022,21:05,CST/-0600,Coyotes de Tlaxcala,2-1,1-1,CF Monterrey II,,,,2022-03-31T03:05Z
Clausura,15,Thu Mar 31 2022,18:00,CST/-0600,Tepatitlán,2-1,0-0,Atlético Morelia,,,,2022-04-01T00:00Z
Clausura,15,Fri Apr 1 2022,18:00,CST/-0600,Leones Negros,1-1,1-1,TM Fútbol Club,,,,2022-04-02T00:00Z
Clausura,16,Tue Apr 5 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,0-0,0-0,Pumas Tabasco,,,,2022-04-05T22:00Z
Clausura,16,Tue Apr 5 2022,21:05,CDT/-0500,Dorados de Sinaloa,2-1,1-1,Atlante,,,,2022-04-06T02:05Z
Clausura,16,Wed Apr 6 2022,19:05,CDT/-0500,TM Fútbol Club,2-2,1-1,Club Celaya,,,,2022-04-07T00:05Z
Clausura,16,Wed Apr 6 2022,17:00,CDT/-0500,Mineros de Zacatecas,1-1,0-0,Cimarrones de Sonora,,,,2022-04-06T22:00Z
Clausura,16,Wed Apr 6 2022,21:05,CDT/-0500,Cancún FC,1-0,0-0,Coyotes de Tlaxcala,,,,2022-04-07T02:05Z
Clausura,16,Thu Apr 7 2022,21:05,CDT/-0500,CF Monterrey II,0-2,0-0,Tepatitlán,,,,2022-04-08T02:05Z
Clausura,16,Thu Apr 7 2022,17:00,CDT/-0500,Atlético Morelia,2-2,0-1,Venados FC,,,,2022-04-07T22:00Z
Clausura,12,Sun Apr 10 2022,10:00,CDT/-0500,CF Monterrey II,0-1,0-0,Dorados de Sinaloa,,,,2022-04-10T15:00Z
Clausura,16,Sun Apr 10 2022,16:00,CDT/-0500,Tapatío,1-1,0-1,Leones Negros,,,,2022-04-10T21:00Z
Clausura,17,Tue Apr 12 2022,19:05,CDT/-0500,Correcaminos UAT,0-1,0-0,Alebrijes de Oaxaca,,,,2022-04-13T00:05Z
Clausura,17,Tue Apr 12 2022,17:00,CDT/-0500,Coyotes de Tlaxcala,1-0,0-0,TM Fútbol Club,,,,2022-04-12T22:00Z
Clausura,17,Tue Apr 12 2022,21:05,CDT/-0500,Cimarrones de Sonora,2-0,1-0,Tepatitlán,,,,2022-04-13T02:05Z
Clausura,17,Wed Apr 13 2022,19:05,CDT/-0500,Pumas Tabasco,0-1,0-0,Atlético Morelia,,,,2022-04-14T00:05Z
Clausura,17,Wed Apr 13 2022,17:00,CDT/-0500,Leones Negros,1-0,0-0,Cancún FC,,,,2022-04-13T22:00Z
Clausura,17,Wed Apr 13 2022,21:05,CDT/-0500,Club Celaya,1-0,0-0,Venados FC,,,,2022-04-14T02:05Z
Clausura,17,Thu Apr 14 2022,19:00,CDT/-0500,Atlante,2-1,1-1,Mineros de Zacatecas,,,,2022-04-15T00:00Z
Clausura,17,Fri Apr 15 2022,17:00,CDT/-0500,Tapatío,1-2,0-2,CF Monterrey II,,,,2022-04-15T22:00Z
Clausura Playoffs,Recalificación,Wed Apr 20 2022,17:00,CDT/-0500,Mineros de Zacatecas,2-0,1-0,Coyotes de Tlaxcala,,,,2022-04-20T22:00Z
Clausura Playoffs,Recalificación,Thu Apr 21 2022,19:10,CDT/-0500,Cancún FC,2-2,0-1,Tepatitlán,,4-1,,2022-04-22T00:10Z
Clausura Playoffs,Recalificación,Thu Apr 21 2022,17:00,CDT/-0500,Atlante,1-0,1-0,Venados FC,,,,2022-04-21T22:00Z
Clausura Playoffs,Recalificación,Thu Apr 21 2022,21:10,CDT/-0500,Cimarrones de Sonora,2-1,0-0,Tapatío,,,,2022-04-22T02:10Z
Clausura Playoffs,Quarterfinals,Tue Apr 26 2022,19:00,CDT/-0500,Mineros de Zacatecas,3-3,1-2,Atlético Morelia,,,,2022-04-27T00:00Z
Clausura Playoffs,Quarterfinals,Tue Apr 26 2022,21:05,CDT/-0500,Cimarrones de Sonora,1-0 (*),,Alebrijes de Oaxaca,,,awd.,2022-04-27T02:05Z
Clausura Playoffs,Quarterfinals,Thu Apr 28 2022,21:05,CDT/-0500,Cancún FC,0-1,0-0,Club Celaya,,,,2022-04-29T02:05Z
Clausura Playoffs,Quarterfinals,Thu Apr 28 2022,19:00,CDT/-0500,Atlante,2-0,0-0,Leones Negros,,,,2022-04-29T00:00Z
Clausura Playoffs,Quarterfinals,Fri Apr 29 2022,17:00,CDT/-0500,Atlético Morelia,2-2,1-1,Mineros de Zacatecas,,,,2022-04-29T22:00Z
Clausura Playoffs,Quarterfinals,Sat Apr 30 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,0-0,0-0,Cimarrones de Sonora,,,,2022-04-30T22:00Z
Clausura Playoffs,Quarterfinals,Sun May 1 2022,18:05,CDT/-0500,Club Celaya,2-1,2-1,Cancún FC,,,,2022-05-01T23:05Z
Clausura Playoffs,Quarterfinals,Sun May 1 2022,16:00,CDT/-0500,Leones Negros,1-2,1-1,Atlante,,,,2022-05-01T21:00Z
Clausura Playoffs,Semifinals,Wed May 4 2022,21:00,CDT/-0500,Atlante,0-0,0-0,Atlético Morelia,,,,2022-05-05T02:00Z
Clausura Playoffs,Semifinals,Thu May 5 2022,21:00,CDT/-0500,Cimarrones de Sonora,1-0,0-0,Club Celaya,,,,2022-05-06T02:00Z
Clausura Playoffs,Semifinals,Sat May 7 2022,17:00,CDT/-0500,Atlético Morelia,1-0,0-0,Atlante,,,,2022-05-07T22:00Z
Clausura Playoffs,Semifinals,Sun May 8 2022,16:00,CDT/-0500,Club Celaya,1-1,1-0,Cimarrones de Sonora,,,,2022-05-08T21:00Z
Clausura Playoffs,Final,Wed May 11 2022,21:00,CDT/-0500,Cimarrones de Sonora,0-0,0-0,Atlético Morelia,,,,2022-05-12T02:00Z
Clausura Playoffs,Final,Sat May 14 2022,17:00,CDT/-0500,Atlético Morelia,2-0,0-0,Cimarrones de Sonora,,,,2022-05-14T22:00Z
Campeón,Final,Wed May 18 2022,19:00,CDT/-0500,Atlante,0-1,0-0,Atlético Morelia,,,,2022-05-19T00:00Z
Campeón,Final,Sun May 22 2022,16:00,CDT/-0500,Atlético Morelia,0-1,0-1,Atlante,0-1,4-5,,2022-05-22T21:00Z
