Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,Comments,UTC
Clausura,3,Sat Jan 22 2022,21:06,CST/-0600,CF Monterrey,2-2,0-1,Cruz Azul,,,,2022-01-23T03:06Z
Clausura,3,Sun Jan 23 2022,12:00,CST/-0600,Pumas UNAM,1-2,1-0,UANL Tigres,,,,2022-01-23T18:00Z
Clausura,3,Sun Jan 23 2022,19:00,CST/-0600,Santos Laguna,1-4,1-1,Club Necaxa,,,,2022-01-24T01:00Z
Clausura,3,Fri Jan 28 2022,21:00,CST/-0600,Puebla FC,3-1,0-1,Club Tijuana,,,,2022-01-29T03:00Z
Clausura,4,Sat Feb 5 2022,19:00,CST/-0600,CF América,2-3,0-1,Atlético San Luis,,,,2022-02-06T01:00Z
Clausura,4,Sat Feb 5 2022,17:00,CST/-0600,Club Necaxa,1-3,0-2,CF Pachuca,,,,2022-02-05T23:00Z
Clausura,4,Sat Feb 5 2022,21:06,CST/-0600,Club Tijuana,1-0,0-0,Pumas UNAM,,,,2022-02-06T03:06Z
Clausura,4,Sun Feb 6 2022,16:00,CST/-0600,Gallos Blancos,0-2,0-2,Puebla FC,,,,2022-02-06T22:00Z
Clausura,4,Sun Feb 6 2022,18:00,CST/-0600,Atlas Guadalajara,2-1,2-0,Santos Laguna,,,,2022-02-07T00:00Z
Clausura,4,Sun Feb 6 2022,20:00,CST/-0600,UANL Tigres,4-3,2-0,Mazatlán FC,,,,2022-02-07T02:00Z
Clausura,4,Mon Feb 7 2022,21:05,CST/-0600,Club León,0-1,0-1,Cruz Azul,,,,2022-02-08T03:05Z
Clausura,4,Wed Feb 9 2022,19:00,CST/-0600,FC Juárez,1-3,1-1,Deportivo Guadalajara,,,,2022-02-10T01:00Z
Clausura,5,Fri Feb 11 2022,21:00,CST/-0600,Puebla FC,1-1,0-0,Atlas Guadalajara,,,,2022-02-12T03:00Z
Clausura,5,Fri Feb 11 2022,19:00,CST/-0600,Mazatlán FC,2-0,1-0,Club Tijuana,,,,2022-02-12T01:00Z
Clausura,5,Sat Feb 12 2022,21:00,CST/-0600,Santos Laguna,2-3,2-2,CF América,,,,2022-02-13T03:00Z
Clausura,5,Sat Feb 12 2022,19:00,CST/-0600,Cruz Azul,1-2,1-0,Club Necaxa,,,,2022-02-13T01:00Z
Clausura,5,Sat Feb 12 2022,17:00,CST/-0600,Atlético San Luis,0-1,0-1,Deportivo Toluca,,,,2022-02-12T23:00Z
Clausura,5,Sat Feb 12 2022,17:00,CST/-0600,Deportivo Guadalajara,1-3,0-2,UANL Tigres,,,,2022-02-12T23:00Z
Clausura,5,Sun Feb 13 2022,12:00,CST/-0600,Pumas UNAM,2-1,2-1,Club León,,,,2022-02-13T18:00Z
Clausura,5,Mon Feb 14 2022,21:00,CST/-0600,CF Pachuca,2-2,2-1,Gallos Blancos,,,,2022-02-15T03:00Z
Clausura,2,Wed Feb 16 2022,19:00,CST/-0600,Mazatlán FC,2-1,2-0,CF América,,,,2022-02-17T01:00Z
Clausura,6,Fri Feb 18 2022,21:00,CST/-0600,FC Juárez,0-0,0-0,Santos Laguna,,,,2022-02-19T03:00Z
Clausura,6,Fri Feb 18 2022,19:00,CST/-0600,Puebla FC,1-0,1-0,CF Monterrey,,,,2022-02-19T01:00Z
Clausura,6,Fri Feb 18 2022,21:06,CST/-0600,Club Tijuana,1-1,0-0,Club Necaxa,,,,2022-02-19T03:06Z
Clausura,6,Sat Feb 19 2022,21:00,CST/-0600,Club León,2-1,1-0,Deportivo Guadalajara,,,,2022-02-20T03:00Z
Clausura,6,Sat Feb 19 2022,19:00,CST/-0600,UANL Tigres,2-1,0-0,Atlético San Luis,,,,2022-02-20T01:00Z
Clausura,6,Sat Feb 19 2022,17:00,CST/-0600,Gallos Blancos,2-0,0-0,Mazatlán FC,,,,2022-02-19T23:00Z
Clausura,6,Sun Feb 20 2022,18:00,CST/-0600,Deportivo Toluca,1-4,1-1,Cruz Azul,,,,2022-02-21T00:00Z
Clausura,6,Sun Feb 20 2022,16:00,CST/-0600,CF América,1-3,0-2,CF Pachuca,,,,2022-02-20T22:00Z
Clausura,6,Sun Feb 20 2022,20:00,CST/-0600,Atlas Guadalajara,0-0,0-0,Pumas UNAM,,,,2022-02-21T02:00Z
Clausura,7,Thu Feb 24 2022,19:00,CST/-0600,CF Pachuca,3-1,2-1,Mazatlán FC,,,,2022-02-25T01:00Z
Clausura,7,Thu Feb 24 2022,21:05,CST/-0600,Gallos Blancos,1-1,1-0,Deportivo Toluca,,,,2022-02-25T03:05Z
Clausura,7,Fri Feb 25 2022,21:00,CST/-0600,FC Juárez,2-3,0-3,UANL Tigres,,,,2022-02-26T03:00Z
Clausura,7,Fri Feb 25 2022,21:06,CST/-0600,Club Tijuana,2-0,2-0,Atlas Guadalajara,,,,2022-02-26T03:06Z
Clausura,7,Fri Feb 25 2022,19:00,CST/-0600,Club Necaxa,0-1,0-1,Club León,,,,2022-02-26T01:00Z
Clausura,7,Sat Feb 26 2022,21:00,CST/-0600,Pumas UNAM,0-0,0-0,CF América,,,,2022-02-27T03:00Z
Clausura,7,Sat Feb 26 2022,19:00,CST/-0600,Deportivo Guadalajara,2-3,2-0,Puebla FC,,,,2022-02-27T01:00Z
Clausura,7,Sat Feb 26 2022,17:06,CST/-0600,CF Monterrey,0-2,0-1,Atlético San Luis,,,,2022-02-26T23:06Z
Clausura,7,Sun Feb 27 2022,19:00,CST/-0600,Cruz Azul,1-2,0-1,Santos Laguna,,,,2022-02-28T01:00Z
Clausura,8,Tue Mar 1 2022,21:00,CST/-0600,Club León,0-0,0-0,CF Monterrey,,,,2022-03-02T03:00Z
Clausura,8,Tue Mar 1 2022,19:00,CST/-0600,Deportivo Toluca,1-2,1-1,Club Tijuana,,,,2022-03-02T01:00Z
Clausura,8,Tue Mar 1 2022,19:00,CST/-0600,Puebla FC,1-1,0-0,FC Juárez,,,,2022-03-02T01:00Z
Clausura,8,Tue Mar 1 2022,21:00,CST/-0600,CF América,1-1,1-0,Gallos Blancos,,,,2022-03-02T03:00Z
Clausura,8,Tue Mar 1 2022,21:00,CST/-0600,Mazatlán FC,0-0,0-0,Club Necaxa,,,,2022-03-02T03:00Z
Clausura,8,Wed Mar 2 2022,21:00,CST/-0600,Santos Laguna,3-2,1-1,Pumas UNAM,,,,2022-03-03T03:00Z
Clausura,8,Wed Mar 2 2022,19:00,CST/-0600,UANL Tigres,2-2,2-1,Cruz Azul,,,,2022-03-03T01:00Z
Clausura,8,Wed Mar 2 2022,19:00,CST/-0600,Atlas Guadalajara,0-1,0-0,CF Pachuca,,,,2022-03-03T01:00Z
Clausura,8,Wed Mar 2 2022,21:00,CST/-0600,Atlético San Luis,2-2,2-0,Deportivo Guadalajara,,,,2022-03-03T03:00Z
Clausura,9,Fri Mar 4 2022,19:00,CST/-0600,Club Necaxa,0-1,0-1,Deportivo Toluca,,,,2022-03-05T01:00Z
Clausura,9,Fri Mar 4 2022,21:00,CST/-0600,FC Juárez,0-1,0-0,Club León,,,,2022-03-05T03:00Z
Clausura,9,Sat Mar 5 2022,21:00,CST/-0600,Deportivo Guadalajara,1-0,0-0,Santos Laguna,,,,2022-03-06T03:00Z
Clausura,9,Sat Mar 5 2022,21:00,CST/-0600,Cruz Azul,1-3,1-2,Puebla FC,,,,2022-03-06T03:00Z
Clausura,9,Sat Mar 5 2022,17:00,CST/-0600,Gallos Blancos,0-3 (*),,Atlas Guadalajara,,,awd.,2022-03-05T23:00Z
Clausura,9,Sat Mar 5 2022,19:06,CST/-0600,CF Monterrey,2-1,1-1,CF América,,,,2022-03-06T01:06Z
Clausura,10,Fri Mar 11 2022,21:00,CST/-0600,FC Juárez,1-2,0-1,Atlas Guadalajara,,,,2022-03-12T03:00Z
Clausura,10,Fri Mar 11 2022,19:00,CST/-0600,Club Necaxa,1-0,1-0,Gallos Blancos,,,,2022-03-12T01:00Z
Clausura,10,Fri Mar 11 2022,21:06,CST/-0600,CF Monterrey,2-1,2-0,Mazatlán FC,,,,2022-03-12T03:06Z
Clausura,10,Sat Mar 12 2022,19:00,CST/-0600,Cruz Azul,2-1,1-1,Pumas UNAM,,,,2022-03-13T01:00Z
Clausura,10,Sat Mar 12 2022,21:00,CST/-0600,Deportivo Guadalajara,0-0,0-0,CF América,,,,2022-03-13T03:00Z
Clausura,10,Sat Mar 12 2022,17:00,CST/-0600,Club León,0-3,0-2,UANL Tigres,,,,2022-03-12T23:00Z
Clausura,10,Sun Mar 13 2022,19:00,CST/-0600,Santos Laguna,4-0,1-0,Club Tijuana,,,,2022-03-14T01:00Z
Clausura,10,Sun Mar 13 2022,17:00,CST/-0600,Atlético San Luis,2-1,1-0,Puebla FC,,,,2022-03-13T23:00Z
Clausura,10,Sun Mar 13 2022,12:00,CST/-0600,Deportivo Toluca,0-3,0-1,CF Pachuca,,,,2022-03-13T18:00Z
Clausura,5,Tue Mar 15 2022,21:06,CST/-0600,CF Monterrey,3-0,0-0,FC Juárez,,,,2022-03-16T03:06Z
Clausura,11,Thu Mar 17 2022,21:05,CST/-0600,Gallos Blancos,2-1,0-0,Atlético San Luis,,,,2022-03-18T03:05Z
Clausura,11,Fri Mar 18 2022,21:00,CST/-0600,Puebla FC,2-2,0-0,Santos Laguna,,,,2022-03-19T03:00Z
Clausura,11,Sat Mar 19 2022,19:00,CST/-0600,UANL Tigres,2-0,0-0,CF Monterrey,,,,2022-03-20T01:00Z
Clausura,11,Sat Mar 19 2022,21:00,CST/-0600,CF Pachuca,1-0,1-0,Cruz Azul,,,,2022-03-20T03:00Z
Clausura,11,Sat Mar 19 2022,17:00,CST/-0600,Pumas UNAM,1-3,0-2,Club Necaxa,,,,2022-03-19T23:00Z
Clausura,11,Sun Mar 20 2022,21:00,CST/-0600,Mazatlán FC,1-2,0-2,Club León,,,,2022-03-21T03:00Z
Clausura,11,Sun Mar 20 2022,21:06,CST/-0600,Club Tijuana,1-0,0-0,FC Juárez,,,,2022-03-21T03:06Z
Clausura,11,Sun Mar 20 2022,19:00,CST/-0600,Atlas Guadalajara,1-1,0-0,Deportivo Guadalajara,,,,2022-03-21T01:00Z
Clausura,11,Sun Mar 20 2022,17:00,CST/-0600,CF América,3-0,3-0,Deportivo Toluca,,,,2022-03-20T23:00Z
Clausura,9,Sat Mar 26 2022,17:00,CST/-0600,Pumas UNAM,1-1,0-0,Mazatlán FC,,,,2022-03-26T23:00Z
Clausura,12,Fri Apr 1 2022,20:00,CST/-0600,Atlético San Luis,1-0,0-0,Mazatlán FC,,,,2022-04-02T02:00Z
Clausura,12,Sat Apr 2 2022,21:00,CST/-0600,FC Juárez,0-1,0-0,Pumas UNAM,,,,2022-04-03T03:00Z
Clausura,12,Sat Apr 2 2022,19:00,CST/-0600,Club Necaxa,0-1,0-0,CF América,,,,2022-04-03T01:00Z
Clausura,12,Sat Apr 2 2022,17:00,CST/-0600,Cruz Azul,1-0,1-0,Atlas Guadalajara,,,,2022-04-02T23:00Z
Clausura,12,Sun Apr 3 2022,19:00,CDT/-0500,Santos Laguna,3-1,1-0,CF Pachuca,,,,2022-04-04T00:00Z
Clausura,12,Sun Apr 3 2022,12:00,CDT/-0500,Deportivo Toluca,2-1,2-1,Puebla FC,,,,2022-04-03T17:00Z
Clausura,12,Sun Apr 3 2022,17:00,CDT/-0500,Club León,1-1,0-1,Gallos Blancos,,,,2022-04-03T22:00Z
Clausura,12,Sun Apr 3 2022,19:00,CDT/-0500,UANL Tigres,2-0,0-0,Club Tijuana,,,,2022-04-04T00:00Z
Clausura,9,Wed Apr 6 2022,21:06,CDT/-0500,Club Tijuana,1-1,0-0,Atlético San Luis,,,,2022-04-07T02:06Z
Clausura,4,Wed Apr 6 2022,19:00,CDT/-0500,Deportivo Toluca,2-2,1-2,CF Monterrey,,,,2022-04-07T00:00Z
Clausura,9,Thu Apr 7 2022,19:00,CDT/-0500,CF Pachuca,2-1,0-0,UANL Tigres,,,,2022-04-08T00:00Z
Clausura,13,Thu Apr 7 2022,21:00,CDT/-0500,Atlas Guadalajara,2-1,1-0,Club Necaxa,,,,2022-04-08T02:00Z
Clausura,13,Fri Apr 8 2022,19:00,CDT/-0500,Puebla FC,2-2,2-1,Pumas UNAM,,,,2022-04-09T00:00Z
Clausura,13,Fri Apr 8 2022,21:00,CDT/-0500,Mazatlán FC,1-1,1-0,Cruz Azul,,,,2022-04-09T02:00Z
Clausura,13,Sat Apr 9 2022,17:00,CDT/-0500,Atlético San Luis,2-0,1-0,Club León,,,,2022-04-09T22:00Z
Clausura,13,Sat Apr 9 2022,21:00,CDT/-0500,CF América,3-0,2-0,FC Juárez,,,,2022-04-10T02:00Z
Clausura,13,Sat Apr 9 2022,19:06,CDT/-0500,CF Monterrey,1-0,0-0,Santos Laguna,,,,2022-04-10T00:06Z
Clausura,13,Sat Apr 9 2022,19:00,CDT/-0500,Deportivo Toluca,1-1,0-0,Deportivo Guadalajara,,,,2022-04-10T00:00Z
Clausura,13,Sun Apr 10 2022,19:00,CDT/-0500,Gallos Blancos,0-1,0-0,UANL Tigres,,,,2022-04-11T00:00Z
Clausura,13,Mon Apr 11 2022,21:00,CDT/-0500,CF Pachuca,0-0,0-0,Club Tijuana,,,,2022-04-12T02:00Z
Clausura,12,Wed Apr 13 2022,20:05,CDT/-0500,Deportivo Guadalajara,1-3,1-1,CF Monterrey,,,,2022-04-14T01:05Z
Clausura,14,Thu Apr 14 2022,21:00,CDT/-0500,Atlas Guadalajara,1-2,0-2,Mazatlán FC,,,,2022-04-15T02:00Z
Clausura,14,Fri Apr 15 2022,21:00,CDT/-0500,FC Juárez,1-2,1-1,CF Pachuca,,,,2022-04-16T02:00Z
Clausura,14,Fri Apr 15 2022,21:06,CDT/-0500,Club Tijuana,1-3,1-2,CF América,,,,2022-04-16T02:06Z
Clausura,14,Fri Apr 15 2022,19:00,CDT/-0500,Club Necaxa,4-2,3-1,Atlético San Luis,,,,2022-04-16T00:00Z
Clausura,14,Sat Apr 16 2022,19:00,CDT/-0500,Santos Laguna,1-1,0-0,Gallos Blancos,,,,2022-04-17T00:00Z
Clausura,14,Sat Apr 16 2022,19:00,CDT/-0500,UANL Tigres,3-0,0-0,Deportivo Toluca,,,,2022-04-17T00:00Z
Clausura,14,Sat Apr 16 2022,21:00,CDT/-0500,Cruz Azul,0-1,0-0,Deportivo Guadalajara,,,,2022-04-17T02:00Z
Clausura,14,Sat Apr 16 2022,17:00,CDT/-0500,Club León,0-1,0-1,Puebla FC,,,,2022-04-16T22:00Z
Clausura,14,Sun Apr 17 2022,12:00,CDT/-0500,Pumas UNAM,2-0,0-0,CF Monterrey,,,,2022-04-17T17:00Z
Clausura,15,Tue Apr 19 2022,19:00,CDT/-0500,CF Pachuca,1-0,1-0,Puebla FC,,,,2022-04-20T00:00Z
Clausura,15,Tue Apr 19 2022,19:00,CDT/-0500,Club Necaxa,2-0,2-0,UANL Tigres,,,,2022-04-20T00:00Z
Clausura,15,Tue Apr 19 2022,21:00,CDT/-0500,Deportivo Guadalajara,2-1,1-1,Club Tijuana,,,,2022-04-20T02:00Z
Clausura,15,Tue Apr 19 2022,21:00,CDT/-0500,Deportivo Toluca,0-1,0-0,FC Juárez,,,,2022-04-20T02:00Z
Clausura,15,Tue Apr 19 2022,21:00,CDT/-0500,Mazatlán FC,1-0,1-0,Santos Laguna,,,,2022-04-20T02:00Z
Clausura,15,Wed Apr 20 2022,21:00,CDT/-0500,CF América,2-0,1-0,Club León,,,,2022-04-21T02:00Z
Clausura,15,Wed Apr 20 2022,21:06,CDT/-0500,CF Monterrey,0-0,0-0,Atlas Guadalajara,,,,2022-04-21T02:06Z
Clausura,15,Wed Apr 20 2022,19:00,CDT/-0500,Atlético San Luis,2-0,1-0,Pumas UNAM,,,,2022-04-21T00:00Z
Clausura,15,Thu Apr 21 2022,21:00,CDT/-0500,Gallos Blancos,0-1,0-0,Cruz Azul,,,,2022-04-22T02:00Z
Clausura,16,Fri Apr 22 2022,19:00,CDT/-0500,Puebla FC,0-1,0-0,Club Necaxa,,,,2022-04-23T00:00Z
Clausura,16,Fri Apr 22 2022,21:00,CDT/-0500,FC Juárez,0-2,0-1,Mazatlán FC,,,,2022-04-23T02:00Z
Clausura,16,Sat Apr 23 2022,19:00,CDT/-0500,UANL Tigres,0-2,0-1,CF América,,,,2022-04-24T00:00Z
Clausura,16,Sat Apr 23 2022,21:00,CDT/-0500,Deportivo Guadalajara,3-1,2-0,Pumas UNAM,,,,2022-04-24T02:00Z
Clausura,16,Sat Apr 23 2022,17:00,CDT/-0500,CF Pachuca,3-0,1-0,CF Monterrey,,,,2022-04-23T22:00Z
Clausura,16,Sun Apr 24 2022,12:00,CDT/-0500,Deportivo Toluca,2-4,1-2,Atlas Guadalajara,,,,2022-04-24T17:00Z
Clausura,16,Sun Apr 24 2022,17:00,CDT/-0500,Cruz Azul,0-1,0-1,Atlético San Luis,,,,2022-04-24T22:00Z
Clausura,16,Sun Apr 24 2022,19:00,CDT/-0500,Santos Laguna,1-1,0-0,Club León,,,,2022-04-25T00:00Z
Clausura,16,Sun Apr 24 2022,21:06,CDT/-0500,Club Tijuana,2-2,2-0,Gallos Blancos,,,,2022-04-25T02:06Z
Clausura,17,Fri Apr 29 2022,21:05,CDT/-0500,Mazatlán FC,2-1,0-0,Puebla FC,,,,2022-04-30T02:05Z
Clausura,17,Fri Apr 29 2022,19:00,CDT/-0500,Club Necaxa,0-1,0-0,Deportivo Guadalajara,,,,2022-04-30T00:00Z
Clausura,17,Sat Apr 30 2022,19:00,CDT/-0500,Atlas Guadalajara,1-1,0-0,UANL Tigres,,,,2022-05-01T00:00Z
Clausura,17,Sat Apr 30 2022,19:06,CDT/-0500,CF Monterrey,2-0,1-0,Club Tijuana,,,,2022-05-01T00:06Z
Clausura,17,Sat Apr 30 2022,21:00,CDT/-0500,CF América,0-0,0-0,Cruz Azul,,,,2022-05-01T02:00Z
Clausura,17,Sat Apr 30 2022,17:00,CDT/-0500,Gallos Blancos,4-0,2-0,FC Juárez,,,,2022-04-30T22:00Z
Clausura,17,Sun May 1 2022,12:00,CDT/-0500,Pumas UNAM,2-0,0-0,CF Pachuca,,,,2022-05-01T17:00Z
Clausura,17,Sun May 1 2022,16:00,CDT/-0500,Atlético San Luis,1-3,0-0,Santos Laguna,,,,2022-05-01T21:00Z
Clausura,17,Sun May 1 2022,20:06,CDT/-0500,Club León,4-4,3-3,Deportivo Toluca,,,,2022-05-02T01:06Z
Clausura - Liguilla,Reclassification,Sat May 7 2022,20:00,CDT/-0500,CF Monterrey,2-2,1-0,Atlético San Luis,,1-3,,2022-05-08T01:00Z
Clausura - Liguilla,Reclassification,Sat May 7 2022,17:45,CDT/-0500,Cruz Azul,1-1,0-0,Club Necaxa,3-1,3-1,,2022-05-07T22:45Z
Clausura - Liguilla,Reclassification,Sun May 8 2022,19:15,CDT/-0500,Deportivo Guadalajara,4-1,1-1,Pumas UNAM,,,,2022-05-09T00:15Z
Clausura - Liguilla,Reclassification,Sun May 8 2022,17:00,CDT/-0500,Puebla FC,2-2,2-1,Mazatlán FC,,3-1,,2022-05-08T22:00Z
Clausura - Liguilla,Quarterfinals,Tue May 10 2022,21:05,CDT/-0500,Puebla FC,1-1,0-0,CF América,,,,2022-05-11T02:05Z
Clausura - Liguilla,Quarterfinals,Wed May 11 2022,19:00,CDT/-0500,Atlético San Luis,2-2,1-1,CF Pachuca,,,,2022-05-12T00:00Z
Clausura - Liguilla,Quarterfinals,Thu May 12 2022,21:05,CDT/-0500,Deportivo Guadalajara,1-2,0-2,Atlas Guadalajara,,,,2022-05-13T02:05Z
Clausura - Liguilla,Quarterfinals,Thu May 12 2022,19:00,CDT/-0500,Cruz Azul,0-1,0-1,UANL Tigres,,,,2022-05-13T00:00Z
Clausura - Liguilla,Quarterfinals,Sat May 14 2022,18:00,CDT/-0500,CF América,3-2,1-1,Puebla FC,,,,2022-05-14T23:00Z
Clausura - Liguilla,Quarterfinals,Sat May 14 2022,20:05,CDT/-0500,CF Pachuca,3-2,0-0,Atlético San Luis,,,,2022-05-15T01:05Z
Clausura - Liguilla,Quarterfinals,Sun May 15 2022,20:05,CDT/-0500,UANL Tigres,0-1,0-1,Cruz Azul,,,,2022-05-16T01:05Z
Clausura - Liguilla,Quarterfinals,Sun May 15 2022,18:00,CDT/-0500,Atlas Guadalajara,1-1,1-0,Deportivo Guadalajara,,,,2022-05-15T23:00Z
Clausura - Liguilla,Semifinals,Wed May 18 2022,21:00,CDT/-0500,Atlas Guadalajara,3-0,1-0,UANL Tigres,,,,2022-05-19T02:00Z
Clausura - Liguilla,Semifinals,Thu May 19 2022,20:00,CDT/-0500,CF América,1-1,0-0,CF Pachuca,,,,2022-05-20T01:00Z
Clausura - Liguilla,Semifinals,Sat May 21 2022,20:00,CDT/-0500,UANL Tigres,4-2,0-1,Atlas Guadalajara,,,,2022-05-22T01:00Z
Clausura - Liguilla,Semifinals,Sun May 22 2022,20:06,CDT/-0500,CF Pachuca,3-0,2-0,CF América,,,,2022-05-23T01:06Z
Clausura - Liguilla,Final,Thu May 26 2022,21:00,CDT/-0500,Atlas Guadalajara,2-0,1-0,CF Pachuca,,,,2022-05-27T02:00Z
Clausura - Liguilla,Final,Sun May 29 2022,20:10,CDT/-0500,CF Pachuca,2-1,2-1,Atlas Guadalajara,,,,2022-05-30T01:10Z
