Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
21,Sat Dec 1 2001,15:00,GMT/+0000,Cheltenham Town,2-1,Halifax Town,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Darlington FC,3-1,York City,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Hull City,3-0,Oxford United,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Leyton Orient,0-0,Plymouth Argyle,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Mansfield Town,3-0,Swansea City,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Rushden & Diamonds FC,3-1,Bristol Rovers,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Shrewsbury Town,0-1,Exeter City,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Southend United,1-1,Lincoln City,2001-12-01T15:00Z
21,Sat Dec 1 2001,15:00,GMT/+0000,Torquay United,1-2,Macclesfield Town,2001-12-01T15:00Z
30,Sat Dec 8 2001,15:00,GMT/+0000,Hartlepool United,1-2,Luton Town,2001-12-08T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Exeter City,2-1,Kidderminster Harriers,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Halifax Town,1-2,Shrewsbury Town,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Lincoln City,0-0,Torquay United,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Luton Town,1-0,Rushden & Diamonds FC,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Macclesfield Town,2-1,Leyton Orient,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Oxford United,3-2,Mansfield Town,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Plymouth Argyle,1-0,Darlington FC,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Rochdale AFC,0-1,Southend United,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Scunthorpe United,2-1,Hull City,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,Swansea City,0-0,Carlisle United,2001-12-15T15:00Z
22,Sat Dec 15 2001,15:00,GMT/+0000,York City,1-3,Cheltenham Town,2001-12-15T15:00Z
23,Fri Dec 21 2001,19:45,GMT/+0000,Hull City,0-0,Southend United,2001-12-21T19:45Z
23,Fri Dec 21 2001,19:45,GMT/+0000,Mansfield Town,0-1,Exeter City,2001-12-21T19:45Z
23,Fri Dec 21 2001,19:45,GMT/+0000,Shrewsbury Town,1-1,Macclesfield Town,2001-12-21T19:45Z
23,Fri Dec 21 2001,19:45,GMT/+0000,Swansea City,2-1,Bristol Rovers,2001-12-21T19:45Z
23,Sat Dec 22 2001,15:00,GMT/+0000,Leyton Orient,5-0,Lincoln City,2001-12-22T15:00Z
23,Sat Dec 22 2001,15:00,GMT/+0000,Torquay United,3-3,Oxford United,2001-12-22T15:00Z
23,Sat Dec 22 2001,15:00,GMT/+0000,Luton Town,2-2,Hartlepool United,2001-12-22T15:00Z
23,Sat Dec 22 2001,15:00,GMT/+0000,Rushden & Diamonds FC,3-1,Carlisle United,2001-12-22T15:00Z
23,Sat Dec 22 2001,15:00,GMT/+0000,Scunthorpe United,2-1,Plymouth Argyle,2001-12-22T15:00Z
24,Wed Dec 26 2001,15:00,GMT/+0000,Oxford United,1-2,Luton Town,2001-12-26T15:00Z
24,Wed Dec 26 2001,15:00,GMT/+0000,Macclesfield Town,1-1,Halifax Town,2001-12-26T15:00Z
24,Wed Dec 26 2001,15:00,GMT/+0000,Cheltenham Town,1-0,Shrewsbury Town,2001-12-26T15:00Z
24,Wed Dec 26 2001,15:00,GMT/+0000,Bristol Rovers,5-3,Leyton Orient,2001-12-26T15:00Z
24,Wed Dec 26 2001,12:00,GMT/+0000,Southend United,4-2,Rushden & Diamonds FC,2001-12-26T12:00Z
24,Wed Dec 26 2001,13:00,GMT/+0000,Exeter City,0-3,Swansea City,2001-12-26T13:00Z
24,Wed Dec 26 2001,13:00,GMT/+0000,Kidderminster Harriers,4-1,Rochdale AFC,2001-12-26T13:00Z
24,Wed Dec 26 2001,13:00,GMT/+0000,Plymouth Argyle,2-2,Torquay United,2001-12-26T13:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,York City,1-1,Shrewsbury Town,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Southend United,1-2,Luton Town,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Plymouth Argyle,1-0,Rushden & Diamonds FC,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Oxford United,6-1,Halifax Town,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Macclesfield Town,0-1,Mansfield Town,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Lincoln City,3-2,Scunthorpe United,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Kidderminster Harriers,3-0,Hull City,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Hartlepool United,3-1,Leyton Orient,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Bristol Rovers,1-0,Darlington FC,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Cheltenham Town,2-2,Swansea City,2001-12-29T15:00Z
25,Sat Dec 29 2001,15:00,GMT/+0000,Exeter City,1-1,Rochdale AFC,2001-12-29T15:00Z
26,Tue Jan 1 2002,15:00,GMT/+0000,Torquay United,0-1,Cheltenham Town,2002-01-01T15:00Z
27,Sat Jan 5 2002,15:00,GMT/+0000,Torquay United,1-4,Kidderminster Harriers,2002-01-05T15:00Z
27,Sat Jan 5 2002,15:00,GMT/+0000,Swansea City,0-0,Lincoln City,2002-01-05T15:00Z
27,Tue Jan 8 2002,19:45,GMT/+0000,Shrewsbury Town,1-0,Oxford United,2002-01-08T19:45Z
21,Tue Jan 8 2002,19:45,GMT/+0000,Kidderminster Harriers,1-4,Luton Town,2002-01-08T19:45Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Bristol Rovers,1-1,Scunthorpe United,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Carlisle United,6-1,Leyton Orient,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Oxford United,2-1,Swansea City,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Southend United,1-0,Mansfield Town,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,York City,1-1,Torquay United,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Plymouth Argyle,1-0,Hull City,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Macclesfield Town,0-1,Rochdale AFC,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Lincoln City,2-4,Rushden & Diamonds FC,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Kidderminster Harriers,1-0,Darlington FC,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Hartlepool United,2-2,Shrewsbury Town,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Exeter City,0-0,Halifax Town,2002-01-12T15:00Z
28,Sat Jan 12 2002,15:00,GMT/+0000,Cheltenham Town,1-1,Luton Town,2002-01-12T15:00Z
27,Tue Jan 15 2002,19:30,GMT/+0000,Scunthorpe United,3-4,Exeter City,2002-01-15T19:30Z
26,Tue Jan 15 2002,19:45,GMT/+0000,Shrewsbury Town,0-1,Bristol Rovers,2002-01-15T19:45Z
27,Tue Jan 15 2002,19:45,GMT/+0000,Hull City,0-1,Carlisle United,2002-01-15T19:45Z
29,Sat Jan 19 2002,12:00,GMT/+0000,Torquay United,2-1,Bristol Rovers,2002-01-19T12:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Darlington FC,2-2,Southend United,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Halifax Town,3-0,Lincoln City,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Hull City,2-0,Exeter City,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Rochdale AFC,1-1,Oxford United,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Leyton Orient,0-2,Cheltenham Town,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Swansea City,0-1,Macclesfield Town,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Shrewsbury Town,3-1,Plymouth Argyle,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Scunthorpe United,1-0,Kidderminster Harriers,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Rushden & Diamonds FC,3-0,York City,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Luton Town,1-1,Carlisle United,2002-01-19T15:00Z
29,Sat Jan 19 2002,15:00,GMT/+0000,Mansfield Town,3-0,Hartlepool United,2002-01-19T15:00Z
30,Tue Jan 22 2002,19:45,GMT/+0000,York City,0-0,Rochdale AFC,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Carlisle United,3-0,Rushden & Diamonds FC,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Exeter City,0-1,Mansfield Town,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Kidderminster Harriers,2-0,Halifax Town,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Lincoln City,2-0,Leyton Orient,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Macclesfield Town,2-1,Shrewsbury Town,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Oxford United,1-1,Torquay United,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Plymouth Argyle,2-1,Scunthorpe United,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Southend United,2-0,Hull City,2002-01-22T19:45Z
30,Tue Jan 22 2002,19:45,GMT/+0000,Bristol Rovers,4-1,Swansea City,2002-01-22T19:45Z
30,Wed Jan 23 2002,19:45,GMT/+0000,Cheltenham Town,0-0,Darlington FC,2002-01-23T19:45Z
31,Sat Jan 26 2002,15:00,GMT/+0000,Hull City,3-0,Shrewsbury Town,2002-01-26T15:00Z
31,Sat Jan 26 2002,15:00,GMT/+0000,Plymouth Argyle,4-2,Oxford United,2002-01-26T15:00Z
31,Sat Jan 26 2002,15:00,GMT/+0000,Rochdale AFC,2-0,Swansea City,2002-01-26T15:00Z
31,Sat Jan 26 2002,15:00,GMT/+0000,Scunthorpe United,4-0,Halifax Town,2002-01-26T15:00Z
31,Sat Jan 26 2002,15:00,GMT/+0000,Southend United,1-1,Torquay United,2002-01-26T15:00Z
31,Sat Jan 26 2002,15:00,GMT/+0000,Darlington FC,3-2,Luton Town,2002-01-26T15:00Z
31,Sat Jan 26 2002,15:00,GMT/+0000,Hartlepool United,5-1,Rushden & Diamonds FC,2002-01-26T15:00Z
24,Tue Jan 29 2002,19:45,GMT/+0000,York City,2-1,Hull City,2002-01-29T19:45Z
26,Tue Jan 29 2002,19:45,GMT/+0000,Mansfield Town,1-1,Kidderminster Harriers,2002-01-29T19:45Z
26,Tue Jan 29 2002,19:30,GMT/+0000,Darlington FC,2-1,Lincoln City,2002-01-29T19:30Z
24,Tue Jan 29 2002,19:45,GMT/+0000,Hartlepool United,3-2,Scunthorpe United,2002-01-29T19:45Z
26,Tue Jan 29 2002,19:45,GMT/+0000,Rochdale AFC,1-1,Carlisle United,2002-01-29T19:45Z
27,Tue Jan 29 2002,19:45,GMT/+0000,Rushden & Diamonds FC,2-0,Macclesfield Town,2002-01-29T19:45Z
27,Tue Jan 29 2002,19:45,GMT/+0000,Halifax Town,1-1,Southend United,2002-01-29T19:45Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Luton Town,2-0,Plymouth Argyle,2002-02-02T15:00Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Halifax Town,0-1,Hull City,2002-02-02T15:00Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Rushden & Diamonds FC,2-1,Darlington FC,2002-02-02T15:00Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Shrewsbury Town,2-2,Scunthorpe United,2002-02-02T15:00Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Torquay United,1-1,Leyton Orient,2002-02-02T15:00Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Mansfield Town,3-1,Rochdale AFC,2002-02-02T15:00Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Oxford United,0-0,Bristol Rovers,2002-02-02T15:00Z
32,Sat Feb 2 2002,15:00,GMT/+0000,Macclesfield Town,1-2,Exeter City,2002-02-02T15:00Z
26,Tue Feb 5 2002,19:45,GMT/+0000,Swansea City,0-1,Plymouth Argyle,2002-02-05T19:45Z
23,Tue Feb 5 2002,19:45,GMT/+0000,Rochdale AFC,5-4,York City,2002-02-05T19:45Z
26,Tue Feb 5 2002,19:45,GMT/+0000,Rushden & Diamonds FC,2-1,Oxford United,2002-02-05T19:45Z
26,Tue Feb 5 2002,19:45,GMT/+0000,Hull City,1-1,Hartlepool United,2002-02-05T19:45Z
24,Tue Feb 5 2002,19:45,GMT/+0000,Carlisle United,1-3,Darlington FC,2002-02-05T19:45Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Kidderminster Harriers,2-2,Carlisle United,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Hartlepool United,4-1,Torquay United,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Exeter City,0-2,Cheltenham Town,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Darlington FC,3-3,Shrewsbury Town,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Bristol Rovers,2-0,Halifax Town,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Leyton Orient,2-2,Swansea City,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Lincoln City,1-0,Macclesfield Town,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Plymouth Argyle,1-0,Mansfield Town,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Southend United,0-1,York City,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Scunthorpe United,1-0,Oxford United,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Rochdale AFC,1-0,Luton Town,2002-02-09T15:00Z
33,Sat Feb 9 2002,15:00,GMT/+0000,Hull City,2-1,Rushden & Diamonds FC,2002-02-09T15:00Z
32,Tue Feb 12 2002,19:45,GMT/+0000,Swansea City,2-1,Kidderminster Harriers,2002-02-12T19:45Z
22,Tue Feb 12 2002,19:45,GMT/+0000,Bristol Rovers,0-1,Hartlepool United,2002-02-12T19:45Z
26,Tue Feb 12 2002,19:45,GMT/+0000,Halifax Town,1-1,York City,2002-02-12T19:45Z
26,Tue Feb 12 2002,19:30,GMT/+0000,Scunthorpe United,1-1,Macclesfield Town,2002-02-12T19:30Z
23,Tue Feb 12 2002,19:30,GMT/+0000,Darlington FC,0-2,Cheltenham Town,2002-02-12T19:30Z
24,Tue Feb 12 2002,19:45,GMT/+0000,Lincoln City,1-4,Mansfield Town,2002-02-12T19:45Z
34,Fri Feb 15 2002,19:45,GMT/+0000,Swansea City,3-2,Southend United,2002-02-15T19:45Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Shrewsbury Town,1-0,Leyton Orient,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Macclesfield Town,2-1,Bristol Rovers,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Carlisle United,1-0,Exeter City,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Rushden & Diamonds FC,1-1,Rochdale AFC,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Oxford United,2-1,Lincoln City,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,York City,1-0,Hartlepool United,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Luton Town,2-3,Scunthorpe United,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Torquay United,1-1,Hull City,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Mansfield Town,4-2,Darlington FC,2002-02-16T15:00Z
34,Sat Feb 16 2002,15:00,GMT/+0000,Halifax Town,0-2,Plymouth Argyle,2002-02-16T15:00Z
31,Tue Feb 19 2002,19:45,GMT/+0000,Kidderminster Harriers,0-1,Macclesfield Town,2002-02-19T19:45Z
27,Tue Feb 19 2002,19:45,GMT/+0000,Leyton Orient,1-2,York City,2002-02-19T19:45Z
32,Tue Feb 19 2002,19:45,GMT/+0000,Cheltenham Town,1-1,Southend United,2002-02-19T19:45Z
27,Tue Feb 19 2002,19:30,GMT/+0000,Darlington FC,1-1,Hartlepool United,2002-02-19T19:30Z
25,Tue Feb 19 2002,19:45,GMT/+0000,Carlisle United,2-0,Torquay United,2002-02-19T19:45Z
27,Tue Feb 19 2002,19:45,GMT/+0000,Luton Town,3-0,Bristol Rovers,2002-02-19T19:45Z
35,Fri Feb 22 2002,19:45,GMT/+0000,Hull City,0-1,Macclesfield Town,2002-02-22T19:45Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Hartlepool United,5-1,Southend United,2002-02-23T15:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Scunthorpe United,2-1,Rochdale AFC,2002-02-23T15:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Halifax Town,0-1,Swansea City,2002-02-23T15:00Z
35,Sat Feb 23 2002,16:00,GMT/+0000,Plymouth Argyle,2-1,Kidderminster Harriers,2002-02-23T16:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Shrewsbury Town,3-0,Mansfield Town,2002-02-23T15:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Darlington FC,1-3,Torquay United,2002-02-23T15:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Bristol Rovers,1-2,Lincoln City,2002-02-23T15:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Luton Town,2-1,York City,2002-02-23T15:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Rushden & Diamonds FC,1-0,Leyton Orient,2002-02-23T15:00Z
35,Sat Feb 23 2002,15:00,GMT/+0000,Oxford United,1-2,Exeter City,2002-02-23T15:00Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Leyton Orient,0-0,Darlington FC,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Mansfield Town,2-1,Halifax Town,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Macclesfield Town,0-1,Oxford United,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Lincoln City,0-1,Luton Town,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Kidderminster Harriers,1-0,Shrewsbury Town,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Plymouth Argyle,3-0,Exeter City,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Cheltenham Town,3-0,Hartlepool United,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Swansea City,2-2,Scunthorpe United,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Torquay United,1-1,Rushden & Diamonds FC,2002-02-26T19:45Z
36,Tue Feb 26 2002,19:45,GMT/+0000,Southend United,2-1,Bristol Rovers,2002-02-26T19:45Z
37,Fri Mar 1 2002,19:45,GMT/+0000,Swansea City,1-0,Hull City,2002-03-01T19:45Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Rochdale AFC,1-0,Shrewsbury Town,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Torquay United,0-1,Luton Town,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Cheltenham Town,1-1,Rushden & Diamonds FC,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Exeter City,4-2,Darlington FC,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Kidderminster Harriers,3-2,Hartlepool United,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Mansfield Town,2-1,Scunthorpe United,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Leyton Orient,3-1,Halifax Town,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Lincoln City,3-1,Carlisle United,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Macclesfield Town,1-1,Plymouth Argyle,2002-03-02T15:00Z
37,Sat Mar 2 2002,15:00,GMT/+0000,Southend United,2-2,Oxford United,2002-03-02T15:00Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Rushden & Diamonds FC,2-1,Exeter City,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Plymouth Argyle,1-0,York City,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:30,GMT/+0000,Darlington FC,0-1,Macclesfield Town,2002-03-05T19:30Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Oxford United,1-1,Kidderminster Harriers,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Luton Town,3-0,Leyton Orient,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Shrewsbury Town,3-0,Swansea City,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Hull City,4-1,Mansfield Town,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Hartlepool United,1-1,Lincoln City,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Halifax Town,1-2,Rochdale AFC,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Carlisle United,0-0,Southend United,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:45,GMT/+0000,Bristol Rovers,1-2,Cheltenham Town,2002-03-05T19:45Z
38,Tue Mar 5 2002,19:30,GMT/+0000,Scunthorpe United,1-0,Torquay United,2002-03-05T19:30Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Cheltenham Town,4-0,York City,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Hartlepool United,1-1,Bristol Rovers,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Hull City,0-1,Scunthorpe United,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Carlisle United,3-1,Swansea City,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Torquay United,2-0,Lincoln City,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Kidderminster Harriers,3-1,Exeter City,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Leyton Orient,2-0,Macclesfield Town,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Mansfield Town,2-1,Oxford United,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Rushden & Diamonds FC,1-2,Luton Town,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Shrewsbury Town,3-0,Halifax Town,2002-03-09T15:00Z
39,Sat Mar 9 2002,15:00,GMT/+0000,Southend United,0-0,Rochdale AFC,2002-03-09T15:00Z
23,Tue Mar 12 2002,19:45,GMT/+0000,Halifax Town,1-0,Kidderminster Harriers,2002-03-12T19:45Z
26,Tue Mar 12 2002,19:45,GMT/+0000,Luton Town,3-0,Exeter City,2002-03-12T19:45Z
26,Tue Mar 12 2002,19:45,GMT/+0000,Leyton Orient,2-1,Southend United,2002-03-12T19:45Z
31,Tue Mar 12 2002,19:45,GMT/+0000,Bristol Rovers,0-0,Carlisle United,2002-03-12T19:45Z
31,Tue Mar 12 2002,19:45,GMT/+0000,Lincoln City,0-1,Cheltenham Town,2002-03-12T19:45Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Oxford United,1-0,Hull City,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,York City,2-0,Darlington FC,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Swansea City,2-0,Mansfield Town,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Scunthorpe United,2-1,Carlisle United,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Rochdale AFC,0-0,Hartlepool United,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Plymouth Argyle,3-0,Leyton Orient,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Halifax Town,4-1,Cheltenham Town,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Exeter City,2-2,Shrewsbury Town,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Lincoln City,0-1,Southend United,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Bristol Rovers,0-3,Rushden & Diamonds FC,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Macclesfield Town,0-2,Torquay United,2002-03-16T15:00Z
40,Sat Mar 16 2002,15:00,GMT/+0000,Luton Town,1-0,Kidderminster Harriers,2002-03-16T15:00Z
31,Tue Mar 19 2002,19:45,GMT/+0000,Leyton Orient,2-0,Mansfield Town,2002-03-19T19:45Z
32,Tue Mar 19 2002,19:45,GMT/+0000,Carlisle United,0-2,Hartlepool United,2002-03-19T19:45Z
31,Tue Mar 19 2002,19:45,GMT/+0000,Exeter City,2-1,York City,2002-03-19T19:45Z
41,Fri Mar 22 2002,19:45,GMT/+0000,Hartlepool United,1-2,Macclesfield Town,2002-03-22T19:45Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Carlisle United,2-1,Oxford United,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Leyton Orient,0-0,Hull City,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,York City,0-1,Kidderminster Harriers,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Darlington FC,0-0,Swansea City,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Cheltenham Town,1-1,Rochdale AFC,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Torquay United,0-0,Mansfield Town,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Southend United,2-0,Scunthorpe United,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Rushden & Diamonds FC,3-0,Shrewsbury Town,2002-03-23T15:00Z
41,Sat Mar 23 2002,15:00,GMT/+0000,Luton Town,5-0,Halifax Town,2002-03-23T15:00Z
