Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
MSFL,8,Sun Sep 22 2024,15:30,CEST/+0200,MFK Karviná B,,,FK Frýdek-Místek,,2024-09-22T13:30Z
MSFL,8,Sun Sep 22 2024,15:30,CEST/+0200,FC Zlín B,,,1. FC Slovácko B,,2024-09-22T13:30Z
MSFL,8,Sun Sep 22 2024,15:30,CEST/+0200,FC Hlučín,,,FC Slovan Rosice,,2024-09-22T13:30Z
MSFL,8,Sun Sep 22 2024,15:30,CEST/+0200,FC Zlínsko,,,Hanácká Slávia Kroměříž,,2024-09-22T13:30Z
MSFL,8,Sun Sep 22 2024,15:30,CEST/+0200,ČSK Uherský Brod,,,TJ Unie Hlubina,,2024-09-22T13:30Z
MSFL,8,Sun Sep 22 2024,15:30,CEST/+0200,FK Blansko,,,FK Třinec,,2024-09-22T13:30Z
ČFL B,7,Sun Sep 22 2024,16:30,CEST/+0200,Benátky nad Jizerou,,,Sokol Živanice,,2024-09-22T14:30Z
ČFL B,7,Sun Sep 22 2024,16:30,CEST/+0200,Sokol Brozany,,,Baník Most - Souš,,2024-09-22T14:30Z
ČFL B,7,Sun Sep 22 2024,10:15,CEST/+0200,FC Hradec Králové B,,,FK Kolín,,2024-09-22T08:15Z
ČFL B,7,Sun Sep 22 2024,10:00,CEST/+0200,FK Teplice B,,,SK Zápy,,2024-09-22T08:00Z
MSFL,8,Sun Sep 22 2024,15:30,CEST/+0200,FC Zbrojovka Brno B,,,FK Hodonín,,2024-09-22T13:30Z
ČFL A,7,Sun Sep 22 2024,10:15,CEST/+0200,Bohemians Praha 1905 B,,,SK Petřín Plzeň,,2024-09-22T08:15Z
ČFL A,7,Sun Sep 22 2024,16:30,CEST/+0200,Povltavská FA,,,Viktoria Plzeň B,,2024-09-22T14:30Z
ČFL A,8,Fri Sep 27 2024,18:00,CEST/+0200,FC Písek,,,FK Motorlet Praha,,2024-09-27T16:00Z
ČFL B,8,Fri Sep 27 2024,18:00,CEST/+0200,FK Ústí nad Labem,,,FK Teplice B,,2024-09-27T16:00Z
ČFL B,8,Sat Sep 28 2024,10:00,CEST/+0200,FK Kolín,,,FK Mlada Boleslav B,,2024-09-28T08:00Z
ČFL B,8,Sat Sep 28 2024,16:30,CEST/+0200,Sokol Živanice,,,SK Kladno,,2024-09-28T14:30Z
ČFL B,8,Sat Sep 28 2024,10:15,CEST/+0200,FK Jablonec B,,,FK Pardubice B,,2024-09-28T08:15Z
MSFL,9,Sat Sep 28 2024,15:30,CEST/+0200,FK Hodonín,,,FK Blansko,,2024-09-28T13:30Z
ČFL A,8,Sat Sep 28 2024,10:30,CEST/+0200,Dynamo České Budějovice B,,,SK Petřín Plzeň,,2024-09-28T08:30Z
ČFL A,8,Sat Sep 28 2024,10:15,CEST/+0200,FK Loko Vltavín,,,TJ Jiskra Domažlice,,2024-09-28T08:15Z
ČFL A,8,Sat Sep 28 2024,,,FK Robstav,(*),,FK Příbram,cancelled,
MSFL,9,Sat Sep 28 2024,15:30,CEST/+0200,TJ Unie Hlubina,,,FC Zlínsko,,2024-09-28T13:30Z
MSFL,9,Sun Sep 29 2024,15:30,CEST/+0200,TJ Start Brno,,,FC Hlučín,,2024-09-29T13:30Z
ČFL A,8,Sun Sep 29 2024,10:15,CEST/+0200,FK Dukla Praha B,,,Slovan Velvary,,2024-09-29T08:15Z
ČFL A,8,Sun Sep 29 2024,10:30,CEST/+0200,Viktoria Plzeň B,,,FC Chomutov,,2024-09-29T08:30Z
MSFL,9,Sun Sep 29 2024,15:30,CEST/+0200,1. FC Slovácko B,,,FC Zbrojovka Brno B,,2024-09-29T13:30Z
ČFL B,8,Sun Sep 29 2024,10:15,CEST/+0200,Slovan Liberec B,,,Benátky nad Jizerou,,2024-09-29T08:15Z
ČFL B,8,Sun Sep 29 2024,10:15,CEST/+0200,Chlumec nad Cidlinou,,,Sokol Brozany,,2024-09-29T08:15Z
ČFL B,8,Sun Sep 29 2024,10:15,CEST/+0200,FC Hradec Králové B,,,Arsenal Česká Lípa,,2024-09-29T08:15Z
ČFL B,8,Sun Sep 29 2024,16:30,CEST/+0200,SK Zápy,,,Jiskra Ústí nad Orlicí,,2024-09-29T14:30Z
ČFL A,8,Sun Sep 29 2024,16:30,CEST/+0200,FK MAS Táborsko B,,,Bohemians Praha 1905 B,,2024-09-29T14:30Z
ČFL A,8,Sun Sep 29 2024,10:15,CEST/+0200,FK Admira Praha,,,Povltavská FA,,2024-09-29T08:15Z
MSFL,9,Sun Sep 29 2024,15:30,CEST/+0200,FK Frýdek-Místek,,,FC Zlín B,,2024-09-29T13:30Z
MSFL,9,Sun Sep 29 2024,15:30,CEST/+0200,FC Slovan Rosice,,,MFK Karviná B,,2024-09-29T13:30Z
MSFL,9,Sun Sep 29 2024,15:30,CEST/+0200,FC Strání,,,1. SC Znojmo,,2024-09-29T13:30Z
MSFL,9,Sun Sep 29 2024,15:30,CEST/+0200,FK Třinec,,,ČSK Uherský Brod,,2024-09-29T13:30Z
MSFL,9,Sun Sep 29 2024,15:30,CEST/+0200,Hanácká Slávia Kroměříž,,,SK Uničov,,2024-09-29T13:30Z
MSFL,3,Wed Oct 2 2024,15:30,CEST/+0200,Hanácká Slávia Kroměříž,,,MFK Karviná B,,2024-10-02T13:30Z
ČFL A,9,Fri Oct 4 2024,18:00,CEST/+0200,FK Příbram,,,Sokol Hostouň,,2024-10-04T16:00Z
ČFL A,9,Sat Oct 5 2024,10:15,CEST/+0200,SK Petřín Plzeň,,,FK MAS Táborsko B,,2024-10-05T08:15Z
ČFL B,9,Sat Oct 5 2024,16:00,CEST/+0200,Jiskra Ústí nad Orlicí,,,FK Ústí nad Labem,,2024-10-05T14:00Z
ČFL B,9,Sat Oct 5 2024,16:00,CEST/+0200,SK Kladno,,,Slovan Liberec B,,2024-10-05T14:00Z
ČFL A,9,Sat Oct 5 2024,16:00,CEST/+0200,TJ Jiskra Domažlice,,,Dynamo České Budějovice B,,2024-10-05T14:00Z
ČFL B,9,Sat Oct 5 2024,10:15,CEST/+0200,FK Pardubice B,,,FC Hradec Králové B,,2024-10-05T08:15Z
ČFL A,9,Sat Oct 5 2024,10:15,CEST/+0200,FK Motorlet Praha,,,FK Dukla Praha B,,2024-10-05T08:15Z
ČFL A,9,Sat Oct 5 2024,10:15,CEST/+0200,FC Chomutov,,,FK Admira Praha,,2024-10-05T08:15Z
ČFL A,9,Sat Oct 5 2024,,,Slovan Velvary,(*),,FK Robstav,cancelled,
ČFL B,9,Sat Oct 5 2024,16:00,CEST/+0200,Arsenal Česká Lípa,,,FK Kolín,,2024-10-05T14:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,ČSK Uherský Brod,,,FK Hodonín,,2024-10-06T13:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,FC Zlínsko,,,FK Třinec,,2024-10-06T13:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,FC Strání,,,Hanácká Slávia Kroměříž,,2024-10-06T13:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,SK Uničov,,,TJ Unie Hlubina,,2024-10-06T13:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,FC Zbrojovka Brno B,,,FK Frýdek-Místek,,2024-10-06T13:00Z
ČFL A,9,Sun Oct 6 2024,10:15,CEST/+0200,Bohemians Praha 1905 B,,,FC Písek,,2024-10-06T08:15Z
ČFL A,9,Sun Oct 6 2024,16:00,CEST/+0200,Povltavská FA,,,FK Loko Vltavín,,2024-10-06T14:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,MFK Karviná B,,,TJ Start Brno,,2024-10-06T13:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,FC Zlín B,,,FC Slovan Rosice,,2024-10-06T13:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,FK Blansko,,,1. FC Slovácko B,,2024-10-06T13:00Z
ČFL B,9,Sun Oct 6 2024,10:15,CEST/+0200,FK Mlada Boleslav B,,,SK Zápy,,2024-10-06T08:15Z
ČFL B,9,Sun Oct 6 2024,11:00,CEST/+0200,FK Teplice B,,,Baník Most - Souš,,2024-10-06T09:00Z
ČFL B,9,Sun Oct 6 2024,16:00,CEST/+0200,Sokol Brozany,,,Sokol Živanice,,2024-10-06T14:00Z
ČFL B,9,Sun Oct 6 2024,16:00,CEST/+0200,Benátky nad Jizerou,,,FK Jablonec B,,2024-10-06T14:00Z
MSFL,10,Sun Oct 6 2024,15:00,CEST/+0200,1. SC Znojmo,,,FC Hlučín,,2024-10-06T13:00Z
ČFL B,10,Sat Oct 12 2024,16:00,CEST/+0200,Chlumec nad Cidlinou,,,FK Teplice B,,2024-10-12T14:00Z
ČFL B,10,Sat Oct 12 2024,16:00,CEST/+0200,Slovan Liberec B,,,Sokol Brozany,,2024-10-12T14:00Z
ČFL B,10,Sat Oct 12 2024,16:00,CEST/+0200,FK Ústí nad Labem,,,FK Mlada Boleslav B,,2024-10-12T14:00Z
ČFL B,10,Sat Oct 12 2024,16:00,CEST/+0200,Baník Most - Souš,,,Jiskra Ústí nad Orlicí,,2024-10-12T14:00Z
ČFL B,10,Sat Oct 12 2024,16:00,CEST/+0200,FK Kolín,,,SK Zápy,,2024-10-12T14:00Z
ČFL B,10,Sat Oct 12 2024,16:00,CEST/+0200,Arsenal Česká Lípa,,,FK Pardubice B,,2024-10-12T14:00Z
MSFL,11,Sat Oct 12 2024,15:00,CEST/+0200,FK Hodonín,,,FC Zlínsko,,2024-10-12T13:00Z
MSFL,11,Sat Oct 12 2024,15:00,CEST/+0200,TJ Unie Hlubina,,,FC Strání,,2024-10-12T13:00Z
ČFL A,10,Sat Oct 12 2024,,,FK Robstav,(*),,FK Motorlet Praha,cancelled,
ČFL A,10,Sat Oct 12 2024,16:00,CEST/+0200,FC Písek,,,SK Petřín Plzeň,,2024-10-12T14:00Z
ČFL A,10,Sat Oct 12 2024,16:00,CEST/+0200,Dynamo České Budějovice B,,,FK MAS Táborsko B,,2024-10-12T14:00Z
ČFL A,10,Sat Oct 12 2024,16:00,CEST/+0200,TJ Jiskra Domažlice,,,Povltavská FA,,2024-10-12T14:00Z
ČFL A,10,Sat Oct 12 2024,16:00,CEST/+0200,FK Dukla Praha B,,,Bohemians Praha 1905 B,,2024-10-12T14:00Z
ČFL A,10,Sat Oct 12 2024,16:00,CEST/+0200,FK Loko Vltavín,,,FC Chomutov,,2024-10-12T14:00Z
ČFL B,10,Sat Oct 12 2024,16:00,CEST/+0200,FK Jablonec B,,,SK Kladno,,2024-10-12T14:00Z
ČFL A,10,Sat Oct 12 2024,16:00,CEST/+0200,Sokol Hostouň,,,Slovan Velvary,,2024-10-12T14:00Z
MSFL,11,Sun Oct 13 2024,15:00,CEST/+0200,TJ Start Brno,,,FC Zlín B,,2024-10-13T13:00Z
MSFL,11,Sun Oct 13 2024,15:00,CEST/+0200,1. FC Slovácko B,,,ČSK Uherský Brod,,2024-10-13T13:00Z
ČFL A,10,Sun Oct 13 2024,10:30,CEST/+0200,Viktoria Plzeň B,,,FK Příbram,,2024-10-13T08:30Z
MSFL,11,Sun Oct 13 2024,15:00,CEST/+0200,FC Hlučín,,,MFK Karviná B,,2024-10-13T13:00Z
MSFL,11,Sun Oct 13 2024,15:00,CEST/+0200,Hanácká Slávia Kroměříž,,,1. SC Znojmo,,2024-10-13T13:00Z
ČFL B,10,Sun Oct 13 2024,10:15,CEST/+0200,FC Hradec Králové B,,,Benátky nad Jizerou,,2024-10-13T08:15Z
MSFL,11,Sun Oct 13 2024,15:00,CEST/+0200,FC Slovan Rosice,,,FC Zbrojovka Brno B,,2024-10-13T13:00Z
MSFL,11,Sun Oct 13 2024,15:00,CEST/+0200,FK Frýdek-Místek,,,FK Blansko,,2024-10-13T13:00Z
MSFL,11,Sun Oct 13 2024,15:00,CEST/+0200,FK Třinec,,,SK Uničov,,2024-10-13T13:00Z
ČFL B,11,Sat Oct 19 2024,15:30,CEST/+0200,FK Mlada Boleslav B,,,Baník Most - Souš,,2024-10-19T13:30Z
ČFL B,11,Sat Oct 19 2024,15:30,CEST/+0200,Sokol Brozany,,,FK Jablonec B,,2024-10-19T13:30Z
ČFL A,11,Sat Oct 19 2024,15:30,CEST/+0200,Povltavská FA,,,Dynamo České Budějovice B,,2024-10-19T13:30Z
ČFL A,11,Sat Oct 19 2024,15:30,CEST/+0200,FK Příbram,,,FK Admira Praha,,2024-10-19T13:30Z
ČFL A,11,Sat Oct 19 2024,15:30,CEST/+0200,FK Motorlet Praha,,,Sokol Hostouň,,2024-10-19T13:30Z
ČFL A,11,Sat Oct 19 2024,15:30,CEST/+0200,Slovan Velvary,,,Viktoria Plzeň B,,2024-10-19T13:30Z
ČFL A,11,Sat Oct 19 2024,15:30,CEST/+0200,SK Petřín Plzeň,,,FK Dukla Praha B,,2024-10-19T13:30Z
ČFL A,11,Sat Oct 19 2024,15:30,CEST/+0200,FC Chomutov,,,TJ Jiskra Domažlice,,2024-10-19T13:30Z
ČFL A,11,Sat Oct 19 2024,,,Bohemians Praha 1905 B,(*),,FK Robstav,cancelled,
ČFL B,11,Sat Oct 19 2024,15:30,CEST/+0200,FK Teplice B,,,Sokol Živanice,,2024-10-19T13:30Z
ČFL B,11,Sat Oct 19 2024,15:30,CEST/+0200,SK Kladno,,,FC Hradec Králové B,,2024-10-19T13:30Z
ČFL B,11,Sat Oct 19 2024,15:30,CEST/+0200,Jiskra Ústí nad Orlicí,,,Chlumec nad Cidlinou,,2024-10-19T13:30Z
ČFL B,11,Sat Oct 19 2024,15:30,CEST/+0200,FK Pardubice B,,,FK Kolín,,2024-10-19T13:30Z
ČFL A,11,Sun Oct 20 2024,15:30,CEST/+0200,FK MAS Táborsko B,,,FC Písek,,2024-10-20T13:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,FC Strání,,,FK Třinec,,2024-10-20T12:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,SK Uničov,,,FK Hodonín,,2024-10-20T12:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,FC Zbrojovka Brno B,,,TJ Start Brno,,2024-10-20T12:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,FC Zlín B,,,FC Hlučín,,2024-10-20T12:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,Hanácká Slávia Kroměříž,,,TJ Unie Hlubina,,2024-10-20T12:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,FC Zlínsko,,,1. FC Slovácko B,,2024-10-20T12:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,ČSK Uherský Brod,,,FK Frýdek-Místek,,2024-10-20T12:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,FK Blansko,,,FC Slovan Rosice,,2024-10-20T12:30Z
ČFL B,11,Sun Oct 20 2024,15:30,CEST/+0200,Benátky nad Jizerou,,,Arsenal Česká Lípa,,2024-10-20T13:30Z
ČFL B,11,Sun Oct 20 2024,15:30,CEST/+0200,SK Zápy,,,FK Ústí nad Labem,,2024-10-20T13:30Z
MSFL,12,Sun Oct 20 2024,14:30,CEST/+0200,1. SC Znojmo,,,MFK Karviná B,,2024-10-20T12:30Z
ČFL B,12,Sat Oct 26 2024,14:30,CEST/+0200,Slovan Liberec B,,,FK Teplice B,,2024-10-26T12:30Z
ČFL B,12,Sat Oct 26 2024,14:30,CEST/+0200,FK Kolín,,,FK Ústí nad Labem,,2024-10-26T12:30Z
ČFL B,12,Sat Oct 26 2024,14:30,CEST/+0200,Baník Most - Souš,,,SK Zápy,,2024-10-26T12:30Z
ČFL B,12,Sat Oct 26 2024,14:30,CEST/+0200,Arsenal Česká Lípa,,,SK Kladno,,2024-10-26T12:30Z
ČFL A,12,Sat Oct 26 2024,,,FK Robstav,(*),,SK Petřín Plzeň,cancelled,
ČFL A,12,Sat Oct 26 2024,14:30,CEST/+0200,FK Dukla Praha B,,,FK MAS Táborsko B,,2024-10-26T12:30Z
ČFL A,12,Sat Oct 26 2024,14:30,CEST/+0200,Sokol Hostouň,,,Bohemians Praha 1905 B,,2024-10-26T12:30Z
ČFL A,12,Sat Oct 26 2024,14:30,CEST/+0200,FK Loko Vltavín,,,FK Příbram,,2024-10-26T12:30Z
ČFL A,12,Sat Oct 26 2024,14:30,CEST/+0200,Dynamo České Budějovice B,,,FC Písek,,2024-10-26T12:30Z
ČFL A,12,Sat Oct 26 2024,14:30,CEST/+0200,Povltavská FA,,,FC Chomutov,,2024-10-26T12:30Z
ČFL A,12,Sat Oct 26 2024,14:30,CEST/+0200,FK Admira Praha,,,Slovan Velvary,,2024-10-26T12:30Z
ČFL B,12,Sat Oct 26 2024,14:30,CEST/+0200,FK Pardubice B,,,Benátky nad Jizerou,,2024-10-26T12:30Z
MSFL,13,Sat Oct 26 2024,14:30,CEST/+0200,FK Hodonín,,,FC Strání,,2024-10-26T12:30Z
MSFL,13,Sat Oct 26 2024,14:30,CEST/+0200,TJ Unie Hlubina,,,1. SC Znojmo,,2024-10-26T12:30Z
ČFL B,12,Sat Oct 26 2024,14:30,CEST/+0200,Chlumec nad Cidlinou,,,FK Mlada Boleslav B,,2024-10-26T12:30Z
ČFL B,12,Sat Oct 26 2024,14:30,CEST/+0200,Sokol Živanice,,,Jiskra Ústí nad Orlicí,,2024-10-26T12:30Z
ČFL A,12,Sun Oct 27 2024,10:30,CET/+0100,Viktoria Plzeň B,,,FK Motorlet Praha,,2024-10-27T09:30Z
MSFL,13,Sun Oct 27 2024,14:30,CET/+0100,FC Slovan Rosice,,,ČSK Uherský Brod,,2024-10-27T13:30Z
MSFL,13,Sun Oct 27 2024,14:30,CET/+0100,FK Frýdek-Místek,,,FC Zlínsko,,2024-10-27T13:30Z
MSFL,13,Sun Oct 27 2024,14:30,CET/+0100,FC Hlučín,,,FC Zbrojovka Brno B,,2024-10-27T13:30Z
MSFL,13,Sun Oct 27 2024,14:30,CET/+0100,MFK Karviná B,,,FC Zlín B,,2024-10-27T13:30Z
MSFL,13,Sun Oct 27 2024,14:30,CET/+0100,FK Třinec,,,Hanácká Slávia Kroměříž,,2024-10-27T13:30Z
MSFL,13,Sun Oct 27 2024,14:30,CET/+0100,TJ Start Brno,,,FK Blansko,,2024-10-27T13:30Z
MSFL,13,Sun Oct 27 2024,14:30,CET/+0100,1. FC Slovácko B,,,SK Uničov,,2024-10-27T13:30Z
ČFL B,12,Sun Oct 27 2024,10:15,CET/+0100,FC Hradec Králové B,,,Sokol Brozany,,2024-10-27T09:15Z
ČFL A,13,Sat Nov 2 2024,14:00,CET/+0100,SK Petřín Plzeň,,,Sokol Hostouň,,2024-11-02T13:00Z
ČFL A,13,Sat Nov 2 2024,14:00,CET/+0100,FC Chomutov,,,Dynamo České Budějovice B,,2024-11-02T13:00Z
ČFL A,13,Sat Nov 2 2024,14:00,CET/+0100,FK Příbram,,,TJ Jiskra Domažlice,,2024-11-02T13:00Z
ČFL A,13,Sat Nov 2 2024,14:00,CET/+0100,Slovan Velvary,,,FK Loko Vltavín,,2024-11-02T13:00Z
ČFL A,13,Sat Nov 2 2024,14:00,CET/+0100,FK Motorlet Praha,,,FK Admira Praha,,2024-11-02T13:00Z
ČFL A,13,Sat Nov 2 2024,14:00,CET/+0100,Bohemians Praha 1905 B,,,Viktoria Plzeň B,,2024-11-02T13:00Z
MSFL,14,Sat Nov 2 2024,14:00,CET/+0100,TJ Unie Hlubina,,,FK Třinec,,2024-11-02T13:00Z
ČFL A,13,Sat Nov 2 2024,14:00,CET/+0100,FC Písek,,,FK Dukla Praha B,,2024-11-02T13:00Z
ČFL B,13,Sat Nov 2 2024,14:00,CET/+0100,FK Mlada Boleslav B,,,Sokol Živanice,,2024-11-02T13:00Z
ČFL B,13,Sat Nov 2 2024,14:00,CET/+0100,Sokol Brozany,,,Arsenal Česká Lípa,,2024-11-02T13:00Z
ČFL B,13,Sat Nov 2 2024,14:00,CET/+0100,FK Teplice B,,,FK Jablonec B,,2024-11-02T13:00Z
ČFL B,13,Sat Nov 2 2024,14:00,CET/+0100,SK Kladno,,,FK Pardubice B,,2024-11-02T13:00Z
ČFL B,13,Sat Nov 2 2024,14:00,CET/+0100,FK Ústí nad Labem,,,Baník Most - Souš,,2024-11-02T13:00Z
ČFL B,13,Sat Nov 2 2024,14:00,CET/+0100,Jiskra Ústí nad Orlicí,,,Slovan Liberec B,,2024-11-02T13:00Z
ČFL B,13,Sun Nov 3 2024,14:00,CET/+0100,Benátky nad Jizerou,,,FK Kolín,,2024-11-03T13:00Z
ČFL B,13,Sun Nov 3 2024,14:00,CET/+0100,SK Zápy,,,Chlumec nad Cidlinou,,2024-11-03T13:00Z
ČFL A,13,Sun Nov 3 2024,,,FK MAS Táborsko B,(*),,FK Robstav,cancelled,
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,FK Blansko,,,FC Hlučín,,2024-11-03T13:00Z
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,ČSK Uherský Brod,,,TJ Start Brno,,2024-11-03T13:00Z
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,FC Zlínsko,,,FC Slovan Rosice,,2024-11-03T13:00Z
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,Hanácká Slávia Kroměříž,,,FK Hodonín,,2024-11-03T13:00Z
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,FC Strání,,,1. FC Slovácko B,,2024-11-03T13:00Z
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,1. SC Znojmo,,,FC Zlín B,,2024-11-03T13:00Z
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,FC Zbrojovka Brno B,,,MFK Karviná B,,2024-11-03T13:00Z
MSFL,14,Sun Nov 3 2024,14:00,CET/+0100,SK Uničov,,,FK Frýdek-Místek,,2024-11-03T13:00Z
ČFL B,14,Sat Nov 9 2024,14:00,CET/+0100,FK Kolín,,,Baník Most - Souš,,2024-11-09T13:00Z
ČFL B,14,Sat Nov 9 2024,14:00,CET/+0100,Sokol Živanice,,,SK Zápy,,2024-11-09T13:00Z
ČFL A,14,Sat Nov 9 2024,14:00,CET/+0100,TJ Jiskra Domažlice,,,Slovan Velvary,,2024-11-09T13:00Z
ČFL A,14,Sat Nov 9 2024,14:00,CET/+0100,FK Admira Praha,,,Bohemians Praha 1905 B,,2024-11-09T13:00Z
ČFL B,14,Sat Nov 9 2024,14:00,CET/+0100,Slovan Liberec B,,,FK Mlada Boleslav B,,2024-11-09T13:00Z
ČFL B,14,Sat Nov 9 2024,14:00,CET/+0100,FK Pardubice B,,,Sokol Brozany,,2024-11-09T13:00Z
MSFL,15,Sat Nov 9 2024,14:00,CET/+0100,FK Hodonín,,,TJ Unie Hlubina,,2024-11-09T13:00Z
ČFL A,14,Sat Nov 9 2024,14:00,CET/+0100,Sokol Hostouň,,,FK MAS Táborsko B,,2024-11-09T13:00Z
ČFL A,14,Sat Nov 9 2024,14:00,CET/+0100,Dynamo České Budějovice B,,,FK Dukla Praha B,,2024-11-09T13:00Z
ČFL A,14,Sat Nov 9 2024,14:00,CET/+0100,Povltavská FA,,,FK Příbram,,2024-11-09T13:00Z
ČFL A,14,Sat Nov 9 2024,14:00,CET/+0100,FK Loko Vltavín,,,FK Motorlet Praha,,2024-11-09T13:00Z
ČFL A,14,Sat Nov 9 2024,,,FK Robstav,(*),,FC Písek,cancelled,
ČFL B,14,Sat Nov 9 2024,14:00,CET/+0100,Chlumec nad Cidlinou,,,FK Ústí nad Labem,,2024-11-09T13:00Z
ČFL B,14,Sat Nov 9 2024,14:00,CET/+0100,FK Jablonec B,,,Jiskra Ústí nad Orlicí,,2024-11-09T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,FK Frýdek-Místek,,,FC Strání,,2024-11-10T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,FC Zlín B,,,FC Zbrojovka Brno B,,2024-11-10T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,FC Hlučín,,,ČSK Uherský Brod,,2024-11-10T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,1. FC Slovácko B,,,Hanácká Slávia Kroměříž,,2024-11-10T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,MFK Karviná B,,,FK Blansko,,2024-11-10T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,FK Třinec,,,1. SC Znojmo,,2024-11-10T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,TJ Start Brno,,,FC Zlínsko,,2024-11-10T13:00Z
ČFL A,14,Sun Nov 10 2024,10:30,CET/+0100,Viktoria Plzeň B,,,SK Petřín Plzeň,,2024-11-10T09:30Z
ČFL B,14,Sun Nov 10 2024,10:15,CET/+0100,FC Hradec Králové B,,,FK Teplice B,,2024-11-10T09:15Z
ČFL B,14,Sun Nov 10 2024,14:00,CET/+0100,Benátky nad Jizerou,,,SK Kladno,,2024-11-10T13:00Z
MSFL,15,Sun Nov 10 2024,14:00,CET/+0100,FC Slovan Rosice,,,SK Uničov,,2024-11-10T13:00Z
ČFL B,15,Sat Nov 16 2024,13:30,CET/+0100,FK Teplice B,,,Arsenal Česká Lípa,,2024-11-16T12:30Z
ČFL B,15,Sat Nov 16 2024,13:30,CET/+0100,FK Mlada Boleslav B,,,FK Jablonec B,,2024-11-16T12:30Z
ČFL B,15,Sat Nov 16 2024,13:30,CET/+0100,Baník Most - Souš,,,Chlumec nad Cidlinou,,2024-11-16T12:30Z
ČFL B,15,Sat Nov 16 2024,13:30,CET/+0100,FK Ústí nad Labem,,,Sokol Živanice,,2024-11-16T12:30Z
ČFL B,15,Sat Nov 16 2024,13:30,CET/+0100,Jiskra Ústí nad Orlicí,,,FC Hradec Králové B,,2024-11-16T12:30Z
ČFL B,15,Sat Nov 16 2024,13:30,CET/+0100,SK Kladno,,,FK Kolín,,2024-11-16T12:30Z
MSFL,16,Sat Nov 16 2024,13:30,CET/+0100,TJ Unie Hlubina,,,1. FC Slovácko B,,2024-11-16T12:30Z
ČFL A,15,Sat Nov 16 2024,,,FK Dukla Praha B,(*),,FK Robstav,cancelled,
ČFL A,15,Sat Nov 16 2024,13:30,CET/+0100,SK Petřín Plzeň,,,FK Admira Praha,,2024-11-16T12:30Z
ČFL A,15,Sat Nov 16 2024,13:30,CET/+0100,Bohemians Praha 1905 B,,,FK Loko Vltavín,,2024-11-16T12:30Z
ČFL A,15,Sat Nov 16 2024,13:30,CET/+0100,FC Písek,,,Sokol Hostouň,,2024-11-16T12:30Z
ČFL A,15,Sat Nov 16 2024,13:30,CET/+0100,Slovan Velvary,,,Povltavská FA,,2024-11-16T12:30Z
ČFL A,15,Sat Nov 16 2024,13:30,CET/+0100,FK Motorlet Praha,,,TJ Jiskra Domažlice,,2024-11-16T12:30Z
ČFL B,15,Sat Nov 16 2024,13:30,CET/+0100,Sokol Brozany,,,Benátky nad Jizerou,,2024-11-16T12:30Z
ČFL A,15,Sat Nov 16 2024,13:30,CET/+0100,FK Příbram,,,FC Chomutov,,2024-11-16T12:30Z
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,Hanácká Slávia Kroměříž,,,FK Frýdek-Místek,,2024-11-17T12:30Z
ČFL A,15,Sun Nov 17 2024,13:30,CET/+0100,FK MAS Táborsko B,,,Viktoria Plzeň B,,2024-11-17T12:30Z
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,FK Blansko,,,FC Zlín B,,2024-11-17T12:30Z
MSFL,16,Sun Nov 17 2024,13:30,CET/+0100,ČSK Uherský Brod,,,MFK Karviná B,,2024-11-17T12:30Z
