Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
41,Sat Apr 5 2003,15:00,BST/+0100,Southend United,2-0,Darlington FC,2003-04-05T14:00Z
27,Tue Apr 8 2003,19:45,BST/+0100,Rochdale AFC,1-1,Bristol Rovers,2003-04-08T18:45Z
29,Wed Apr 9 2003,19:45,BST/+0100,Shrewsbury Town,1-2,Wrexham AFC,2003-04-09T18:45Z
42,Sat Apr 12 2003,15:00,BST/+0100,Swansea City,1-1,Scunthorpe United,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,York City,2-2,Rochdale AFC,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Rushden & Diamonds FC,1-0,Lincoln City,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Wrexham AFC,3-2,Bristol Rovers,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Torquay United,2-2,Macclesfield Town,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Oxford United,2-1,Kidderminster Harriers,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Boston United,0-1,Hull City,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,AFC Bournemouth,1-0,Southend United,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Bury FC,1-1,Carlisle United,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Cambridge United,2-1,Exeter City,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Darlington FC,5-1,Shrewsbury Town,2003-04-12T14:00Z
42,Sat Apr 12 2003,15:00,BST/+0100,Hartlepool United,4-1,Leyton Orient,2003-04-12T14:00Z
32,Tue Apr 15 2003,19:45,BST/+0100,Shrewsbury Town,2-3,Macclesfield Town,2003-04-15T18:45Z
36,Tue Apr 15 2003,19:45,BST/+0100,Rochdale AFC,0-1,Kidderminster Harriers,2003-04-15T18:45Z
41,Tue Apr 15 2003,19:45,BST/+0100,Carlisle United,1-1,York City,2003-04-15T18:45Z
43,Fri Apr 18 2003,15:00,BST/+0100,Rochdale AFC,1-2,Bury FC,2003-04-18T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Macclesfield Town,1-0,Darlington FC,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Scunthorpe United,4-0,Hartlepool United,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Shrewsbury Town,1-2,Boston United,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Bristol Rovers,3-1,Cambridge United,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Carlisle United,1-2,Rushden & Diamonds FC,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Exeter City,2-2,Oxford United,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Hull City,3-1,AFC Bournemouth,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Kidderminster Harriers,0-2,Wrexham AFC,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Leyton Orient,3-1,Swansea City,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Lincoln City,1-0,York City,2003-04-19T14:00Z
43,Sat Apr 19 2003,15:00,BST/+0100,Southend United,3-0,Torquay United,2003-04-19T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Hartlepool United,2-2,Rochdale AFC,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,York City,0-0,Kidderminster Harriers,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Wrexham AFC,6-1,Carlisle United,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Boston United,1-0,Southend United,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,AFC Bournemouth,2-1,Shrewsbury Town,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Bury FC,0-0,Scunthorpe United,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Darlington FC,2-0,Hull City,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Torquay United,2-2,Leyton Orient,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Oxford United,0-1,Bristol Rovers,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Rushden & Diamonds FC,3-0,Macclesfield Town,2003-04-21T14:00Z
44,Mon Apr 21 2003,15:00,BST/+0100,Swansea City,0-1,Exeter City,2003-04-21T14:00Z
44,Tue Apr 22 2003,19:45,BST/+0100,Cambridge United,0-0,Lincoln City,2003-04-22T18:45Z
45,Sat Apr 26 2003,15:00,BST/+0100,Wrexham AFC,5-0,Cambridge United,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Torquay United,2-3,Carlisle United,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,York City,0-2,Exeter City,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Boston United,2-1,Macclesfield Town,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,AFC Bournemouth,0-1,Lincoln City,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Bristol Rovers,2-1,Darlington FC,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Hartlepool United,3-0,Shrewsbury Town,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Hull City,4-1,Kidderminster Harriers,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Leyton Orient,0-0,Rushden & Diamonds FC,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Rochdale AFC,1-2,Swansea City,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Scunthorpe United,2-0,Oxford United,2003-04-26T14:00Z
45,Sat Apr 26 2003,15:00,BST/+0100,Southend United,1-2,Bury FC,2003-04-26T14:00Z
40,Tue Apr 29 2003,19:45,BST/+0100,Rochdale AFC,2-1,Hull City,2003-04-29T18:45Z
40,Tue Apr 29 2003,19:45,BST/+0100,Shrewsbury Town,2-3,Carlisle United,2003-04-29T18:45Z
40,Tue Apr 29 2003,19:45,BST/+0100,Leyton Orient,0-1,Wrexham AFC,2003-04-29T18:45Z
46,Sat May 3 2003,15:00,BST/+0100,Bury FC,0-3,Wrexham AFC,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Cambridge United,1-2,Boston United,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Carlisle United,0-2,AFC Bournemouth,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Darlington FC,2-2,Leyton Orient,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Exeter City,1-0,Southend United,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Kidderminster Harriers,1-1,Bristol Rovers,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Lincoln City,1-1,Torquay United,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Macclesfield Town,3-2,Rochdale AFC,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Oxford United,2-0,York City,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Rushden & Diamonds FC,1-1,Hartlepool United,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Shrewsbury Town,1-2,Scunthorpe United,2003-05-03T14:00Z
46,Sat May 3 2003,15:00,BST/+0100,Swansea City,4-2,Hull City,2003-05-03T14:00Z
