Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
21,Sat Dec 13 2003,15:00,GMT/+0000,Kidderminster Harriers,2-1,Leyton Orient,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Macclesfield Town,4-0,Huddersfield Town,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Mansfield Town,1-2,Lincoln City,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Oxford United,2-1,Carlisle United,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Scunthorpe United,1-1,Hull City,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Swansea City,2-3,Southend United,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Torquay United,1-1,York City,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Bristol Rovers,0-1,Yeovil Town,2003-12-13T15:00Z
21,Sat Dec 13 2003,15:00,GMT/+0000,Boston United,1-1,Northampton Town,2003-12-13T15:00Z
22,Fri Dec 19 2003,19:45,GMT/+0000,Doncaster Rovers,3-1,Swansea City,2003-12-19T19:45Z
22,Fri Dec 19 2003,19:45,GMT/+0000,Northampton Town,1-2,Cambridge United,2003-12-19T19:45Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Hull City,0-1,Mansfield Town,2003-12-20T15:00Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Huddersfield Town,1-1,Oxford United,2003-12-20T15:00Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Darlington FC,0-1,Macclesfield Town,2003-12-20T15:00Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Rochdale AFC,1-0,Boston United,2003-12-20T15:00Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Southend United,0-1,Bristol Rovers,2003-12-20T15:00Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Yeovil Town,2-1,Scunthorpe United,2003-12-20T15:00Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Leyton Orient,2-0,Bury FC,2003-12-20T15:00Z
22,Sat Dec 20 2003,15:00,GMT/+0000,Carlisle United,2-0,Torquay United,2003-12-20T15:00Z
22,Sun Dec 21 2003,15:00,GMT/+0000,York City,1-0,Kidderminster Harriers,2003-12-21T15:00Z
23,Fri Dec 26 2003,12:00,GMT/+0000,Doncaster Rovers,1-0,Scunthorpe United,2003-12-26T12:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Boston United,0-1,Lincoln City,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Bristol Rovers,1-2,Northampton Town,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Bury FC,1-3,Carlisle United,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Cambridge United,0-1,Southend United,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Cheltenham Town,3-2,Macclesfield Town,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Darlington FC,0-1,Huddersfield Town,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Mansfield Town,1-0,Rochdale AFC,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Oxford United,2-1,Leyton Orient,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,Yeovil Town,1-2,Kidderminster Harriers,2003-12-26T15:00Z
23,Fri Dec 26 2003,15:00,GMT/+0000,York City,0-2,Hull City,2003-12-26T15:00Z
23,Fri Dec 26 2003,13:30,GMT/+0000,Torquay United,0-0,Swansea City,2003-12-26T13:30Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Carlisle United,1-1,Darlington FC,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Huddersfield Town,1-0,Bury FC,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Hull City,3-1,Doncaster Rovers,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Leyton Orient,0-0,Torquay United,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Lincoln City,2-2,Cambridge United,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Macclesfield Town,1-1,Mansfield Town,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Northampton Town,1-0,Cheltenham Town,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Rochdale AFC,1-2,York City,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Scunthorpe United,0-1,Boston United,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Southend United,0-1,Oxford United,2003-12-28T15:00Z
24,Sun Dec 28 2003,15:00,GMT/+0000,Swansea City,3-2,Yeovil Town,2003-12-28T15:00Z
24,Sun Dec 28 2003,13:00,GMT/+0000,Kidderminster Harriers,1-0,Bristol Rovers,2003-12-28T13:00Z
25,Sat Jan 3 2004,15:00,GMT/+0000,Huddersfield Town,3-1,Doncaster Rovers,2004-01-03T15:00Z
25,Sat Jan 3 2004,15:00,GMT/+0000,Hull City,2-0,Cambridge United,2004-01-03T15:00Z
25,Sat Jan 3 2004,15:00,GMT/+0000,Leyton Orient,1-0,Darlington FC,2004-01-03T15:00Z
25,Sat Jan 3 2004,15:00,GMT/+0000,Lincoln City,2-1,Bury FC,2004-01-03T15:00Z
25,Sat Jan 3 2004,15:00,GMT/+0000,Rochdale AFC,1-0,Torquay United,2004-01-03T15:00Z
25,Sat Jan 3 2004,15:00,GMT/+0000,Carlisle United,2-1,Boston United,2004-01-03T15:00Z
25,Tue Jan 6 2004,19:45,GMT/+0000,Swansea City,0-0,Oxford United,2004-01-06T19:45Z
26,Fri Jan 9 2004,19:45,GMT/+0000,Cheltenham Town,1-1,Southend United,2004-01-09T19:45Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Yeovil Town,1-0,Rochdale AFC,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,York City,2-0,Carlisle United,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Oxford United,0-0,Lincoln City,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Bristol Rovers,1-0,Scunthorpe United,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Boston United,3-1,Macclesfield Town,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Torquay United,3-1,Northampton Town,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Bury FC,2-0,Swansea City,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Cambridge United,1-2,Huddersfield Town,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Darlington FC,0-1,Hull City,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Doncaster Rovers,5-0,Leyton Orient,2004-01-10T15:00Z
26,Sat Jan 10 2004,15:00,GMT/+0000,Mansfield Town,1-0,Kidderminster Harriers,2004-01-10T15:00Z
25,Tue Jan 13 2004,19:45,GMT/+0000,Macclesfield Town,2-1,Bristol Rovers,2004-01-13T19:45Z
22,Tue Jan 13 2004,19:45,GMT/+0000,Lincoln City,0-0,Cheltenham Town,2004-01-13T19:45Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Macclesfield Town,0-1,Cambridge United,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Swansea City,0-0,Cheltenham Town,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Carlisle United,2-0,Yeovil Town,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Huddersfield Town,2-0,Boston United,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Hull City,4-2,Oxford United,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Kidderminster Harriers,1-1,Darlington FC,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Leyton Orient,3-1,Mansfield Town,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Lincoln City,1-3,Torquay United,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Southend United,0-2,Doncaster Rovers,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Northampton Town,2-1,York City,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Rochdale AFC,2-2,Bristol Rovers,2004-01-17T15:00Z
27,Sat Jan 17 2004,15:00,GMT/+0000,Scunthorpe United,0-0,Bury FC,2004-01-17T15:00Z
28,Fri Jan 23 2004,19:45,GMT/+0000,Doncaster Rovers,0-2,Lincoln City,2004-01-23T19:45Z
28,Sat Jan 24 2004,15:00,GMT/+0000,Yeovil Town,1-2,Leyton Orient,2004-01-24T15:00Z
28,Sat Jan 24 2004,15:00,GMT/+0000,Torquay United,4-1,Macclesfield Town,2004-01-24T15:00Z
28,Sat Jan 24 2004,15:00,GMT/+0000,Bristol Rovers,1-0,Carlisle United,2004-01-24T15:00Z
28,Sat Jan 24 2004,15:00,GMT/+0000,Bury FC,0-0,Kidderminster Harriers,2004-01-24T15:00Z
28,Sat Jan 24 2004,15:00,GMT/+0000,Cambridge United,0-0,Rochdale AFC,2004-01-24T15:00Z
28,Sat Jan 24 2004,15:00,GMT/+0000,Cheltenham Town,0-2,Hull City,2004-01-24T15:00Z
28,Sat Jan 24 2004,15:00,GMT/+0000,Mansfield Town,1-0,Southend United,2004-01-24T15:00Z
28,Sun Jan 25 2004,15:00,GMT/+0000,York City,0-2,Huddersfield Town,2004-01-25T15:00Z
25,Tue Jan 27 2004,19:45,GMT/+0000,Southend United,0-0,York City,2004-01-27T19:45Z
25,Tue Jan 27 2004,19:30,GMT/+0000,Scunthorpe United,0-0,Mansfield Town,2004-01-27T19:30Z
29,Fri Jan 30 2004,19:45,GMT/+0000,Doncaster Rovers,1-0,Northampton Town,2004-01-30T19:45Z
29,Sat Jan 31 2004,15:00,GMT/+0000,Darlington FC,1-0,Rochdale AFC,2004-01-31T15:00Z
29,Sat Jan 31 2004,15:00,GMT/+0000,Oxford United,2-1,Kidderminster Harriers,2004-01-31T15:00Z
29,Sat Jan 31 2004,15:00,GMT/+0000,Yeovil Town,2-2,Macclesfield Town,2004-01-31T15:00Z
29,Sat Jan 31 2004,15:00,GMT/+0000,Cheltenham Town,1-0,Leyton Orient,2004-01-31T15:00Z
25,Tue Feb 3 2004,19:45,GMT/+0000,Northampton Town,2-0,Yeovil Town,2004-02-03T19:45Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Southend United,1-0,Cambridge United,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Swansea City,1-2,Torquay United,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Rochdale AFC,3-0,Mansfield Town,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Northampton Town,2-0,Bristol Rovers,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Macclesfield Town,1-2,Cheltenham Town,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Lincoln City,1-1,Boston United,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Leyton Orient,1-0,Oxford United,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Scunthorpe United,2-2,Doncaster Rovers,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Kidderminster Harriers,0-1,Yeovil Town,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Carlisle United,2-1,Bury FC,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Huddersfield Town,0-2,Darlington FC,2004-02-07T15:00Z
30,Sat Feb 7 2004,15:00,GMT/+0000,Hull City,2-1,York City,2004-02-07T15:00Z
25,Tue Feb 10 2004,19:45,GMT/+0000,Kidderminster Harriers,0-0,Cheltenham Town,2004-02-10T19:45Z
28,Wed Feb 11 2004,19:45,GMT/+0000,Oxford United,3-2,Scunthorpe United,2004-02-11T19:45Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Torquay United,0-1,Huddersfield Town,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,York City,1-2,Mansfield Town,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Northampton Town,3-1,Rochdale AFC,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Lincoln City,1-1,Scunthorpe United,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Doncaster Rovers,1-0,Macclesfield Town,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Southend United,3-0,Kidderminster Harriers,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Yeovil Town,1-0,Oxford United,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Bristol Rovers,0-3,Darlington FC,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Bury FC,1-0,Cambridge United,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Carlisle United,1-1,Hull City,2004-02-14T15:00Z
31,Sat Feb 14 2004,15:00,GMT/+0000,Cheltenham Town,1-0,Boston United,2004-02-14T15:00Z
29,Tue Feb 17 2004,19:45,GMT/+0000,York City,1-4,Lincoln City,2004-02-17T19:45Z
29,Tue Feb 17 2004,19:45,GMT/+0000,Bristol Rovers,1-1,Huddersfield Town,2004-02-17T19:45Z
29,Tue Feb 17 2004,19:45,GMT/+0000,Cambridge United,2-2,Carlisle United,2004-02-17T19:45Z
28,Tue Feb 17 2004,19:30,GMT/+0000,Darlington FC,1-2,Northampton Town,2004-02-17T19:30Z
28,Wed Feb 18 2004,19:45,GMT/+0000,Boston United,1-1,Swansea City,2004-02-18T19:45Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Scunthorpe United,1-0,Northampton Town,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Rochdale AFC,0-0,Cheltenham Town,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Oxford United,1-1,Bury FC,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Boston United,2-0,York City,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Cambridge United,3-1,Bristol Rovers,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Darlington FC,3-2,Yeovil Town,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Huddersfield Town,2-1,Lincoln City,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Hull City,0-1,Torquay United,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Kidderminster Harriers,2-0,Swansea City,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Leyton Orient,2-1,Southend United,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Macclesfield Town,1-1,Carlisle United,2004-02-21T15:00Z
32,Sat Feb 21 2004,15:00,GMT/+0000,Mansfield Town,1-2,Doncaster Rovers,2004-02-21T15:00Z
29,Tue Feb 24 2004,19:45,GMT/+0000,Torquay United,1-0,Scunthorpe United,2004-02-24T19:45Z
29,Tue Feb 24 2004,19:45,GMT/+0000,Bury FC,1-1,Southend United,2004-02-24T19:45Z
31,Tue Feb 24 2004,19:45,GMT/+0000,Swansea City,2-1,Leyton Orient,2004-02-24T19:45Z
33,Fri Feb 27 2004,19:45,GMT/+0000,Doncaster Rovers,5-0,Kidderminster Harriers,2004-02-27T19:45Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Bristol Rovers,1-1,Oxford United,2004-02-28T15:00Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Bury FC,1-1,Darlington FC,2004-02-28T15:00Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Cheltenham Town,4-2,Mansfield Town,2004-02-28T15:00Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Lincoln City,2-0,Hull City,2004-02-28T15:00Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Northampton Town,1-0,Leyton Orient,2004-02-28T15:00Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Southend United,1-0,Macclesfield Town,2004-02-28T15:00Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Torquay United,2-0,Boston United,2004-02-28T15:00Z
33,Sat Feb 28 2004,15:00,GMT/+0000,Yeovil Town,4-1,Cambridge United,2004-02-28T15:00Z
34,Tue Mar 2 2004,19:45,GMT/+0000,Cambridge United,0-1,Swansea City,2004-03-02T19:45Z
34,Tue Mar 2 2004,19:45,GMT/+0000,Kidderminster Harriers,2-1,Northampton Town,2004-03-02T19:45Z
34,Tue Mar 2 2004,19:45,GMT/+0000,Leyton Orient,1-1,Bristol Rovers,2004-03-02T19:45Z
34,Tue Mar 2 2004,19:45,GMT/+0000,Huddersfield Town,3-1,Yeovil Town,2004-03-02T19:45Z
34,Wed Mar 3 2004,19:45,GMT/+0000,Boston United,0-2,Southend United,2004-03-03T19:45Z
34,Wed Mar 3 2004,19:45,GMT/+0000,Oxford United,0-0,York City,2004-03-03T19:45Z
35,Fri Mar 5 2004,19:45,GMT/+0000,Swansea City,1-1,Doncaster Rovers,2004-03-05T19:45Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Torquay United,4-1,Carlisle United,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Mansfield Town,1-0,Hull City,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Oxford United,0-1,Huddersfield Town,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Macclesfield Town,0-1,Darlington FC,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Kidderminster Harriers,4-1,York City,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Cheltenham Town,3-2,Lincoln City,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Bury FC,1-1,Leyton Orient,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Bristol Rovers,1-1,Southend United,2004-03-06T15:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Scunthorpe United,3-0,Yeovil Town,2004-03-06T15:00Z
35,Sat Mar 6 2004,13:00,GMT/+0000,Cambridge United,0-1,Northampton Town,2004-03-06T13:00Z
35,Sat Mar 6 2004,15:00,GMT/+0000,Boston United,2-0,Rochdale AFC,2004-03-06T15:00Z
33,Tue Mar 9 2004,19:45,GMT/+0000,Carlisle United,1-0,Huddersfield Town,2004-03-09T19:45Z
33,Tue Mar 9 2004,19:45,GMT/+0000,Swansea City,1-1,Rochdale AFC,2004-03-09T19:45Z
33,Tue Mar 9 2004,19:45,GMT/+0000,York City,1-3,Scunthorpe United,2004-03-09T19:45Z
34,Tue Mar 9 2004,19:30,GMT/+0000,Darlington FC,2-1,Cheltenham Town,2004-03-09T19:30Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Northampton Town,2-0,Boston United,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Yeovil Town,4-0,Bristol Rovers,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Southend United,1-1,Swansea City,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Rochdale AFC,0-0,Bury FC,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,York City,0-0,Torquay United,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Carlisle United,2-0,Oxford United,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Darlington FC,3-4,Cambridge United,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Doncaster Rovers,1-1,Cheltenham Town,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Huddersfield Town,4-0,Macclesfield Town,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Hull City,2-1,Scunthorpe United,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Leyton Orient,1-1,Kidderminster Harriers,2004-03-13T15:00Z
36,Sat Mar 13 2004,15:00,GMT/+0000,Lincoln City,4-1,Mansfield Town,2004-03-13T15:00Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Bury FC,3-0,Mansfield Town,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Yeovil Town,0-1,Doncaster Rovers,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Macclesfield Town,2-1,Swansea City,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Lincoln City,2-2,Southend United,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Hull City,3-0,Leyton Orient,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Huddersfield Town,1-1,Rochdale AFC,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:30,GMT/+0000,Scunthorpe United,0-2,Kidderminster Harriers,2004-03-16T19:30Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Bristol Rovers,2-2,Torquay United,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Cambridge United,0-1,Boston United,2004-03-16T19:45Z
37,Tue Mar 16 2004,19:45,GMT/+0000,Carlisle United,1-1,Northampton Town,2004-03-16T19:45Z
37,Wed Mar 17 2004,19:45,GMT/+0000,Oxford United,1-0,Cheltenham Town,2004-03-17T19:45Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Kidderminster Harriers,1-4,Macclesfield Town,2004-03-20T15:00Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Leyton Orient,0-2,Lincoln City,2004-03-20T15:00Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Rochdale AFC,2-0,Carlisle United,2004-03-20T15:00Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Swansea City,4-2,Scunthorpe United,2004-03-20T15:00Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Torquay United,3-0,Cambridge United,2004-03-20T15:00Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Doncaster Rovers,1-1,Darlington FC,2004-03-20T15:00Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Boston United,1-0,Bristol Rovers,2004-03-20T15:00Z
38,Sat Mar 20 2004,15:00,GMT/+0000,Cheltenham Town,1-2,Bury FC,2004-03-20T15:00Z
34,Tue Mar 23 2004,19:30,GMT/+0000,Scunthorpe United,2-3,Carlisle United,2004-03-23T19:30Z
29,Tue Mar 23 2004,19:45,GMT/+0000,Mansfield Town,1-1,Swansea City,2004-03-23T19:45Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Yeovil Town,1-1,Mansfield Town,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Huddersfield Town,3-0,Swansea City,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Darlington FC,1-1,Torquay United,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Carlisle United,1-2,Southend United,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Scunthorpe United,1-1,Leyton Orient,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Oxford United,0-0,Doncaster Rovers,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Macclesfield Town,0-4,Northampton Town,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Lincoln City,1-1,Kidderminster Harriers,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Bristol Rovers,3-0,York City,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Bury FC,1-3,Boston United,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Cambridge United,2-1,Cheltenham Town,2004-03-27T15:00Z
39,Sat Mar 27 2004,15:00,GMT/+0000,Hull City,1-0,Rochdale AFC,2004-03-27T15:00Z
34,Tue Mar 30 2004,19:45,BST/+0100,Macclesfield Town,0-0,Lincoln City,2004-03-30T18:45Z
34,Tue Mar 30 2004,19:45,BST/+0100,Rochdale AFC,1-1,Doncaster Rovers,2004-03-30T18:45Z
34,Tue Mar 30 2004,19:55,BST/+0100,Mansfield Town,2-1,Torquay United,2004-03-30T18:55Z
29,Wed Mar 31 2004,19:45,BST/+0100,Boston United,1-2,Hull City,2004-03-31T18:45Z
40,Fri Apr 2 2004,19:45,BST/+0100,Southend United,4-2,Scunthorpe United,2004-04-02T18:45Z
40,Sat Apr 3 2004,15:00,BST/+0100,Torquay United,2-2,Yeovil Town,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Mansfield Town,1-1,Cambridge United,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Swansea City,1-2,Carlisle United,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Rochdale AFC,0-3,Lincoln City,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Boston United,1-0,Darlington FC,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Cheltenham Town,1-2,Bristol Rovers,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Doncaster Rovers,3-1,Bury FC,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Kidderminster Harriers,1-1,Hull City,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Leyton Orient,1-1,Huddersfield Town,2004-04-03T14:00Z
40,Sat Apr 3 2004,15:00,BST/+0100,Northampton Town,2-1,Oxford United,2004-04-03T14:00Z
40,Sun Apr 4 2004,15:00,BST/+0100,York City,0-2,Macclesfield Town,2004-04-04T14:00Z
38,Tue Apr 6 2004,19:45,BST/+0100,Mansfield Town,3-1,Oxford United,2004-04-06T18:45Z
41,Fri Apr 9 2004,15:00,BST/+0100,Bury FC,2-1,Torquay United,2004-04-09T14:00Z
41,Fri Apr 9 2004,15:00,BST/+0100,Oxford United,0-0,Boston United,2004-04-09T14:00Z
41,Fri Apr 9 2004,19:45,BST/+0100,Cambridge United,2-0,York City,2004-04-09T18:45Z
41,Sat Apr 10 2004,15:00,BST/+0100,Yeovil Town,0-0,Cheltenham Town,2004-04-10T14:00Z
41,Sat Apr 10 2004,15:00,BST/+0100,Macclesfield Town,1-0,Leyton Orient,2004-04-10T14:00Z
41,Sat Apr 10 2004,15:00,BST/+0100,Scunthorpe United,2-2,Rochdale AFC,2004-04-10T14:00Z
41,Sat Apr 10 2004,15:00,BST/+0100,Bristol Rovers,1-2,Doncaster Rovers,2004-04-10T14:00Z
41,Sat Apr 10 2004,15:00,BST/+0100,Carlisle United,1-0,Kidderminster Harriers,2004-04-10T14:00Z
41,Sat Apr 10 2004,15:00,BST/+0100,Darlington FC,1-0,Mansfield Town,2004-04-10T14:00Z
41,Sat Apr 10 2004,15:00,BST/+0100,Huddersfield Town,1-0,Southend United,2004-04-10T14:00Z
