Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
21,Sat Dec 16 2000,15:00,GMT/+0000,Blackpool FC,3-0,Exeter City,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Cardiff City,3-1,Cheltenham Town,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Halifax Town,0-1,Hartlepool United,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Hull City,1-2,Torquay United,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Leyton Orient,1-0,Darlington FC,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Lincoln City,1-1,Rochdale AFC,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Macclesfield Town,1-0,Carlisle United,2000-12-16T15:00Z
22,Fri Dec 22 2000,19:45,GMT/+0000,Shrewsbury Town,0-1,Southend United,2000-12-22T19:45Z
22,Fri Dec 22 2000,19:45,GMT/+0000,Mansfield Town,1-1,Carlisle United,2000-12-22T19:45Z
22,Fri Dec 22 2000,19:45,GMT/+0000,Brighton & Hove Albion,2-0,Exeter City,2000-12-22T19:45Z
22,Fri Dec 22 2000,19:45,GMT/+0000,York City,0-2,Blackpool FC,2000-12-22T19:45Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Hartlepool United,6-1,Barnet FC,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Leyton Orient,1-1,Rochdale AFC,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Scunthorpe United,1-1,Cheltenham Town,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Hull City,0-0,Kidderminster Harriers,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Cardiff City,2-0,Macclesfield Town,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Darlington FC,3-0,Lincoln City,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Halifax Town,2-0,Plymouth Argyle,2000-12-23T15:00Z
22,Sat Dec 23 2000,15:00,GMT/+0000,Torquay United,0-0,Chesterfield FC,2000-12-23T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Chesterfield FC,2-0,Darlington FC,2000-12-26T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Rochdale AFC,1-0,Hull City,2000-12-26T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Macclesfield Town,0-1,York City,2000-12-26T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Lincoln City,1-1,Scunthorpe United,2000-12-26T15:00Z
23,Tue Dec 26 2000,12:00,GMT/+0000,Barnet FC,0-1,Brighton & Hove Albion,2000-12-26T12:00Z
23,Tue Dec 26 2000,12:00,GMT/+0000,Exeter City,1-1,Torquay United,2000-12-26T12:00Z
23,Tue Dec 26 2000,12:00,GMT/+0000,Plymouth Argyle,2-1,Cardiff City,2000-12-26T12:00Z
23,Tue Dec 26 2000,12:00,GMT/+0000,Southend United,0-1,Leyton Orient,2000-12-26T12:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Blackpool FC,0-1,Halifax Town,2000-12-26T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Cheltenham Town,1-1,Shrewsbury Town,2000-12-26T15:00Z
23,Tue Dec 26 2000,15:00,GMT/+0000,Kidderminster Harriers,1-0,Mansfield Town,2000-12-26T15:00Z
24,Sat Dec 30 2000,15:00,GMT/+0000,Southend United,1-1,Torquay United,2000-12-30T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Cardiff City,6-1,Exeter City,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Torquay United,1-1,Kidderminster Harriers,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Shrewsbury Town,3-2,Barnet FC,2001-01-01T15:00Z
25,Mon Jan 1 2001,15:00,GMT/+0000,Scunthorpe United,2-2,Macclesfield Town,2001-01-01T15:00Z
25,Mon Jan 1 2001,12:00,GMT/+0000,Brighton & Hove Albion,0-2,Southend United,2001-01-01T12:00Z
25,Sat Jan 6 2001,15:00,GMT/+0000,Darlington FC,1-2,Rochdale AFC,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Hull City,0-0,Macclesfield Town,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Hartlepool United,2-0,Exeter City,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Mansfield Town,0-0,Plymouth Argyle,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Shrewsbury Town,0-0,Chesterfield FC,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Torquay United,1-2,Cheltenham Town,2001-01-06T15:00Z
26,Sat Jan 6 2001,15:00,GMT/+0000,Halifax Town,3-2,Kidderminster Harriers,2001-01-06T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Blackpool FC,5-0,Torquay United,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Carlisle United,1-0,Shrewsbury Town,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Rochdale AFC,0-1,Halifax Town,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Cheltenham Town,1-2,Hartlepool United,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Chesterfield FC,1-0,Scunthorpe United,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Exeter City,2-3,Leyton Orient,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Kidderminster Harriers,0-2,Brighton & Hove Albion,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Lincoln City,2-0,Hull City,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Plymouth Argyle,1-1,Darlington FC,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Southend United,1-1,Cardiff City,2001-01-13T15:00Z
27,Sat Jan 13 2001,15:00,GMT/+0000,Barnet FC,2-0,York City,2001-01-13T15:00Z
27,Sun Jan 14 2001,15:00,GMT/+0000,Macclesfield Town,0-1,Mansfield Town,2001-01-14T15:00Z
24,Tue Jan 16 2001,19:45,GMT/+0000,Chesterfield FC,0-0,Hartlepool United,2001-01-16T19:45Z
25,Tue Jan 16 2001,19:45,GMT/+0000,Hull City,0-1,Blackpool FC,2001-01-16T19:45Z
18,Tue Jan 16 2001,19:45,GMT/+0000,Plymouth Argyle,1-0,Lincoln City,2001-01-16T19:45Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Torquay United,2-1,Exeter City,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Hartlepool United,2-2,Carlisle United,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Darlington FC,0-3,Chesterfield FC,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Cardiff City,4-1,Plymouth Argyle,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,York City,1-3,Macclesfield Town,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Leyton Orient,0-2,Southend United,2001-01-20T15:00Z
28,Sat Jan 20 2001,15:00,GMT/+0000,Shrewsbury Town,1-0,Cheltenham Town,2001-01-20T15:00Z
25,Tue Jan 23 2001,19:45,GMT/+0000,York City,0-1,Chesterfield FC,2001-01-23T19:45Z
28,Tue Jan 23 2001,19:45,GMT/+0000,Mansfield Town,2-1,Kidderminster Harriers,2001-01-23T19:45Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Chesterfield FC,3-0,Torquay United,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Carlisle United,2-1,Mansfield Town,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Blackpool FC,1-0,York City,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Barnet FC,1-3,Hartlepool United,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Macclesfield Town,2-5,Cardiff City,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Exeter City,1-0,Brighton & Hove Albion,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Lincoln City,2-2,Darlington FC,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Kidderminster Harriers,2-2,Hull City,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Southend United,0-0,Shrewsbury Town,2001-01-27T15:00Z
29,Sat Jan 27 2001,15:00,GMT/+0000,Plymouth Argyle,1-0,Halifax Town,2001-01-27T15:00Z
29,Sun Jan 28 2001,12:00,GMT/+0000,Rochdale AFC,3-1,Leyton Orient,2001-01-28T12:00Z
26,Tue Jan 30 2001,19:45,GMT/+0000,York City,0-0,Carlisle United,2001-01-30T19:45Z
16,Tue Jan 30 2001,19:45,GMT/+0000,Plymouth Argyle,4-0,Kidderminster Harriers,2001-01-30T19:45Z
30,Fri Feb 2 2001,19:45,GMT/+0000,Mansfield Town,1-1,Exeter City,2001-02-02T19:45Z
30,Fri Feb 2 2001,19:45,GMT/+0000,Cardiff City,0-0,Rochdale AFC,2001-02-02T19:45Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Barnet FC,1-1,Chesterfield FC,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Macclesfield Town,3-1,Plymouth Argyle,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Torquay United,0-1,Brighton & Hove Albion,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Shrewsbury Town,1-1,Hartlepool United,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Leyton Orient,3-0,Halifax Town,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Cheltenham Town,0-1,Hull City,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Blackpool FC,6-0,Scunthorpe United,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Southend United,1-0,Lincoln City,2001-02-03T15:00Z
30,Sat Feb 3 2001,15:00,GMT/+0000,Carlisle United,2-0,Kidderminster Harriers,2001-02-03T15:00Z
31,Fri Feb 9 2001,19:45,GMT/+0000,Chesterfield FC,2-0,Cheltenham Town,2001-02-09T19:45Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Scunthorpe United,4-0,York City,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Hartlepool United,3-1,Blackpool FC,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Lincoln City,1-2,Torquay United,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Hull City,1-0,Leyton Orient,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Brighton & Hove Albion,1-0,Cardiff City,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Exeter City,0-0,Macclesfield Town,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Halifax Town,3-4,Mansfield Town,2001-02-10T15:00Z
31,Sat Feb 10 2001,15:00,GMT/+0000,Kidderminster Harriers,2-1,Barnet FC,2001-02-10T15:00Z
24,Tue Feb 13 2001,19:45,GMT/+0000,Blackpool FC,1-0,Cardiff City,2001-02-13T19:45Z
24,Tue Feb 13 2001,19:45,GMT/+0000,Macclesfield Town,2-1,Shrewsbury Town,2001-02-13T19:45Z
26,Tue Feb 13 2001,19:45,GMT/+0000,Scunthorpe United,0-0,Rochdale AFC,2001-02-13T19:45Z
25,Tue Feb 13 2001,19:45,GMT/+0000,Mansfield Town,2-1,Cheltenham Town,2001-02-13T19:45Z
23,Tue Feb 13 2001,19:45,GMT/+0000,Carlisle United,2-3,Hartlepool United,2001-02-13T19:45Z
32,Sat Feb 17 2001,15:00,GMT/+0000,York City,0-3,Exeter City,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Carlisle United,1-1,Plymouth Argyle,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Torquay United,1-0,Rochdale AFC,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Southend United,0-3,Halifax Town,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Shrewsbury Town,0-2,Hull City,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Barnet FC,3-0,Darlington FC,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Mansfield Town,0-1,Chesterfield FC,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Blackpool FC,2-0,Lincoln City,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Cheltenham Town,3-1,Brighton & Hove Albion,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Cardiff City,3-0,Scunthorpe United,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Leyton Orient,0-0,Kidderminster Harriers,2001-02-17T15:00Z
32,Sat Feb 17 2001,15:00,GMT/+0000,Macclesfield Town,0-1,Hartlepool United,2001-02-17T15:00Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Plymouth Argyle,3-1,Shrewsbury Town,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Lincoln City,1-2,Macclesfield Town,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Kidderminster Harriers,2-1,Southend United,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Halifax Town,1-2,Cardiff City,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Exeter City,1-0,Barnet FC,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Darlington FC,1-0,Cheltenham Town,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Chesterfield FC,1-1,Carlisle United,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Brighton & Hove Albion,1-0,Blackpool FC,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:30,GMT/+0000,Scunthorpe United,1-1,Leyton Orient,2001-02-20T19:30Z
33,Tue Feb 20 2001,19:30,GMT/+0000,Hartlepool United,3-1,Torquay United,2001-02-20T19:30Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Rochdale AFC,0-1,York City,2001-02-20T19:45Z
33,Tue Feb 20 2001,19:45,GMT/+0000,Hull City,2-1,Mansfield Town,2001-02-20T19:45Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Chesterfield FC,2-1,Blackpool FC,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Brighton & Hove Albion,1-1,York City,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Darlington FC,1-1,Macclesfield Town,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Exeter City,1-0,Carlisle United,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Hartlepool United,1-1,Mansfield Town,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Scunthorpe United,1-1,Southend United,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Halifax Town,2-1,Torquay United,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Hull City,2-1,Barnet FC,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Lincoln City,2-3,Leyton Orient,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Plymouth Argyle,0-0,Cheltenham Town,2001-02-24T15:00Z
34,Sat Feb 24 2001,15:00,GMT/+0000,Rochdale AFC,1-7,Shrewsbury Town,2001-02-24T15:00Z
34,Sun Feb 25 2001,12:00,GMT/+0000,Kidderminster Harriers,2-4,Cardiff City,2001-02-25T12:00Z
24,Tue Feb 27 2001,19:45,GMT/+0000,Mansfield Town,4-1,Barnet FC,2001-02-27T19:45Z
29,Tue Feb 27 2001,19:45,GMT/+0000,Cheltenham Town,1-0,Scunthorpe United,2001-02-27T19:45Z
35,Fri Mar 2 2001,19:45,GMT/+0000,Cardiff City,2-0,Hull City,2001-03-02T19:45Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Blackpool FC,5-1,Kidderminster Harriers,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Carlisle United,0-2,Darlington FC,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Leyton Orient,0-2,Brighton & Hove Albion,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Barnet FC,1-1,Plymouth Argyle,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Mansfield Town,2-3,Lincoln City,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Shrewsbury Town,2-1,Halifax Town,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Southend United,3-0,Rochdale AFC,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Torquay United,0-2,Scunthorpe United,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Cheltenham Town,1-0,Exeter City,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,York City,1-1,Hartlepool United,2001-03-03T15:00Z
35,Sat Mar 3 2001,15:00,GMT/+0000,Macclesfield Town,1-2,Chesterfield FC,2001-03-03T15:00Z
36,Tue Mar 6 2001,19:45,GMT/+0000,York City,1-0,Southend United,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:30,GMT/+0000,Scunthorpe United,2-1,Brighton & Hove Albion,2001-03-06T19:30Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Barnet FC,0-1,Carlisle United,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Blackpool FC,1-0,Plymouth Argyle,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Cardiff City,1-1,Leyton Orient,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Cheltenham Town,1-1,Macclesfield Town,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Hull City,1-0,Halifax Town,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Kidderminster Harriers,1-3,Lincoln City,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:45,GMT/+0000,Shrewsbury Town,2-1,Mansfield Town,2001-03-06T19:45Z
36,Tue Mar 6 2001,19:30,GMT/+0000,Hartlepool United,1-1,Rochdale AFC,2001-03-06T19:30Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Lincoln City,2-0,Cardiff City,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Brighton & Hove Albion,3-0,Hull City,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Carlisle United,1-1,Cheltenham Town,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Darlington FC,1-1,Hartlepool United,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Exeter City,1-0,Shrewsbury Town,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Southend United,0-3,Blackpool FC,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Halifax Town,3-4,Scunthorpe United,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Rochdale AFC,0-0,Kidderminster Harriers,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Plymouth Argyle,3-0,Chesterfield FC,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Mansfield Town,1-3,York City,2001-03-10T15:00Z
37,Sat Mar 10 2001,15:00,GMT/+0000,Leyton Orient,0-2,Torquay United,2001-03-10T15:00Z
37,Sun Mar 11 2001,15:00,GMT/+0000,Macclesfield Town,3-0,Barnet FC,2001-03-11T15:00Z
18,Tue Mar 13 2001,19:45,GMT/+0000,Shrewsbury Town,0-4,Cardiff City,2001-03-13T19:45Z
30,Tue Mar 13 2001,19:45,GMT/+0000,York City,2-0,Darlington FC,2001-03-13T19:45Z
24,Tue Mar 13 2001,19:45,GMT/+0000,Carlisle United,1-0,Leyton Orient,2001-03-13T19:45Z
24,Tue Mar 13 2001,19:45,GMT/+0000,Plymouth Argyle,1-1,Hull City,2001-03-13T19:45Z
24,Tue Mar 13 2001,19:45,GMT/+0000,Kidderminster Harriers,0-0,Scunthorpe United,2001-03-13T19:45Z
28,Wed Mar 14 2001,19:45,GMT/+0000,Brighton & Hove Albion,4-1,Barnet FC,2001-03-14T19:45Z
38,Sat Mar 17 2001,15:00,GMT/+0000,York City,0-0,Lincoln City,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Kidderminster Harriers,0-0,Darlington FC,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Hull City,2-1,Exeter City,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Shrewsbury Town,1-1,Leyton Orient,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Chesterfield FC,1-1,Rochdale AFC,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Barnet FC,2-1,Southend United,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Cheltenham Town,4-2,Halifax Town,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Cardiff City,4-1,Carlisle United,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Blackpool FC,2-2,Mansfield Town,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Scunthorpe United,4-1,Plymouth Argyle,2001-03-17T15:00Z
38,Sat Mar 17 2001,15:00,GMT/+0000,Hartlepool United,2-2,Brighton & Hove Albion,2001-03-17T15:00Z
21,Tue Mar 20 2001,19:45,GMT/+0000,Shrewsbury Town,1-0,Kidderminster Harriers,2001-03-20T19:45Z
24,Tue Mar 20 2001,19:45,GMT/+0000,Cheltenham Town,1-1,York City,2001-03-20T19:45Z
26,Tue Mar 20 2001,19:45,GMT/+0000,Leyton Orient,1-0,Blackpool FC,2001-03-20T19:45Z
39,Fri Mar 23 2001,19:45,GMT/+0000,Lincoln City,2-2,Shrewsbury Town,2001-03-23T19:45Z
39,Fri Mar 23 2001,19:45,GMT/+0000,Rochdale AFC,1-1,Cheltenham Town,2001-03-23T19:45Z
39,Fri Mar 23 2001,19:45,GMT/+0000,Carlisle United,1-0,Torquay United,2001-03-23T19:45Z
39,Sat Mar 24 2001,12:00,GMT/+0000,Exeter City,2-1,Kidderminster Harriers,2001-03-24T12:00Z
39,Sat Mar 24 2001,12:00,GMT/+0000,Macclesfield Town,2-1,Blackpool FC,2001-03-24T12:00Z
39,Sat Mar 24 2001,13:00,GMT/+0000,Darlington FC,2-1,Scunthorpe United,2001-03-24T13:00Z
39,Sat Mar 24 2001,15:00,GMT/+0000,Halifax Town,3-0,Barnet FC,2001-03-24T15:00Z
39,Sat Mar 24 2001,15:00,GMT/+0000,Leyton Orient,1-1,York City,2001-03-24T15:00Z
39,Sat Mar 24 2001,12:00,GMT/+0000,Plymouth Argyle,0-2,Hartlepool United,2001-03-24T12:00Z
28,Tue Mar 27 2001,19:45,BST/+0100,Hull City,3-2,Rochdale AFC,2001-03-27T18:45Z
25,Tue Mar 27 2001,19:30,BST/+0100,Hartlepool United,1-0,Lincoln City,2001-03-27T18:30Z
25,Tue Mar 27 2001,19:45,BST/+0100,Halifax Town,0-0,Carlisle United,2001-03-27T18:45Z
24,Tue Mar 27 2001,19:45,BST/+0100,Exeter City,1-1,Darlington FC,2001-03-27T18:45Z
40,Sat Mar 31 2001,15:00,BST/+0100,Brighton & Hove Albion,2-0,Mansfield Town,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Exeter City,2-0,Blackpool FC,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Darlington FC,1-1,Leyton Orient,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Carlisle United,1-0,Macclesfield Town,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,York City,1-2,Plymouth Argyle,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Hartlepool United,1-1,Halifax Town,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Kidderminster Harriers,3-1,Shrewsbury Town,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Scunthorpe United,2-1,Barnet FC,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Torquay United,1-1,Hull City,2001-03-31T14:00Z
40,Sat Mar 31 2001,15:00,BST/+0100,Chesterfield FC,1-1,Southend United,2001-03-31T14:00Z
40,Sun Apr 1 2001,12:00,BST/+0100,Cheltenham Town,3-1,Cardiff City,2001-04-01T11:00Z
28,Tue Apr 3 2001,19:45,BST/+0100,Scunthorpe United,2-1,Lincoln City,2001-04-03T18:45Z
24,Tue Apr 3 2001,19:45,BST/+0100,Rochdale AFC,1-1,Brighton & Hove Albion,2001-04-03T18:45Z
26,Tue Apr 3 2001,19:30,BST/+0100,Darlington FC,1-1,Southend United,2001-04-03T18:30Z
26,Wed Apr 4 2001,19:45,BST/+0100,Cardiff City,1-0,Barnet FC,2001-04-04T18:45Z
41,Sat Apr 7 2001,15:00,BST/+0100,Macclesfield Town,1-0,Kidderminster Harriers,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Cardiff City,2-1,Torquay United,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Plymouth Argyle,1-0,Exeter City,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Southend United,2-1,Hartlepool United,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Hull City,2-1,Scunthorpe United,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Leyton Orient,2-0,Chesterfield FC,2001-04-07T14:00Z
41,Sat Apr 7 2001,15:00,BST/+0100,Barnet FC,2-2,Cheltenham Town,2001-04-07T14:00Z
28,Tue Apr 10 2001,19:45,BST/+0100,Halifax Town,1-2,Blackpool FC,2001-04-10T18:45Z
31,Tue Apr 10 2001,19:30,BST/+0100,Darlington FC,3-0,Shrewsbury Town,2001-04-10T18:30Z
31,Tue Apr 10 2001,19:45,BST/+0100,Rochdale AFC,6-0,Carlisle United,2001-04-10T18:45Z
25,Tue Apr 10 2001,19:45,BST/+0100,Leyton Orient,1-1,Plymouth Argyle,2001-04-10T18:45Z
26,Tue Apr 10 2001,19:45,BST/+0100,Brighton & Hove Albion,2-0,Lincoln City,2001-04-10T18:45Z
38,Tue Apr 10 2001,19:45,BST/+0100,Torquay United,2-0,Macclesfield Town,2001-04-10T18:45Z
